Date,Price,P/S,P/B,P/E,P/FCF,P/EBITDA,EV/EBITDA,EV/B,EV/FCF,LTDebt/EV
1/4/2010,31.77,6.4973,10.4978,38.9373,32.2271,21.3876,20.4425,9.9926,30.8301,0
1/5/2010,32.49,6.6445,10.7357,39.8198,32.9574,21.8723,20.9289,10.2304,31.5637,0
1/6/2010,33.3,6.8102,11.0033,40.8125,33.7791,22.4176,21.4762,10.4978,32.389,0
1/7/2010,33.8,6.9124,11.1685,41.4253,34.2863,22.7542,21.814,10.663,32.8984,0
1/8/2010,34.16,6.986,11.2875,41.8665,34.6515,22.9966,22.0572,10.7819,33.2652,0
1/11/2010,33,6.7488,10.9042,40.4448,33.4748,22.2156,21.2735,10.3988,32.0833,0
1/12/2010,32.255,6.5964,10.658,39.5317,32.7191,21.7141,20.7702,10.1528,31.3243,0
1/13/2010,32.36,6.6179,10.6927,39.6604,32.8256,21.7848,20.8411,10.1874,31.4313,0
1/14/2010,32.315,6.6087,10.6778,39.6053,32.7799,21.7545,20.8107,10.1726,31.3854,0
1/15/2010,31.765,6.4962,10.4961,38.9312,32.222,21.3842,20.4391,9.9909,30.825,0
1/19/2010,31.71,6.485,10.4779,38.8638,32.1662,21.3472,20.402,9.9728,30.769,0
1/20/2010,31.215,6.3838,10.3144,38.2571,31.6641,21.014,20.0676,9.8093,30.2647,0
1/21/2010,30.59,6.2559,10.1078,37.4911,31.0301,20.5932,19.6453,9.6029,29.6279,0
1/22/2010,29.17,5.9655,9.6386,35.7508,29.5897,19.6373,18.686,9.134,28.181,0
1/25/2010,29.715,6.077,9.8187,36.4187,30.1425,20.0042,19.0542,9.314,28.7363,0
1/26/2010,29.6,6.0535,9.7807,36.2778,30.0259,19.9268,18.9765,9.276,28.6192,0
1/27/2010,29.775,6.0893,9.8385,36.4923,30.2034,20.0446,19.0947,9.3338,28.7975,0
1/28/2010,28.25,5.7774,9.3346,34.6232,28.6564,19.0179,18.0645,8.8302,27.2437,0
1/29/2010,25.77,5.2702,8.5152,31.5837,26.1408,17.3484,16.389,8.0112,24.7169,0
2/1/2010,26.38,5.395,8.7167,32.3313,26.7595,17.759,16.8011,8.2126,25.3384,0
2/2/2010,26.96,5.5136,8.9084,33.0422,27.3479,18.1495,17.193,8.4042,25.9293,0
2/3/2010,26.63,5.4461,8.7993,32.6377,27.0131,17.9273,16.9885,8.3042,25.621,0
2/4/2010,26.445,5.4082,8.7382,32.411,26.8255,17.8028,16.8634,8.2431,25.4324,0
2/5/2010,26.52,5.4236,8.763,32.5029,26.9015,17.8533,16.9141,8.2679,25.5088,0
2/8/2010,26.41,5.4011,8.7267,32.3681,26.79,17.7792,16.8398,8.2315,25.3967,0
2/9/2010,26.695,5.4594,8.8208,32.7174,27.0791,17.9711,17.0325,8.3257,25.6873,0
2/10/2010,26.775,5.4757,8.8473,32.8155,27.1602,18.025,17.0866,8.3522,25.7689,0
2/11/2010,27.84,5.6935,9.1992,34.1207,28.2405,18.7419,17.8068,8.7042,26.8552,0
2/12/2010,27.815,5.6884,9.1909,34.0901,28.2152,18.7251,17.7899,8.696,26.8297,0
2/16/2010,28.475,5.8234,9.409,34.899,28.8847,19.1694,18.2363,8.9141,27.5028,0
2/17/2010,29.06,5.943,9.6023,35.616,29.4781,19.5632,18.6319,9.1075,28.0995,0
2/18/2010,28.96,5.9226,9.5692,35.4934,29.3767,19.4959,18.5643,9.0745,27.9975,0
2/19/2010,28.805,5.8909,9.518,35.3034,29.2194,19.3916,18.4595,9.0232,27.8394,0
2/22/2010,28.45,5.8183,9.4007,34.8683,28.8593,19.1526,18.2194,8.9059,27.4773,0
2/23/2010,28.22,5.7713,9.3247,34.5864,28.626,18.9977,18.0638,8.8298,27.2427,0
2/24/2010,28.55,5.8387,9.4338,34.9909,28.9608,19.2199,18.287,8.9389,27.5793,0
2/25/2010,28.62,5.8531,9.4569,35.0767,29.0318,19.267,18.3343,8.9621,27.6507,0
2/26/2010,28.62,5.8531,9.4569,35.0767,29.0318,19.267,18.3343,8.9621,27.6507,0
3/1/2010,29.52,6.0371,9.7543,36.1797,29.9447,19.8729,18.943,9.2596,28.5686,0
3/2/2010,28.99,5.9287,9.5792,35.5302,29.4071,19.5161,18.5846,9.0844,28.0281,0
3/3/2010,28.27,5.7815,9.3413,34.6477,28.6767,19.0314,18.0976,8.8464,27.2937,0
3/4/2010,28.565,5.8418,9.4387,35.0093,28.976,19.23,18.2971,8.9439,27.5946,0
3/5/2010,28.895,5.9093,9.5478,35.4137,29.3107,19.4521,18.5203,9.053,27.9312,0
3/8/2010,28.705,5.8704,9.485,35.1809,29.118,19.3242,18.3918,8.9902,27.7374,0
3/9/2010,28.28,5.7835,9.3446,34.66,28.6869,19.0381,18.1044,8.8497,27.3039,0
3/10/2010,28.525,5.8336,9.4255,34.9603,28.9354,19.2031,18.2701,8.9307,27.5538,0
3/11/2010,28.805,5.8909,9.518,35.3034,29.2194,19.3916,18.4595,9.0232,27.8394,0
3/12/2010,29.125,5.9563,9.6238,35.6956,29.544,19.607,18.6759,9.129,28.1658,0
3/15/2010,29.045,5.94,9.5973,35.5976,29.4629,19.5531,18.6218,9.1026,28.0842,0
3/16/2010,29.65,6.0637,9.7972,36.3391,30.0766,19.9604,19.0309,9.3026,28.7012,0
3/17/2010,30,6.1353,9.9129,36.768,30.4316,20.196,19.2676,9.4183,29.0582,0
3/18/2010,30.43,6.2232,10.055,37.295,30.8678,20.4855,19.5584,9.5604,29.4968,0
3/19/2010,30.515,6.2406,10.0831,37.3992,30.954,20.5427,19.6159,9.5885,29.5835,0
3/22/2010,31.28,6.3971,10.3358,38.3368,31.73,21.0577,20.1333,9.8414,30.3637,0
3/23/2010,31.495,6.441,10.4069,38.6003,31.9481,21.2025,20.2787,9.9125,30.583,0
3/24/2010,31.115,6.3633,10.2813,38.1346,31.5627,20.9467,20.0217,9.7869,30.1954,0
3/25/2010,30.8,6.2989,10.1772,37.7485,31.2431,20.7346,19.8086,9.6827,29.8741,0
3/26/2010,30.545,6.2467,10.093,37.436,30.9845,20.5629,19.6362,9.5984,29.6141,0
3/29/2010,30.495,6.2365,10.0765,37.3747,30.9337,20.5293,19.6024,9.5819,29.5631,0
3/30/2010,30.85,6.3091,10.1938,37.8098,31.2938,20.7683,19.8425,9.6993,29.9251,0
3/31/2010,30.72,6.0303,9.4234,36.7305,34.9977,20.2051,19.1727,8.8687,33.2083,0
4/1/2010,30.535,5.994,9.3667,36.5093,34.7869,20.0834,19.0509,8.8124,32.9974,0
4/5/2010,30.765,6.0391,9.4372,36.7843,35.049,20.2346,19.2023,8.8824,33.2597,0
4/6/2010,30.685,6.0234,9.4127,36.6887,34.9578,20.182,19.1496,8.8581,33.1684,0
4/7/2010,31.165,6.1176,9.5599,37.2626,35.5047,20.4977,19.4657,9.0042,33.7158,0
4/8/2010,31.24,6.1323,9.5829,37.3523,35.5901,20.5471,19.515,9.0271,33.8014,0
4/9/2010,32.35,6.3502,9.9234,38.6794,36.8547,21.2771,20.2459,9.3652,35.0672,0
4/12/2010,32.79,6.4366,10.0584,39.2055,37.356,21.5665,20.5356,9.4992,35.569,0
4/13/2010,32.755,6.4297,10.0477,39.1637,37.3161,21.5435,20.5125,9.4885,35.5291,0
4/14/2010,32.875,6.4533,10.0845,39.3072,37.4528,21.6224,20.5915,9.525,35.6659,0
4/15/2010,32.62,6.4032,10.0062,39.0023,37.1623,21.4547,20.4236,9.4474,35.3751,0
4/16/2010,32.365,6.3532,9.928,38.6974,36.8718,21.287,20.2557,9.3697,35.0843,0
4/19/2010,31.945,6.2707,9.7992,38.1952,36.3933,21.0108,19.9792,9.2418,34.6053,0
4/20/2010,32.575,6.3944,9.9924,38.9485,37.111,21.4251,20.394,9.4337,35.3238,0
4/21/2010,32.43,6.3659,9.948,38.7751,36.9458,21.3297,20.2985,9.3895,35.1584,0
4/22/2010,33.065,6.4906,10.1428,39.5343,37.6692,21.7474,20.7166,9.5829,35.8826,0
4/23/2010,33.805,6.6358,10.3697,40.4191,38.5123,22.2341,21.2039,9.8083,36.7265,0
4/26/2010,33.505,6.577,10.2777,40.0604,38.1705,22.0368,21.0063,9.7169,36.3844,0
4/27/2010,33.465,6.5691,10.2655,40.0126,38.1249,22.0105,20.98,9.7047,36.3388,0
4/28/2010,32.515,6.3826,9.974,38.8767,37.0427,21.3857,20.3545,9.4154,35.2554,0
4/29/2010,33.005,6.4788,10.1243,39.4626,37.6009,21.7079,20.6771,9.5646,35.8142,0
4/30/2010,32.005,6.2825,9.8176,38.2669,36.4616,21.0502,20.0187,9.2601,34.6738,0
5/3/2010,32.765,6.4317,10.0507,39.1756,37.3275,21.5501,20.5191,9.4915,35.5405,0
5/4/2010,31.48,6.1795,9.6565,37.6392,35.8635,20.7049,19.6731,9.1002,34.0751,0
5/5/2010,30.755,6.0371,9.4342,36.7724,35.0376,20.2281,19.1957,8.8794,33.2483,0
5/6/2010,29.775,5.8448,9.1335,35.6006,33.9211,19.5835,18.5505,8.5809,32.1307,0
5/7/2010,29.375,5.7662,9.0108,35.1224,33.4654,19.3204,18.2871,8.4591,31.6745,0
5/10/2010,30.585,6.0038,9.382,36.5691,34.8439,20.1163,19.0838,8.8276,33.0544,0
5/11/2010,30.665,6.0195,9.4065,36.6648,34.935,20.1689,19.1365,8.852,33.1456,0
5/12/2010,31.55,6.1932,9.678,37.7229,35.9433,20.751,19.7191,9.1215,34.1549,0
5/13/2010,31.37,6.1579,9.6228,37.5077,35.7382,20.6326,19.6006,9.0667,33.9496,0
5/14/2010,30.655,6.0175,9.4035,36.6528,34.9237,20.1623,19.1299,8.8489,33.1342,0
5/17/2010,31.215,6.1274,9.5753,37.3224,35.5616,20.5306,19.4986,9.0195,33.7728,0
5/18/2010,30.485,5.9841,9.3513,36.4495,34.73,20.0505,19.0179,8.7971,32.9404,0
5/19/2010,30.505,5.9881,9.3575,36.4735,34.7528,20.0636,19.0311,8.8032,32.9632,0
5/20/2010,29.1,5.7123,8.9265,34.7936,33.1521,19.1396,18.106,8.3753,31.3609,0
5/21/2010,28.96,5.6848,8.8835,34.6262,32.9926,19.0475,18.0139,8.3327,31.2012,0
5/24/2010,29.11,5.7142,8.9295,34.8055,33.1635,19.1461,18.1126,8.3784,31.3723,0
5/25/2010,29.345,5.7604,9.0016,35.0865,33.4312,19.3007,18.2674,8.4499,31.6403,0
5/26/2010,29.135,5.7191,8.9372,34.8354,33.192,19.1626,18.1291,8.386,31.4008,0
5/27/2010,30.365,5.9606,9.3145,36.3061,34.5933,19.9716,18.9389,8.7606,32.8035,0
5/28/2010,29.52,5.7947,9.0553,35.2957,33.6306,19.4158,18.3826,8.5032,31.8399,0
6/1/2010,28.38,5.5709,8.7056,33.9327,32.3319,18.666,17.632,8.156,30.5398,0
6/2/2010,29.31,5.7535,8.9909,35.0447,33.3914,19.2777,18.3869,8.5052,31.8473,0
6/3/2010,29.585,5.8075,9.0753,35.3735,33.7047,19.4585,18.5693,8.5896,32.1632,0
6/4/2010,28.1425,5.5243,8.6328,33.6487,32.0613,18.5098,17.6125,8.147,30.506,0
6/7/2010,27.5,5.3982,8.4357,32.8805,31.3293,18.0872,17.1863,7.9499,29.7679,0
6/8/2010,27.35,5.3687,8.3897,32.7012,31.1584,17.9885,17.0868,7.9039,29.5956,0
6/9/2010,28.1,5.516,8.6197,33.5979,32.0129,18.4818,17.5843,8.134,30.4572,0
6/10/2010,29.065,5.7054,8.9157,34.7517,33.1123,19.1165,18.2244,8.4301,31.5658,0
6/11/2010,29.03,5.6985,8.905,34.7099,33.0724,19.0935,18.2011,8.4193,31.5256,0
6/14/2010,28.96,5.6848,8.8835,34.6262,32.9926,19.0475,18.1547,8.3978,31.4452,0
6/15/2010,29.595,5.8094,9.0783,35.3854,33.7161,19.4651,18.5759,8.5927,32.1747,0
6/16/2010,29.34,5.7594,9.0001,35.0805,33.4255,19.2974,18.4068,8.5144,31.8817,0
6/17/2010,29.115,5.7152,8.9311,34.8115,33.1692,19.1494,18.2575,8.4454,31.6233,0
6/18/2010,28.93,5.6789,8.8743,34.5903,32.9585,19.0277,18.1348,8.3886,31.4107,0
6/21/2010,28.57,5.6082,8.7639,34.1599,32.5483,18.791,17.896,8.2782,30.9971,0
6/22/2010,29.025,5.6975,8.9035,34.7039,33.0667,19.0902,18.1978,8.4178,31.5199,0
6/23/2010,28.41,5.5768,8.7148,33.9686,32.366,18.6857,17.7899,8.2291,30.8133,0
6/24/2010,28.18,5.5317,8.6443,33.6936,32.104,18.5345,17.6374,8.1585,30.5491,0
6/25/2010,28.665,5.6269,8.793,34.2735,32.6566,18.8534,17.9591,8.3073,31.1063,0
6/28/2010,28.87,5.6671,8.8559,34.5186,32.8901,18.9883,18.095,8.3702,31.3418,0
6/29/2010,28.98,5.6887,8.8897,34.6501,33.0154,19.0606,18.168,8.404,31.4682,0
6/30/2010,28.995,5.4097,8.638,33.4687,#N/A N/A,18.4108,17.3905,8.1101,#N/A N/A,0
7/1/2010,28.285,5.2772,8.4264,32.6492,#N/A N/A,17.96,16.9374,7.8988,#N/A N/A,0
7/2/2010,28.01,5.2259,8.3445,32.3317,#N/A N/A,17.7853,16.7619,7.817,#N/A N/A,0
7/6/2010,28.28,5.2763,8.4249,32.6434,#N/A N/A,17.9568,16.9342,7.8973,#N/A N/A,0
7/7/2010,28.63,5.3416,8.5292,33.0474,#N/A N/A,18.179,17.1576,8.0015,#N/A N/A,0
7/8/2010,29.26,5.4592,8.7169,33.7746,#N/A N/A,18.5791,17.5597,8.189,#N/A N/A,0
7/9/2010,29.46,5.4965,8.7765,34.0055,#N/A N/A,18.706,17.6873,8.2485,#N/A N/A,0
7/12/2010,29.2,5.448,8.699,33.7053,#N/A N/A,18.541,17.5214,8.1712,#N/A N/A,0
7/13/2010,29.765,5.5534,8.8673,34.3575,#N/A N/A,18.8997,17.882,8.3393,#N/A N/A,0
7/14/2010,29.73,5.5468,8.8569,34.3171,#N/A N/A,18.8775,17.8596,8.3289,#N/A N/A,0
7/15/2010,29.325,5.4713,8.7363,33.8496,#N/A N/A,18.6203,17.6011,8.2084,#N/A N/A,0
7/16/2010,28.52,5.3211,8.4964,32.9204,#N/A N/A,18.1092,17.0874,7.9688,#N/A N/A,0
7/19/2010,28.35,5.2894,8.4458,32.7242,#N/A N/A,18.0012,16.9789,7.9182,#N/A N/A,0
7/20/2010,28.89,5.3901,8.6067,33.3475,#N/A N/A,18.3441,17.3235,8.0789,#N/A N/A,0
7/21/2010,27.39,5.1103,8.1598,31.6161,#N/A N/A,17.3917,16.3662,7.6324,#N/A N/A,0
7/22/2010,27.57,5.1438,8.2134,31.8238,#N/A N/A,17.506,16.4811,7.686,#N/A N/A,0
7/23/2010,27.95,5.2147,8.3266,32.2625,#N/A N/A,17.7472,16.7236,7.7991,#N/A N/A,0
7/26/2010,28.21,5.2632,8.4041,32.5626,#N/A N/A,17.9123,16.8895,7.8765,#N/A N/A,0
7/27/2010,28.24,5.2688,8.413,32.5972,#N/A N/A,17.9314,16.9087,7.8854,#N/A N/A,0
7/28/2010,27.58,5.1457,8.2164,31.8354,#N/A N/A,17.5123,16.4874,7.689,#N/A N/A,0
7/29/2010,27.6,5.1494,8.2224,31.8585,#N/A N/A,17.525,16.5002,7.6949,#N/A N/A,0
7/30/2010,27.46,5.1233,8.1807,31.6969,#N/A N/A,17.4361,16.4109,7.6533,#N/A N/A,0
8/2/2010,27.835,5.1933,8.2924,32.1297,#N/A N/A,17.6742,16.6502,7.7649,#N/A N/A,0
8/3/2010,27.62,5.1532,8.2283,31.8816,#N/A N/A,17.5377,16.513,7.7009,#N/A N/A,0
8/4/2010,27.995,5.2231,8.34,32.3144,#N/A N/A,17.7758,16.7688,7.8202,#N/A N/A,0
8/5/2010,27.425,5.1168,8.1702,31.6565,#N/A N/A,17.4139,16.4046,7.6504,#N/A N/A,0
8/6/2010,27.495,5.1298,8.1911,31.7373,#N/A N/A,17.4583,16.4494,7.6712,#N/A N/A,0
8/9/2010,27.71,5.17,8.2551,31.9854,#N/A N/A,17.5949,16.5867,7.7353,#N/A N/A,0
8/10/2010,27.53,5.1364,8.2015,31.7777,#N/A N/A,17.4806,16.4717,7.6816,#N/A N/A,0
8/11/2010,26.955,5.0291,8.0302,31.114,#N/A N/A,17.1155,16.1044,7.5103,#N/A N/A,0
8/12/2010,27.175,5.0701,8.0958,31.3679,#N/A N/A,17.2552,16.2449,7.5759,#N/A N/A,0
8/13/2010,27.1,5.0562,8.0734,31.2813,#N/A N/A,17.2075,16.197,7.5535,#N/A N/A,0
8/16/2010,27.23,5.0804,8.1121,31.4314,#N/A N/A,17.2901,16.2801,7.5923,#N/A N/A,0
8/17/2010,27.39,5.1103,8.1598,31.6161,#N/A N/A,17.3917,16.3823,7.6399,#N/A N/A,0
8/18/2010,27.815,5.1896,8.2864,32.1066,#N/A N/A,17.6615,16.6538,7.7665,#N/A N/A,0
8/19/2010,27.56,5.142,8.2104,31.8123,#N/A N/A,17.4996,16.4909,7.6906,#N/A N/A,0
8/20/2010,27.865,5.1989,8.3013,32.1644,#N/A N/A,17.6933,16.6857,7.7814,#N/A N/A,0
8/23/2010,27.405,5.1131,8.1643,31.6334,#N/A N/A,17.4012,16.3919,7.6444,#N/A N/A,0
8/24/2010,27.32,5.0972,8.139,31.5353,#N/A N/A,17.3472,16.3376,7.6191,#N/A N/A,0
8/25/2010,28.82,5.3771,8.5858,33.2667,#N/A N/A,18.2997,17.2958,8.0659,#N/A N/A,0
8/26/2010,28.385,5.2959,8.4562,32.7646,#N/A N/A,18.0235,17.0179,7.9364,#N/A N/A,0
8/27/2010,28.655,5.3463,8.5367,33.0763,#N/A N/A,18.1949,17.1904,8.0168,#N/A N/A,0
8/30/2010,28.49,5.3155,8.4875,32.8858,#N/A N/A,18.0901,17.085,7.9676,#N/A N/A,0
8/31/2010,28.025,5.2287,8.349,32.349,#N/A N/A,17.7949,16.7879,7.8291,#N/A N/A,0
9/1/2010,29.06,5.4218,8.6573,33.5437,#N/A N/A,18.4521,17.4491,8.1374,#N/A N/A,0
9/2/2010,29.55,5.5133,8.8033,34.1093,#N/A N/A,18.7632,17.7621,8.2834,#N/A N/A,0
9/3/2010,29.595,5.5217,8.8167,34.1613,#N/A N/A,18.7918,17.7909,8.2968,#N/A N/A,0
9/7/2010,29.895,5.5776,8.9061,34.5076,#N/A N/A,18.9823,17.9825,8.3862,#N/A N/A,0
9/8/2010,30.25,5.6439,9.0118,34.9173,#N/A N/A,19.2077,18.2093,8.492,#N/A N/A,0
9/9/2010,30.065,5.6093,8.9567,34.7038,#N/A N/A,19.0902,18.0911,8.4368,#N/A N/A,0
9/10/2010,30.035,5.6037,8.9478,34.6692,#N/A N/A,19.0711,18.0719,8.4279,#N/A N/A,0
9/13/2010,30.435,5.6784,9.0669,35.1309,#N/A N/A,19.3251,18.3275,8.5471,#N/A N/A,0
9/14/2010,30.91,5.767,9.2085,35.6792,#N/A N/A,19.6267,18.6309,8.6886,#N/A N/A,0
9/15/2010,30.65,5.7185,9.131,35.3791,#N/A N/A,19.4617,18.4648,8.6111,#N/A N/A,0
9/16/2010,30.625,5.7138,9.1235,35.3502,#N/A N/A,19.4458,18.4488,8.6037,#N/A N/A,0
9/17/2010,31.155,5.8127,9.2814,35.962,#N/A N/A,19.7823,18.7874,8.7616,#N/A N/A,0
9/20/2010,31.59,5.8939,9.411,36.4641,#N/A N/A,20.0585,19.0653,8.8912,#N/A N/A,0
9/21/2010,31.55,5.8864,9.3991,36.4179,#N/A N/A,20.0331,19.0397,8.8792,#N/A N/A,0
9/22/2010,31.565,5.8892,9.4036,36.4352,#N/A N/A,20.0426,19.0493,8.8837,#N/A N/A,0
9/23/2010,31.48,5.8733,9.3783,36.3371,#N/A N/A,19.9887,18.995,8.8584,#N/A N/A,0
9/24/2010,32.13,5.9946,9.5719,37.0874,#N/A N/A,20.4014,19.4103,9.052,#N/A N/A,0
9/27/2010,32.55,6.073,9.697,37.5722,#N/A N/A,20.6681,19.6786,9.1772,#N/A N/A,0
9/28/2010,33.345,6.2213,9.9339,38.4899,#N/A N/A,21.1729,20.1864,9.414,#N/A N/A,0
9/29/2010,33.18,6.1905,9.8847,38.2994,#N/A N/A,21.0681,20.081,9.3648,#N/A N/A,0
9/30/2010,33.155,6.0131,9.531,37.1976,#N/A N/A,20.4054,19.3286,8.9858,#N/A N/A,0
10/1/2010,32.9,5.9668,9.4577,36.9115,#N/A N/A,20.2484,19.1712,8.9126,#N/A N/A,0
10/4/2010,32.21,5.8417,9.2593,36.1374,#N/A N/A,19.8238,18.7452,8.7146,#N/A N/A,0
10/5/2010,32.5,5.8943,9.3427,36.4628,#N/A N/A,20.0022,18.9242,8.7978,#N/A N/A,0
10/6/2010,32.585,5.9097,9.3671,36.5581,#N/A N/A,20.0546,18.9767,8.8222,#N/A N/A,0
10/7/2010,32.615,5.9152,9.3757,36.5918,#N/A N/A,20.073,18.9952,8.8308,#N/A N/A,0
10/8/2010,32.785,5.946,9.4246,36.7825,#N/A N/A,20.1776,19.1002,8.8796,#N/A N/A,0
10/11/2010,32.375,5.8716,9.3068,36.3225,#N/A N/A,19.9253,18.8471,8.7619,#N/A N/A,0
10/12/2010,32.315,5.8607,9.2895,36.2552,#N/A N/A,19.8884,18.81,8.7447,#N/A N/A,0
10/13/2010,32.615,5.9152,9.3757,36.5918,#N/A N/A,20.073,18.9952,8.8308,#N/A N/A,0
10/14/2010,32.7,5.9306,9.4002,36.6872,#N/A N/A,20.1253,19.0477,8.8552,#N/A N/A,0
10/15/2010,32.455,5.8861,9.3297,36.4123,#N/A N/A,19.9745,18.8965,8.7849,#N/A N/A,0
10/18/2010,32.125,5.8263,9.2349,36.042,#N/A N/A,19.7714,18.6927,8.6902,#N/A N/A,0
10/19/2010,31.63,5.7365,9.0926,35.4867,#N/A N/A,19.4668,18.3871,8.5481,#N/A N/A,0
10/20/2010,31.75,5.7583,9.1271,35.6213,#N/A N/A,19.5407,18.4612,8.5825,#N/A N/A,0
10/21/2010,32.61,5.9143,9.3743,36.5862,#N/A N/A,20.0699,18.9922,8.8294,#N/A N/A,0
10/22/2010,33.86,6.141,9.7336,37.9886,#N/A N/A,20.8393,19.7639,9.1881,#N/A N/A,0
10/25/2010,33.81,6.1319,9.7193,37.9325,#N/A N/A,20.8085,19.733,9.1738,#N/A N/A,0
10/26/2010,33.75,6.121,9.702,37.8652,#N/A N/A,20.7716,19.696,9.1566,#N/A N/A,0
10/27/2010,33.96,6.1591,9.7624,38.1008,#N/A N/A,20.9008,19.8256,9.2169,#N/A N/A,0
10/28/2010,33.5,6.0757,9.6302,37.5847,#N/A N/A,20.6177,19.5416,9.0848,#N/A N/A,0
10/29/2010,32.13,5.8272,9.2363,36.0477,#N/A N/A,19.7745,18.6958,8.6916,#N/A N/A,0
11/1/2010,31.02,5.6259,8.9172,34.8023,#N/A N/A,19.0914,18.0105,8.373,#N/A N/A,0
11/2/2010,31.47,5.7075,9.0466,35.3072,#N/A N/A,19.3683,18.2883,8.5022,#N/A N/A,0
11/3/2010,31.285,5.6739,8.9934,35.0996,#N/A N/A,19.2545,18.1741,8.4491,#N/A N/A,0
11/4/2010,31.845,5.7755,9.1544,35.7279,#N/A N/A,19.5991,18.5199,8.6098,#N/A N/A,0
11/5/2010,32.03,5.8091,9.2076,35.9355,#N/A N/A,19.713,18.6654,8.6775,#N/A N/A,0
11/8/2010,31.965,5.7973,9.1889,35.8625,#N/A N/A,19.673,18.6252,8.6588,#N/A N/A,0
11/9/2010,31.54,5.7202,9.0667,35.3857,#N/A N/A,19.4114,18.3624,8.5366,#N/A N/A,0
11/10/2010,31.675,5.7447,9.1055,35.5372,#N/A N/A,19.4945,18.4459,8.5754,#N/A N/A,0
11/11/2010,31.5,5.7129,9.0552,35.3408,#N/A N/A,19.3868,18.3377,8.5251,#N/A N/A,0
11/12/2010,31.355,5.6866,9.0135,35.1782,#N/A N/A,19.2975,18.248,8.4834,#N/A N/A,0
11/15/2010,31.285,5.6739,8.9934,35.0996,#N/A N/A,19.2545,18.2047,8.4633,#N/A N/A,0
11/16/2010,30.915,5.6068,8.887,34.6845,#N/A N/A,19.0267,17.9759,8.3569,#N/A N/A,0
11/17/2010,30.875,5.5996,8.8756,34.6396,#N/A N/A,19.0021,17.9512,8.3454,#N/A N/A,0
11/18/2010,31.215,5.6613,8.9733,35.0211,#N/A N/A,19.2114,18.1614,8.4432,#N/A N/A,0
11/19/2010,31.02,5.6259,8.9172,34.8023,#N/A N/A,19.0914,18.0409,8.3871,#N/A N/A,0
11/22/2010,31.615,5.7338,9.0883,35.4699,#N/A N/A,19.4576,18.4088,8.5582,#N/A N/A,0
11/23/2010,31.33,5.6821,9.0063,35.1501,#N/A N/A,19.2822,18.2325,8.4762,#N/A N/A,0
11/24/2010,32.02,5.8072,9.2047,35.9242,#N/A N/A,19.7068,18.6592,8.6746,#N/A N/A,0
11/26/2010,31.845,5.7755,9.1544,35.7279,#N/A N/A,19.5991,18.551,8.6243,#N/A N/A,0
11/29/2010,32.16,5.8326,9.2449,36.0813,#N/A N/A,19.793,18.7458,8.7148,#N/A N/A,0
11/30/2010,32.245,5.8481,9.2694,36.1767,#N/A N/A,19.8453,18.7984,8.7393,#N/A N/A,0
12/1/2010,32.96,5.9777,9.4749,36.9789,#N/A N/A,20.2854,19.2405,8.9448,#N/A N/A,0
12/2/2010,32.86,5.9596,9.4462,36.8667,#N/A N/A,20.2238,19.1786,8.9161,#N/A N/A,0
12/3/2010,33.09,6.0013,9.5123,37.1247,#N/A N/A,20.3654,19.3209,8.9822,#N/A N/A,0
12/6/2010,33.275,6.0349,9.5655,37.3323,#N/A N/A,20.4792,19.4353,9.0354,#N/A N/A,0
12/7/2010,33.445,6.0657,9.6143,37.523,#N/A N/A,20.5838,19.5404,9.0842,#N/A N/A,0
12/8/2010,33.47,6.0702,9.6215,37.551,#N/A N/A,20.5992,19.5559,9.0914,#N/A N/A,0
12/9/2010,33.455,6.0675,9.6172,37.5342,#N/A N/A,20.59,19.5466,9.0871,#N/A N/A,0
12/10/2010,33.715,6.1147,9.692,37.8259,#N/A N/A,20.75,19.7074,9.1619,#N/A N/A,0
12/13/2010,33.69,6.1101,9.6848,37.7979,#N/A N/A,20.7346,19.6919,9.1547,#N/A N/A,0
12/14/2010,33.745,6.1201,9.7006,37.8596,#N/A N/A,20.7685,19.7259,9.1705,#N/A N/A,0
12/15/2010,33.655,6.1038,9.6747,37.7586,#N/A N/A,20.7131,19.6702,9.1446,#N/A N/A,0
12/16/2010,33.875,6.1437,9.738,38.0054,#N/A N/A,20.8485,19.8063,9.2079,#N/A N/A,0
12/17/2010,35.475,6.4339,10.1979,39.8005,#N/A N/A,21.8332,20.7957,9.6678,#N/A N/A,0
12/20/2010,35.36,6.413,10.1648,39.6715,#N/A N/A,21.7624,20.7246,9.6348,#N/A N/A,0
12/21/2010,35.65,6.4656,10.2482,39.9969,#N/A N/A,21.9409,20.9039,9.7181,#N/A N/A,0
12/22/2010,35.2,6.384,10.1188,39.492,#N/A N/A,21.664,20.6256,9.5888,#N/A N/A,0
12/23/2010,35.35,6.4112,10.162,39.6603,#N/A N/A,21.7563,20.7184,9.6319,#N/A N/A,0
12/27/2010,35.385,6.4175,10.172,39.6995,#N/A N/A,21.7778,20.74,9.6419,#N/A N/A,0
12/28/2010,35.475,6.4339,10.1979,39.8005,#N/A N/A,21.8332,20.7957,9.6678,#N/A N/A,0
12/29/2010,35.305,6.403,10.149,39.6098,#N/A N/A,21.7286,20.6906,9.6189,#N/A N/A,0
12/30/2010,35.315,6.4048,10.1519,39.621,#N/A N/A,21.7347,20.6967,9.6218,#N/A N/A,0
