Date,Price,P/S,P/B,P/E,P/FCF,P/EBITDA,EV/EBITDA,EV/B,EV/FCF,LTDebt/EV
9/21/2016,11.3,1.3961,2.5731,19.8368,19.1688,21.22,23.4018,2.8012,21.0867,11.6298
9/22/2016,11.49,1.4195,2.6164,20.1703,19.4911,21.5768,23.7632,2.8445,21.4123,11.453
9/23/2016,11.49,1.4195,2.6164,20.1703,19.4911,21.5768,23.7632,2.8445,21.4123,11.453
9/26/2016,11.25,1.3899,2.5617,19.749,19.0839,21.1261,23.3067,2.7898,21.001,11.6773
9/27/2016,11.27,1.3924,2.5663,19.7841,19.1179,21.1636,23.3447,2.7944,21.0353,11.6583
9/28/2016,11.35,1.4022,2.5845,19.9246,19.2536,21.3139,23.4969,2.8126,21.1724,11.5828
9/29/2016,11.25,1.3899,2.5617,19.749,19.0839,21.1261,23.3067,2.7898,21.001,11.6773
9/30/2016,11.32,1.4005,2.4623,20.6811,9.8835,22.5758,23.318,2.5152,10.2127,6.6852
10/3/2016,11.21,1.3868,2.4383,20.4801,9.7874,22.3564,23.0983,2.4915,10.1165,6.7488
10/4/2016,11.21,1.3868,2.4383,20.4801,9.7874,22.3564,23.0983,2.4915,10.1165,6.7488
10/5/2016,11.39,1.4091,2.4775,20.809,9.9446,22.7154,23.4578,2.5302,10.274,6.6453
10/6/2016,10.75,1.3299,2.3383,19.6397,9.3858,21.439,22.1794,2.3924,9.7141,7.0283
10/7/2016,10.93,1.3522,2.3774,19.9686,9.543,21.798,22.539,2.4311,9.8716,6.9162
10/10/2016,11.02,1.3633,2.397,20.133,9.6215,21.9775,22.7187,2.4505,9.9503,6.8615
10/11/2016,11,1.3609,2.3927,20.0965,9.6041,21.9376,22.6788,2.4462,9.9328,6.8736
10/12/2016,11.13,1.3769,2.4209,20.334,9.7176,22.1969,22.9385,2.4742,10.0465,6.7958
10/13/2016,11.2,1.3856,2.4362,20.4619,9.7787,22.3365,23.0783,2.4893,10.1078,6.7546
10/14/2016,11.48,1.4202,2.4971,20.9734,10.0232,22.8949,23.6376,2.5496,10.3527,6.5948
10/17/2016,12.4,1.5341,2.6972,22.6542,10.8264,24.7297,25.4753,2.7479,11.1576,6.1191
10/18/2016,12.27,1.518,2.6689,22.4167,10.7129,24.4704,25.2156,2.7199,11.0439,6.1821
10/19/2016,12.24,1.5143,2.6624,22.3619,10.6867,24.4106,25.1557,2.7134,11.0176,6.1968
10/20/2016,12.01,1.4858,2.6123,21.9417,10.4859,23.9519,24.6962,2.6638,10.8164,6.3121
10/21/2016,11.86,1.4673,2.5797,21.6676,10.3549,23.6527,24.3966,2.6315,10.6852,6.3896
10/24/2016,12.12,1.4994,2.6363,22.1426,10.5819,24.1713,24.916,2.6875,10.9126,6.2564
10/25/2016,11.8,1.4598,2.5667,21.558,10.3025,23.5331,24.2768,2.6186,10.6327,6.4211
10/26/2016,11.56,1.4301,2.5145,21.1196,10.093,23.0544,23.7974,2.5669,10.4227,6.5505
10/27/2016,12.38,1.5316,2.6928,22.6177,10.8089,24.6898,25.6717,2.7691,11.2436,6.0722
10/28/2016,12.6,1.5588,2.7407,23.0196,11.001,25.1286,26.1154,2.8169,11.4379,5.9691
10/31/2016,12.89,1.5947,2.8038,23.5494,11.2542,25.7069,26.7002,2.88,11.6941,5.8383
11/1/2016,12.71,1.5724,2.7646,23.2205,11.0971,25.3479,26.3372,2.8408,11.5351,5.9188
11/2/2016,12.73,1.5749,2.769,23.2571,11.1145,25.3878,26.3775,2.8452,11.5528,5.9098
11/3/2016,12.55,1.5526,2.7298,22.9282,10.9574,25.0288,26.0145,2.806,11.3938,5.9922
11/4/2016,12.75,1.5774,2.7733,23.2936,11.132,25.4277,26.4179,2.8495,11.5704,5.9007
11/7/2016,12.89,1.5947,2.8038,23.5494,11.2542,25.7069,26.7002,2.88,11.6941,5.8383
11/8/2016,12.86,1.591,2.7972,23.4946,11.228,25.6471,26.6397,2.8735,11.6676,5.8516
11/9/2016,13.2,1.633,2.8712,24.1158,11.5249,26.3251,27.3253,2.9474,11.9679,5.7048
11/10/2016,13.29,1.6442,2.8908,24.2802,11.6035,26.5046,27.5068,2.967,12.0474,5.6671
11/11/2016,13.8,1.7073,3.0017,25.2119,12.0487,27.5217,28.5353,3.0779,12.4978,5.4629
11/14/2016,13.77,1.7036,2.9952,25.1571,12.0225,27.4619,28.4748,3.0714,12.4713,5.4745
11/15/2016,13.79,1.706,2.9995,25.1937,12.04,27.5018,28.5151,3.0757,12.489,5.4667
11/16/2016,13.8,1.7073,3.0017,25.2119,12.0487,27.5217,28.5353,3.0779,12.4978,5.4629
11/17/2016,13.76,1.7023,2.993,25.1388,12.0138,27.442,28.4546,3.0692,12.4625,5.4784
11/18/2016,13.83,1.711,3.0082,25.2667,12.0749,27.5816,28.5958,3.0844,12.5243,5.4513
11/21/2016,13.86,1.7147,3.0147,25.3215,12.1011,27.6414,28.6563,3.091,12.5508,5.4398
11/22/2016,14.01,1.7332,3.0474,25.5956,12.2321,27.9406,28.9587,3.1236,12.6833,5.383
11/23/2016,13.94,1.7246,3.0321,25.4677,12.171,27.801,28.8176,3.1084,12.6215,5.4094
11/25/2016,14.09,1.7431,3.0648,25.7417,12.3019,28.1001,29.1201,3.141,12.7539,5.3532
11/28/2016,13.86,1.7147,3.0147,25.3215,12.1011,27.6414,28.6563,3.091,12.5508,5.4398
11/29/2016,13.38,1.6553,2.9103,24.4446,11.682,26.6841,27.6883,2.9866,12.1269,5.63
11/30/2016,13.12,1.6231,2.8538,23.9696,11.455,26.1656,27.164,2.93,11.8972,5.7386
12/1/2016,13,1.6083,2.8277,23.7504,11.3503,25.9263,26.922,2.9039,11.7912,5.7902
12/2/2016,13.06,1.6157,2.8407,23.86,11.4026,26.0459,27.043,2.917,11.8442,5.7643
12/5/2016,13.41,1.659,2.9169,24.4994,11.7082,26.744,27.7488,2.9931,12.1533,5.6177
12/6/2016,13.69,1.6937,2.9778,25.011,11.9527,27.3024,28.3134,3.054,12.4006,5.5057
12/7/2016,13.83,1.711,3.0082,25.2667,12.0749,27.5816,28.5958,3.0844,12.5243,5.4513
12/8/2016,13.99,1.7308,3.043,25.559,12.2146,27.9007,28.9184,3.1193,12.6656,5.3905
12/9/2016,14.09,1.7431,3.0648,25.7417,12.3019,28.1001,29.1201,3.141,12.7539,5.3532
12/12/2016,13.9,1.7196,3.0234,25.3946,12.136,27.7212,28.7369,3.0997,12.5861,5.4245
12/13/2016,13.7,1.6949,2.9799,25.0292,11.9614,27.3223,28.3336,3.0562,12.4095,5.5018
12/14/2016,13.48,1.6677,2.9321,24.6273,11.7693,26.8836,27.89,3.0083,12.2152,5.5893
12/15/2016,13.37,1.6541,2.9082,24.4263,11.6733,26.6642,27.6681,2.9844,12.118,5.6341
12/16/2016,13.12,1.6231,2.8538,23.9696,11.455,26.1656,27.164,2.93,11.8972,5.7386
12/19/2016,13.16,1.6281,2.8625,24.0427,11.49,26.2454,27.2447,2.9387,11.9325,5.7217
12/20/2016,13.01,1.6095,2.8299,23.7686,11.359,25.9462,26.9422,2.9061,11.8001,5.7859
12/21/2016,12.8,1.5836,2.7842,23.385,11.1756,25.5274,26.5187,2.8604,11.6146,5.8783
12/22/2016,12.77,1.5798,2.7777,23.3302,11.1494,25.4676,26.4582,2.8539,11.5881,5.8917
12/23/2016,12.89,1.5947,2.8038,23.5494,11.2542,25.7069,26.7002,2.88,11.6941,5.8383
12/27/2016,13.08,1.6182,2.8451,23.8965,11.4201,26.0858,27.0833,2.9213,11.8619,5.7557
12/28/2016,12.975,1.6052,2.8222,23.7047,11.3284,25.8764,26.8716,2.8985,11.7691,5.8011
12/29/2016,13.15,1.6269,2.8603,24.0244,11.4812,26.2254,27.2245,2.9365,11.9237,5.7259
12/30/2016,13.15,1.5998,2.7575,22.4191,9.8116,20.7929,20.842,2.7458,9.8979,3.0579
1/3/2017,13.75,1.6728,2.8833,23.442,10.2593,21.7416,21.7918,2.8709,10.349,2.9246
1/4/2017,13.75,1.6728,2.8833,23.442,10.2593,21.7416,21.7918,2.8709,10.349,2.9246
1/5/2017,13.49,1.6412,2.8288,22.9988,10.0653,21.3305,21.3802,2.8167,10.1535,2.9809
1/6/2017,13.51,1.6436,2.833,23.0329,10.0802,21.3621,21.4119,2.8208,10.1686,2.9765
1/9/2017,13.46,1.6375,2.8225,22.9476,10.0429,21.283,21.3327,2.8104,10.131,2.9876
1/10/2017,13.82,1.6813,2.898,23.5614,10.3115,21.8523,21.9026,2.8855,10.4016,2.9098
1/11/2017,13.89,1.6899,2.9127,23.6807,10.3638,21.963,22.0134,2.9001,10.4542,2.8952
1/12/2017,13.76,1.674,2.8854,23.4591,10.2668,21.7574,21.8076,2.873,10.3565,2.9225
1/13/2017,13.74,1.6716,2.8812,23.425,10.2518,21.7258,21.776,2.8688,10.3415,2.9268
1/17/2017,13.53,1.6461,2.8372,23.067,10.0952,21.3937,21.4435,2.825,10.1836,2.9721
1/18/2017,13.51,1.6436,2.833,23.0329,10.0802,21.3621,21.4119,2.8208,10.1686,2.9765
1/19/2017,13.62,1.657,2.8561,23.2204,10.1623,21.536,21.586,2.8438,10.2513,2.9525
1/20/2017,13.54,1.6473,2.8393,23.084,10.1026,21.4095,21.4594,2.8271,10.1911,2.9699
1/23/2017,13.3,1.6181,2.789,22.6748,9.9235,21.0301,21.0795,2.777,10.0107,3.0235
1/24/2017,13.38,1.6278,2.8057,22.8112,9.9832,21.1566,21.2061,2.7937,10.0708,3.0054
1/25/2017,13.78,1.6765,2.8896,23.4932,10.2817,21.789,21.8393,2.8771,10.3715,2.9183
1/26/2017,14.17,1.7239,2.9714,24.1581,10.5727,22.4057,22.5804,2.9748,10.7235,2.8225
1/27/2017,14.69,1.7872,3.0804,25.0446,10.9607,23.2279,23.4081,3.0838,11.1166,2.7227
1/30/2017,14.46,1.7592,3.0322,24.6525,10.7891,22.8643,23.042,3.0356,10.9427,2.766
1/31/2017,15.01,1.8261,3.1475,25.5902,11.1994,23.7339,23.9175,3.1509,11.3585,2.6647
2/1/2017,15.3,1.8614,3.2083,26.0846,11.4158,24.1925,24.3791,3.2117,11.5777,2.6143
2/2/2017,14.92,1.8152,3.1287,25.4367,11.1323,23.5916,23.7742,3.1321,11.2904,2.6808
2/3/2017,14.76,1.7957,3.0951,25.164,11.0129,23.3386,23.5196,3.0985,11.1695,2.7098
2/6/2017,14.91,1.8139,3.1266,25.4197,11.1248,23.5758,23.7583,3.13,11.2829,2.6826
2/7/2017,14.82,1.803,3.1077,25.2663,11.0577,23.4335,23.6151,3.1111,11.2149,2.6988
2/8/2017,14.87,1.8091,3.1182,25.3515,11.095,23.5126,23.6947,3.1216,11.2527,2.6898
2/9/2017,15.33,1.865,3.2146,26.1357,11.4382,24.2399,24.4269,3.218,11.6004,2.6091
2/10/2017,15.64,1.9028,3.2796,26.6643,11.6695,24.7301,24.9203,3.283,11.8347,2.5575
2/13/2017,15.6,1.8979,3.2713,26.5961,11.6397,24.6668,24.8566,3.2746,11.8045,2.564
2/14/2017,15.74,1.9149,3.3006,26.8347,11.7441,24.8882,25.0795,3.304,11.9103,2.5413
2/15/2017,15.66,1.9052,3.2838,26.6984,11.6844,24.7617,24.9521,3.2872,11.8498,2.5542
2/16/2017,15.76,1.9174,3.3048,26.8688,11.759,24.9198,25.1113,3.3082,11.9254,2.538
2/17/2017,15.58,1.8955,3.2671,26.562,11.6247,24.6352,24.8248,3.2705,11.7894,2.5673
2/21/2017,15.55,1.8918,3.2608,26.5108,11.6023,24.5878,24.777,3.2642,11.7667,2.5723
2/22/2017,15.47,1.8821,3.244,26.3744,11.5427,24.4613,24.6497,3.2474,11.7062,2.5856
2/23/2017,15.49,1.8845,3.2482,26.4085,11.5576,24.4929,24.6815,3.2516,11.7213,2.5822
2/24/2017,15.25,1.8553,3.1979,25.9994,11.3785,24.1134,24.2995,3.2013,11.5399,2.6228
2/27/2017,15.28,1.859,3.2042,26.0505,11.4009,24.1608,24.3473,3.2075,11.5626,2.6177
2/28/2017,15.26,1.8565,3.2,26.0164,11.386,24.1292,24.3154,3.2033,11.5475,2.6211
3/1/2017,15.55,1.8918,3.2608,26.5108,11.6023,24.5878,24.777,3.2642,11.7667,2.5723
3/2/2017,15.45,1.8796,3.2398,26.3403,11.5277,24.4297,24.6179,3.2432,11.6911,2.5889
3/3/2017,15.38,1.8711,3.2251,26.221,11.4755,24.319,24.5064,3.2285,11.6382,2.6007
3/6/2017,15.31,1.8626,3.2104,26.1016,11.4233,24.2083,24.395,3.2138,11.5853,2.6126
3/7/2017,15,1.8249,3.1454,25.5731,11.192,23.7181,23.9016,3.1488,11.3509,2.6665
3/8/2017,14.84,1.8054,3.1119,25.3004,11.0726,23.4651,23.6469,3.1153,11.23,2.6952
3/9/2017,14.8,1.8006,3.1035,25.2322,11.0427,23.4019,23.5832,3.1069,11.1997,2.7025
3/10/2017,14.87,1.8091,3.1182,25.3515,11.095,23.5126,23.6947,3.1216,11.2527,2.6898
3/13/2017,14.85,1.8066,3.114,25.3174,11.0801,23.4809,23.6628,3.1174,11.2375,2.6934
3/14/2017,14.72,1.7908,3.0867,25.0958,10.9831,23.2754,23.4559,3.0901,11.1393,2.7172
3/15/2017,15.18,1.8468,3.1832,25.88,11.3263,24.0027,24.1881,3.1866,11.487,2.6349
3/16/2017,15.21,1.8504,3.1895,25.9312,11.3487,24.0502,24.2358,3.1929,11.5097,2.6297
3/17/2017,15.18,1.8468,3.1832,25.88,11.3263,24.0027,24.1881,3.1866,11.487,2.6349
3/20/2017,14.9,1.8127,3.1245,25.4026,11.1174,23.56,23.7424,3.1279,11.2753,2.6844
3/21/2017,14.8,1.8006,3.1035,25.2322,11.0427,23.4019,23.5832,3.1069,11.1997,2.7025
3/22/2017,14.76,1.7957,3.0951,25.164,11.0129,23.3386,23.5196,3.0985,11.1695,2.7098
3/23/2017,14.7,1.7884,3.0825,25.0617,10.9681,23.2437,23.4241,3.0859,11.1241,2.7208
3/24/2017,14.74,1.7933,3.0909,25.1299,10.998,23.307,23.4877,3.0943,11.1544,2.7135
3/27/2017,15.1,1.8371,3.1664,25.7436,11.2666,23.8762,24.0608,3.1698,11.4265,2.6488
3/28/2017,14.95,1.8188,3.135,25.4879,11.1547,23.639,23.822,3.1383,11.3131,2.6754
3/29/2017,15.05,1.831,3.1559,25.6584,11.2293,23.7972,23.9812,3.1593,11.3887,2.6576
3/30/2017,15.17,1.8456,3.1811,25.863,11.3188,23.9869,24.1722,3.1845,11.4794,2.6366
3/31/2017,15.24,1.8489,3.1203,31.724,9.5816,13.9847,13.7718,3.045,9.4371,1.6149
4/3/2017,14.91,1.8089,3.0527,31.0371,9.3741,13.6819,13.4664,2.9775,9.2278,1.6515
4/4/2017,15.02,1.8222,3.0752,31.2661,9.4433,13.7828,13.5682,3,9.2976,1.6391
4/5/2017,14.55,1.7652,2.979,30.2877,9.1478,13.3516,13.1331,2.9038,8.9994,1.6934
4/6/2017,14.66,1.7786,3.0015,30.5167,9.2169,13.4525,13.2349,2.9263,9.0692,1.6804
4/7/2017,14.74,1.7883,3.0179,30.6832,9.2672,13.5259,13.309,2.9427,9.12,1.671
4/10/2017,14.82,1.798,3.0343,30.8497,9.3175,13.5993,13.383,2.9591,9.1707,1.6618
4/11/2017,14.84,1.8004,3.0384,30.8914,9.3301,13.6177,13.4016,2.9632,9.1834,1.6595
4/12/2017,14.33,1.7385,2.9339,29.8297,9.0094,13.1497,12.9294,2.8588,8.8599,1.7201
4/13/2017,13.78,1.6718,2.8213,28.6848,8.6637,12.645,12.4203,2.7462,8.511,1.7906
4/17/2017,13.92,1.6888,2.85,28.9763,8.7517,12.7734,12.5499,2.7749,8.5998,1.7721
4/18/2017,13.78,1.6718,2.8213,28.6848,8.6637,12.645,12.4203,2.7462,8.511,1.7906
4/19/2017,13.8,1.6742,2.8254,28.7265,8.6762,12.6633,12.4388,2.7503,8.5237,1.7879
4/20/2017,13.91,1.6876,2.848,28.9555,8.7454,12.7643,12.5406,2.7728,8.5935,1.7734
4/21/2017,13.98,1.6961,2.8623,29.1012,8.7894,12.8285,12.6054,2.7871,8.6379,1.7643
4/24/2017,13.92,1.6888,2.85,28.9763,8.7517,12.7734,12.5499,2.7749,8.5998,1.7721
4/25/2017,14.07,1.707,2.8807,29.2885,8.846,12.9111,12.6887,2.8056,8.695,1.7527
4/26/2017,14.27,1.7312,2.9217,29.7048,8.9717,13.0946,12.8739,2.8465,8.8218,1.7275
4/27/2017,14.37,1.7434,2.9421,29.913,9.0346,13.1864,12.9665,2.867,8.8853,1.7152
4/28/2017,14.26,1.73,2.9196,29.684,8.9654,13.0854,12.8646,2.8445,8.8155,1.7287
5/1/2017,14.3,1.7349,2.9278,29.7673,8.9906,13.1221,12.9017,2.8526,8.8409,1.7238
5/2/2017,14.37,1.7434,2.9421,29.913,9.0346,13.1864,12.9665,2.867,8.8853,1.7152
5/3/2017,14.36,1.7422,2.9401,29.8922,9.0283,13.1772,12.9572,2.8649,8.8789,1.7164
5/4/2017,14.06,1.7058,2.8787,29.2677,8.8397,12.9019,12.6795,2.8035,8.6886,1.754
5/5/2017,14.34,1.7397,2.936,29.8506,9.0157,13.1588,12.9387,2.8608,8.8662,1.7189
5/8/2017,14.36,1.7422,2.9401,29.8922,9.0283,13.1772,12.9572,2.8649,8.8789,1.7164
5/9/2017,14.57,1.7676,2.9831,30.3293,9.1603,13.3699,13.1516,2.9079,9.0121,1.691
5/10/2017,14.69,1.7822,3.0077,30.5791,9.2358,13.48,13.2627,2.9325,9.0882,1.6769
5/11/2017,14.63,1.7749,2.9954,30.4542,9.1981,13.425,13.2072,2.9202,9.0502,1.6839
5/12/2017,14.48,1.7567,2.9647,30.142,9.1037,13.2873,13.0683,2.8895,8.955,1.7018
5/15/2017,14.47,1.7555,2.9626,30.1212,9.0975,13.2781,13.059,2.8874,8.9487,1.703
5/16/2017,14.46,1.7543,2.9606,30.1004,9.0912,13.269,13.0498,2.8854,8.9423,1.7042
5/17/2017,14.03,1.7021,2.8725,29.2053,8.8208,12.8744,12.6517,2.7974,8.6696,1.7578
5/18/2017,14.08,1.7082,2.8828,29.3093,8.8523,12.9203,12.698,2.8076,8.7013,1.7514
5/19/2017,14.235,1.727,2.9145,29.632,8.9497,13.0625,12.8967,2.8515,8.8375,1.7244
5/22/2017,14.39,1.7458,2.9462,29.9546,9.0472,13.2047,13.0408,2.8834,8.9362,1.7054
5/23/2017,14.36,1.7422,2.9401,29.8922,9.0283,13.1772,13.0129,2.8772,8.9171,1.709
5/24/2017,14.57,1.7676,2.9831,30.3293,9.1603,13.3699,13.2081,2.9204,9.0509,1.6838
5/25/2017,14.75,1.7895,3.0199,30.704,9.2735,13.5351,13.3755,2.9574,9.1655,1.6627
5/26/2017,14.72,1.7858,3.0138,30.6416,9.2546,13.5075,13.3476,2.9512,9.1464,1.6662
5/30/2017,15.08,1.8295,3.0875,31.391,9.481,13.8379,13.6822,3.0252,9.3757,1.6254
5/31/2017,15.36,1.8635,3.1448,31.9738,9.657,14.0948,13.9425,3.0828,9.5541,1.5951
6/1/2017,15.62,1.895,3.1981,32.515,9.8205,14.3334,14.1842,3.1362,9.7197,1.5679
6/2/2017,15.99,1.9399,3.2738,33.2852,10.0531,14.6729,14.5282,3.2123,9.9554,1.5308
6/5/2017,16,1.9411,3.2759,33.3061,10.0594,14.6821,14.5375,3.2143,9.9618,1.5298
6/6/2017,15.95,1.9351,3.2656,33.202,10.028,14.6362,14.491,3.2041,9.9299,1.5347
6/7/2017,16,1.9411,3.2759,33.3061,10.0594,14.6821,14.5375,3.2143,9.9618,1.5298
6/8/2017,16.46,1.9969,3.37,34.2636,10.3486,15.1042,14.9651,3.3089,10.2548,1.4861
6/9/2017,16.46,1.9969,3.37,34.2636,10.3486,15.1042,14.9651,3.3089,10.2548,1.4861
6/12/2017,16.34,1.9824,3.3455,34.0138,10.2732,14.9941,14.8535,3.2842,10.1784,1.4973
6/13/2017,16.37,1.986,3.3516,34.0763,10.292,15.0216,14.8814,3.2904,10.1975,1.4945
6/14/2017,16.64,2.0188,3.4069,34.6383,10.4618,15.2694,15.1324,3.3459,10.3695,1.4697
6/15/2017,16.8,2.0382,3.4397,34.9714,10.5624,15.4162,15.2811,3.3788,10.4714,1.4554
6/16/2017,17.01,2.0637,3.4827,35.4085,10.6944,15.6089,15.4764,3.4219,10.6052,1.437
6/19/2017,17.09,2.0734,3.499,35.575,10.7447,15.6823,15.5507,3.4384,10.6561,1.4301
6/20/2017,16.92,2.0527,3.4642,35.2212,10.6378,15.5263,15.3927,3.4034,10.5478,1.4448
6/21/2017,17.04,2.0673,3.4888,35.471,10.7133,15.6365,15.5042,3.4281,10.6243,1.4344
6/22/2017,17.23,2.0903,3.5277,35.8665,10.8327,15.8108,15.6809,3.4671,10.7453,1.4183
6/23/2017,17.37,2.1073,3.5564,36.1579,10.9207,15.9393,15.811,3.4959,10.8345,1.4066
6/26/2017,17.06,2.0697,3.4929,35.5126,10.7258,15.6548,15.5228,3.4322,10.637,1.4327
6/27/2017,17.01,2.0637,3.4827,35.4085,10.6944,15.6089,15.4764,3.4219,10.6052,1.437
6/28/2017,17.24,2.0916,3.5297,35.8873,10.839,15.82,15.6902,3.4692,10.7517,1.4174
6/29/2017,17.03,2.0661,3.4867,35.4501,10.707,15.6273,15.4949,3.426,10.6179,1.4353
6/30/2017,17.21,2.0647,3.4712,36.1761,10.6464,14.6763,15.0999,3.5033,10.9766,4.0883
7/3/2017,17,2.0395,3.4288,35.7347,10.5165,14.4972,14.9193,3.4614,10.8453,4.1378
7/5/2017,17.18,2.0611,3.4651,36.1131,10.6279,14.6507,15.0741,3.4974,10.9578,4.0953
7/6/2017,16.79,2.0143,3.3865,35.2933,10.3866,14.3181,14.7387,3.4195,10.714,4.1885
7/7/2017,17.07,2.0479,3.4429,35.8818,10.5598,14.5569,14.9795,3.4754,10.889,4.1211
7/10/2017,17.05,2.0455,3.4389,35.8398,10.5475,14.5399,14.9623,3.4714,10.8765,4.1259
7/11/2017,17.07,2.0479,3.4429,35.8818,10.5598,14.5569,14.9795,3.4754,10.889,4.1211
7/12/2017,16.96,2.0347,3.4207,35.6506,10.4918,14.4631,14.8849,3.4535,10.8203,4.1473
7/13/2017,16.97,2.0359,3.4228,35.6716,10.498,14.4716,14.9973,3.4795,10.902,4.1162
7/14/2017,17.32,2.0779,3.4933,36.4074,10.7145,14.7701,15.3005,3.5499,11.1224,4.0347
7/17/2017,17.41,2.0887,3.5115,36.5965,10.7702,14.8469,15.3785,3.568,11.1791,4.0142
7/18/2017,17.17,2.0599,3.4631,36.0921,10.6217,14.6422,15.1706,3.5197,11.0279,4.0692
7/19/2017,16.87,2.0239,3.4026,35.4614,10.4361,14.3864,14.9107,3.4594,10.839,4.1402
7/20/2017,17.1,2.0515,3.449,35.9449,10.5784,14.5825,15.1099,3.5057,10.9839,4.0856
7/21/2017,17.25,2.0695,3.4792,36.2602,10.6712,14.7104,15.2399,3.5358,11.0783,4.0507
7/24/2017,17.36,2.0827,3.5014,36.4914,10.7392,14.8042,15.3352,3.5579,11.1476,4.0256
7/25/2017,17.65,2.1175,3.5599,37.101,10.9186,15.0515,15.5864,3.6162,11.3302,3.9607
7/26/2017,17.35,2.0815,3.4994,36.4704,10.733,14.7957,15.3265,3.5559,11.1413,4.0278
7/27/2017,17.26,2.0707,3.4812,36.2812,10.6774,14.7189,15.2485,3.5378,11.0846,4.0484
7/28/2017,17.26,2.0707,3.4812,36.2812,10.6774,14.7189,15.2485,3.5378,11.0846,4.0484
7/31/2017,17.1,2.0515,3.449,35.9449,10.5784,14.5825,15.1099,3.5057,10.9839,4.0856
8/1/2017,17.59,2.1103,3.5478,36.9749,10.8815,15.0004,15.5344,3.6041,11.2924,3.9739
8/2/2017,16.25,1.9495,3.2775,34.1582,10.0526,13.8576,14.4234,3.3464,10.4848,4.28
8/3/2017,15.84,1.9003,3.1948,33.2963,9.7989,13.508,14.067,3.2637,10.2257,4.3885
8/4/2017,16.13,1.9351,3.2533,33.9059,9.9783,13.7553,14.3191,3.3222,10.4089,4.3112
8/7/2017,16.3,1.9555,3.2876,34.2633,10.0835,13.9003,14.4668,3.3565,10.5164,4.2672
8/8/2017,15.93,1.9111,3.213,33.4855,9.8546,13.5847,14.1452,3.2818,10.2826,4.3642
8/9/2017,15.57,1.8679,3.1404,32.7288,9.6319,13.2777,13.8322,3.2092,10.0551,4.4629
8/10/2017,15.2,1.8236,3.0658,31.951,9.403,12.9622,13.5106,3.1346,9.8213,4.5692
8/11/2017,15.66,1.8787,3.1585,32.918,9.6876,13.3545,13.9105,3.2274,10.1119,4.4378
8/14/2017,15.77,1.8919,3.1807,33.1492,9.7556,13.4483,14.0061,3.2496,10.1814,4.4076
8/15/2017,15.75,1.8895,3.1767,33.1072,9.7432,13.4312,13.9887,3.2455,10.1688,4.413
8/16/2017,15.92,1.9099,3.211,33.4645,9.8484,13.5762,14.1365,3.2798,10.2762,4.3669
8/17/2017,15.69,1.8823,3.1646,32.981,9.7061,13.3801,13.9366,3.2334,10.1309,4.4295
8/18/2017,15.78,1.8931,3.1827,33.1702,9.7618,13.4568,14.0148,3.2516,10.1878,4.4048
8/21/2017,15.69,1.8823,3.1646,32.981,9.7061,13.3801,13.9366,3.2334,10.1309,4.4295
8/22/2017,15.78,1.8931,3.1827,33.1702,9.7618,13.4568,14.0148,3.2516,10.1878,4.4048
8/23/2017,15.45,1.8535,3.1162,32.4765,9.5577,13.1754,13.7279,3.185,9.9792,4.4969
8/24/2017,15.54,1.8643,3.1343,32.6657,9.6133,13.2522,13.8062,3.2032,10.0361,4.4714
8/25/2017,15.36,1.8427,3.098,32.2874,9.502,13.0987,13.6497,3.1669,9.9224,4.5226
8/28/2017,15.29,1.8344,3.0839,32.1402,9.4587,13.039,13.5888,3.1528,9.8781,4.5429
8/29/2017,15.31,1.8368,3.0879,32.1823,9.4711,13.056,13.6062,3.1568,9.8908,4.5371
8/30/2017,15.53,1.8631,3.1323,32.6447,9.6072,13.2436,13.7975,3.2012,10.0298,4.4742
8/31/2017,15.75,1.8895,3.1767,33.1072,9.7432,13.4312,13.9887,3.2455,10.1688,4.413
9/1/2017,15.75,1.8895,3.1767,33.1072,9.7432,13.4312,13.9887,3.2455,10.1688,4.413
9/5/2017,15.66,1.8787,3.1585,32.918,9.6876,13.3545,13.9105,3.2274,10.1119,4.4378
9/6/2017,15.79,1.8943,3.1848,33.1912,9.768,13.4654,14.0235,3.2536,10.1941,4.4021
9/7/2017,15.93,1.9111,3.213,33.4855,9.8546,13.5847,14.1452,3.2818,10.2826,4.3642
9/8/2017,15.72,1.8859,3.1706,33.0441,9.7247,13.4057,13.9626,3.2395,10.1499,4.4213
9/11/2017,15.91,1.9087,3.209,33.4435,9.8422,13.5677,14.1278,3.2778,10.2699,4.3696
9/12/2017,16.12,1.9339,3.2513,33.8849,9.9721,13.7468,14.3104,3.3202,10.4026,4.3138
9/13/2017,16.06,1.9267,3.2392,33.7588,9.935,13.6956,14.2582,3.3081,10.3647,4.3296
9/14/2017,15.98,1.9171,3.2231,33.5906,9.8855,13.6274,14.1887,3.2919,10.3142,4.3508
9/15/2017,15.85,1.9015,3.1969,33.3174,9.8051,13.5165,14.0757,3.2657,10.232,4.3858
9/18/2017,15.71,1.8847,3.1686,33.0231,9.7185,13.3971,13.954,3.2375,10.1435,4.424
9/19/2017,14.69,1.7624,2.9629,30.879,9.0875,12.5273,13.0673,3.0317,9.499,4.7242
9/20/2017,14.81,1.7768,2.9871,31.1312,9.1617,12.6296,13.1716,3.0559,9.5748,4.6868
9/21/2017,15.02,1.802,3.0295,31.5727,9.2917,12.8087,13.3541,3.0983,9.7075,4.6227
