Date,Price,P/B,P/S,P/E,P/FCF,P/EBITDA,EV/EBITDA,EV/B,EV/FCF,LTDebt/EV
3/15/2012,18.05,2.327,2.3655,30.9196,15.2342,12.7014,13.562,2.47,16.2527,8.8462
3/16/2012,17.96,2.3154,2.3537,30.7654,15.1582,12.6381,13.4982,2.4584,16.1763,8.8879
3/19/2012,18.03,2.3245,2.3628,30.8853,15.2173,12.6873,13.5478,2.4674,16.2358,8.8554
3/20/2012,17.94,2.3129,2.351,30.7312,15.1413,12.624,13.484,2.4558,16.1594,8.8973
3/21/2012,17.63,2.2729,2.3104,30.2001,14.8797,12.4058,13.2644,2.4158,15.8962,9.0446
3/22/2012,17.55,2.2626,2.2999,30.0631,14.8122,12.3495,13.2078,2.4055,15.8283,9.0834
3/23/2012,17.64,2.2742,2.3117,30.2173,14.8882,12.4129,13.2715,2.4171,15.9047,9.0397
3/26/2012,17.64,2.2742,2.3117,30.2173,14.8882,12.4129,13.2715,2.4171,15.9047,9.0397
3/27/2012,17.44,2.2484,2.2855,29.8747,14.7194,12.2721,13.1299,2.3913,15.7349,9.1373
3/28/2012,17.24,2.2226,2.2593,29.5321,14.5506,12.1314,12.9882,2.3655,15.5651,9.237
3/29/2012,16.83,2.1698,2.2056,28.8297,14.2045,11.8429,12.6978,2.3126,15.2171,9.4482
3/30/2012,16.6,2.1266,2.1354,38.2539,14.0287,12.0135,12.7146,2.2348,14.8288,8.8681
4/2/2012,16.595,2.1259,2.1348,38.2423,14.0244,12.0098,12.7109,2.2342,14.8245,8.8707
4/3/2012,16.78,2.1496,2.1586,38.6687,14.1808,12.1437,12.8455,2.2578,14.9815,8.7777
4/4/2012,16.39,2.0997,2.1084,37.7699,13.8512,11.8615,12.5617,2.2079,14.6505,8.976
4/5/2012,16.25,2.0817,2.0904,37.4473,13.7329,11.7602,12.4599,2.19,14.5317,9.0494
4/9/2012,15.97,2.0459,2.0544,36.8021,13.4962,11.5575,12.2561,2.1542,14.2941,9.1998
4/10/2012,15.58,1.9959,2.0042,35.9033,13.1667,11.2753,11.9723,2.1043,13.9631,9.4179
4/11/2012,15.98,2.0472,2.0557,36.8251,13.5047,11.5648,12.2634,2.1555,14.3026,9.1944
4/12/2012,16.285,2.0862,2.0949,37.528,13.7624,11.7855,12.4853,2.1945,14.5614,9.0309
4/13/2012,16.29,2.0869,2.0956,37.5395,13.7667,11.7891,12.489,2.1952,14.5657,9.0283
4/16/2012,16.005,2.0504,2.0589,36.8827,13.5258,11.5829,12.2816,2.1587,14.3238,9.1807
4/17/2012,16.555,2.1208,2.1296,38.1502,13.9906,11.9809,12.6818,2.229,14.7906,8.891
4/18/2012,16.32,2.0907,2.0994,37.6086,13.792,11.8108,12.5108,2.199,14.5911,9.0125
4/19/2012,16.26,2.083,2.0917,37.4704,13.7413,11.7674,12.4671,2.1913,14.5402,9.0441
4/20/2012,16.34,2.0933,2.102,37.6547,13.8089,11.8253,12.5254,2.2015,14.6081,9.0021
4/23/2012,15.97,2.0459,2.0544,36.8021,13.4962,11.5575,12.2561,2.1542,14.2941,9.1998
4/24/2012,15.79,2.0228,2.0312,36.3873,13.3441,11.4273,12.1251,2.1312,14.1413,9.2992
4/25/2012,15.93,2.0408,2.0492,36.7099,13.4624,11.5286,12.227,2.1491,14.2602,9.2217
4/26/2012,16.02,2.0523,2.0608,36.9173,13.5385,11.5937,12.2925,2.1606,14.3365,9.1726
4/27/2012,10.299,1.3194,1.3249,23.7335,8.7037,7.4534,8.1295,1.4289,9.4813,13.8698
4/30/2012,11.095,1.4214,1.4273,25.5679,9.3764,8.0295,8.7249,1.5336,10.1757,12.9232
5/1/2012,10.929,1.4001,1.4059,25.1853,9.2361,7.9093,8.6039,1.5123,10.0346,13.105
5/2/2012,10.71,1.372,1.3777,24.6807,9.051,7.7508,8.4442,1.4842,9.8483,13.3528
5/3/2012,10.61,1.3592,1.3649,24.4502,8.9665,7.6785,8.3713,1.4714,9.7633,13.4691
5/4/2012,10.57,1.3541,1.3597,24.358,8.9327,7.6495,8.3421,1.4663,9.7293,13.5162
5/7/2012,10.71,1.372,1.3777,24.6807,9.051,7.7508,8.4442,1.4842,9.8483,13.3528
5/8/2012,10.75,1.3772,1.3829,24.7728,9.0848,7.7798,8.4734,1.4893,9.8824,13.3069
5/9/2012,10.86,1.3912,1.397,25.0263,9.1778,7.8594,8.5536,1.5034,9.9759,13.1821
5/10/2012,10.97,1.4053,1.4112,25.2798,9.2707,7.939,8.6338,1.5175,10.0694,13.0596
5/11/2012,11.08,1.4194,1.4253,25.5333,9.3637,8.0186,8.714,1.5316,10.163,12.9394
5/14/2012,11.03,1.413,1.4189,25.4181,9.3215,7.9824,8.6775,1.5252,10.1205,12.9938
5/15/2012,10.94,1.4015,1.4073,25.2107,9.2454,7.9173,8.6119,1.5137,10.0439,13.0928
5/16/2012,10.95,1.4028,1.4086,25.2337,9.2538,7.9245,8.6192,1.515,10.0524,13.0817
5/17/2012,10.75,1.3772,1.3829,24.7728,9.0848,7.7798,8.4734,1.4893,9.8824,13.3069
5/18/2012,10.805,1.3842,1.39,24.8996,9.1313,7.8196,8.5135,1.4964,9.9291,13.2442
5/21/2012,10.97,1.4053,1.4112,25.2798,9.2707,7.939,8.6338,1.5175,10.0694,13.0596
5/22/2012,11.2,1.4348,1.4408,25.8098,9.4651,8.1055,8.8015,1.547,10.265,12.8108
5/23/2012,11.05,1.4156,1.4215,25.4642,9.3384,7.9969,8.6921,1.5278,10.1375,12.972
5/24/2012,10.93,1.4002,1.406,25.1876,9.2369,7.9101,8.6046,1.5124,10.0354,13.1039
5/25/2012,10.99,1.4079,1.4138,25.3259,9.2876,7.9535,8.6484,1.5201,10.0865,13.0376
5/29/2012,11.21,1.4361,1.4421,25.8329,9.4736,8.1127,8.8088,1.5483,10.2735,12.8002
5/30/2012,10.97,1.4053,1.4112,25.2798,9.2707,7.939,8.6338,1.5175,10.0694,13.0596
5/31/2012,10.82,1.3861,1.3919,24.9342,9.144,7.8305,8.5244,1.4983,9.9419,13.2272
6/1/2012,10.45,1.3387,1.3443,24.0815,8.8313,7.5627,8.2546,1.4509,9.6272,13.6595
6/4/2012,10.58,1.3554,1.361,24.3811,8.9412,7.6568,8.3494,1.4676,9.7378,13.5044
6/5/2012,10.53,1.349,1.3546,24.2659,8.8989,7.6206,8.313,1.4611,9.6953,13.5636
6/6/2012,10.59,1.3567,1.3623,24.4041,8.9496,7.664,8.3567,1.4688,9.7463,13.4926
6/7/2012,10.86,1.3912,1.397,25.0263,9.1778,7.8594,8.5536,1.5034,9.9759,13.1821
6/8/2012,11.04,1.4143,1.4202,25.4411,9.3299,7.9897,8.6848,1.5265,10.129,12.9829
6/11/2012,10.83,1.3874,1.3932,24.9572,9.1524,7.8377,8.5317,1.4996,9.9504,13.2159
6/12/2012,10.91,1.3977,1.4035,25.1416,9.22,7.8956,8.59,1.5098,10.0184,13.1261
6/13/2012,10.7,1.3708,1.3765,24.6576,9.0426,7.7436,8.4369,1.4829,9.8398,13.3644
6/14/2012,11,1.4092,1.415,25.349,9.2961,7.9607,8.6557,1.5214,10.095,13.0266
6/15/2012,10.9,1.3964,1.4022,25.1185,9.2116,7.8884,8.5828,1.5086,10.0099,13.1373
6/18/2012,10.93,1.4002,1.406,25.1876,9.2369,7.9101,8.6046,1.5124,10.0354,13.1039
6/19/2012,10.98,1.4066,1.4125,25.3029,9.2792,7.9462,8.6411,1.5188,10.0779,13.0486
6/20/2012,10.63,1.3618,1.3675,24.4963,8.9834,7.693,8.3859,1.474,9.7803,13.4457
6/21/2012,10.09,1.2926,1.298,23.2519,8.5271,7.3022,7.9922,1.4048,9.3211,14.1081
6/22/2012,10.1,1.2939,1.2993,23.2749,8.5355,7.3094,7.9994,1.406,9.3296,14.0953
6/25/2012,9.87,1.2644,1.2697,22.7449,8.3411,7.1429,7.8317,1.3766,9.134,14.3971
6/26/2012,9.98,1.2785,1.2838,22.9984,8.4341,7.2225,7.9119,1.3907,9.2276,14.2511
6/27/2012,9.99,1.2798,1.2851,23.0215,8.4425,7.2298,7.9192,1.3919,9.2361,14.238
6/28/2012,9.95,1.2747,1.28,22.9293,8.4087,7.2008,7.8901,1.3868,9.2021,14.2906
6/29/2012,10.93,1.4618,1.3796,26.4422,9.3407,8.1363,9.7261,1.9157,11.1319,17.1557
7/2/2012,10.72,1.4337,1.3531,25.9341,9.1612,7.9799,9.5672,1.8844,10.95,17.4406
7/3/2012,10.79,1.4431,1.3619,26.1035,9.221,8.0321,9.6202,1.8949,11.0107,17.3446
7/5/2012,10.71,1.4324,1.3518,25.9099,9.1527,7.9725,9.5596,1.8829,10.9414,17.4544
7/6/2012,10.45,1.3976,1.319,25.2809,8.9305,7.779,9.3629,1.8442,10.7162,17.8212
7/9/2012,10.42,1.3936,1.3152,25.2084,8.9048,7.7566,9.3402,1.8397,10.6902,17.8645
7/10/2012,10.01,1.3388,1.2635,24.2165,8.5545,7.4514,9.0299,1.7786,10.3351,18.4783
7/11/2012,10.21,1.3655,1.2887,24.7003,8.7254,7.6003,9.1813,1.8084,10.5083,18.1737
7/12/2012,10.15,1.3575,1.2811,24.5552,8.6741,7.5556,9.1359,1.7995,10.4563,18.2641
7/13/2012,10.34,1.3829,1.3051,25.0148,8.8365,7.6971,9.2796,1.8278,10.6209,17.9811
7/16/2012,9.94,1.3294,1.2546,24.0471,8.4946,7.3993,8.9769,1.7682,10.2745,18.5874
7/17/2012,9.79,1.3094,1.2357,23.6842,8.3664,7.2877,8.8634,1.7458,10.1445,18.8254
7/18/2012,9.49,1.2692,1.1978,22.9585,8.1101,7.0643,8.6364,1.7011,9.8847,19.3203
7/19/2012,9.99,1.3361,1.2609,24.1681,8.5374,7.4365,9.0148,1.7756,10.3178,18.5094
7/20/2012,9.9,1.3241,1.2496,23.9504,8.4605,7.3695,8.9467,1.7622,10.2398,18.6503
7/23/2012,9.51,1.2719,1.2004,23.0069,8.1272,7.0792,8.6516,1.7041,9.902,19.2865
7/24/2012,9.295,1.2432,1.1732,22.4867,7.9434,6.9192,8.4889,1.672,9.7158,19.6561
7/25/2012,9.33,1.2478,1.1776,22.5714,7.9733,6.9452,8.5153,1.6772,9.7461,19.595
7/26/2012,8.99,1.2024,1.1347,21.7489,7.6828,6.6921,8.258,1.6266,9.4516,20.2055
7/27/2012,9.13,1.2211,1.1524,22.0876,7.8024,6.7964,8.364,1.6474,9.5729,19.9496
7/30/2012,9.27,1.2398,1.1701,22.4262,7.9221,6.9006,8.4699,1.6683,9.6942,19.7
7/31/2012,9.2,1.2305,1.1612,22.2569,7.8622,6.8485,8.417,1.6579,9.6335,19.824
8/1/2012,9.18,1.2278,1.1587,22.2085,7.8451,6.8336,8.4018,1.6549,9.6162,19.8597
8/2/2012,9.1,1.2171,1.1486,22.015,7.7768,6.774,8.3413,1.643,9.5469,20.0039
8/3/2012,9.19,1.2291,1.16,22.2327,7.8537,6.841,8.4094,1.6564,9.6249,19.8419
8/6/2012,9.15,1.2238,1.1549,22.1359,7.8195,6.8112,8.3791,1.6504,9.5902,19.9135
8/7/2012,9.24,1.2358,1.1663,22.3537,7.8964,6.8782,8.4472,1.6638,9.6682,19.753
8/8/2012,9.6,1.2839,1.2117,23.2246,8.2041,7.1462,8.7197,1.7175,9.98,19.1358
8/9/2012,11.37,1.5207,1.4351,27.5066,9.7167,8.4638,9.1797,1.8081,10.5065,18.1769
8/10/2012,11.46,1.5327,1.4465,27.7244,9.7936,8.5308,9.2408,1.8201,10.5764,18.0567
8/13/2012,11.35,1.518,1.4326,27.4582,9.6996,8.4489,9.1661,1.8054,10.4909,18.2039
8/14/2012,11.23,1.502,1.4175,27.1679,9.5971,8.3596,9.0845,1.7894,10.3976,18.3672
8/15/2012,11.46,1.5327,1.4465,27.7244,9.7936,8.5308,9.2408,1.8201,10.5764,18.0567
8/16/2012,11.58,1.5488,1.4616,28.0147,9.8962,8.6201,9.3223,1.8362,10.6698,17.8987
8/17/2012,11.33,1.5153,1.4301,27.4099,9.6825,8.434,9.1525,1.8027,10.4754,18.2309
8/20/2012,11.01,1.4725,1.3897,26.6357,9.409,8.1958,8.9351,1.7599,10.2265,18.6745
8/21/2012,10.89,1.4565,1.3745,26.3454,9.3065,8.1065,8.8535,1.7439,10.1332,18.8465
8/22/2012,10.78,1.4418,1.3607,26.0793,9.2125,8.0246,8.7788,1.7291,10.0477,19.0069
8/23/2012,10.78,1.4418,1.3607,26.0793,9.2125,8.0246,8.7788,1.7291,10.0477,19.0069
8/24/2012,10.5,1.4043,1.3253,25.4019,8.9732,7.8162,8.5886,1.6917,9.83,19.4279
8/27/2012,10.38,1.3883,1.3102,25.1116,8.8707,7.7268,8.5071,1.6756,9.7366,19.6141
8/28/2012,10.38,1.3883,1.3102,25.1116,8.8707,7.7268,8.5071,1.6756,9.7366,19.6141
8/29/2012,10.43,1.395,1.3165,25.2325,8.9134,7.7641,8.541,1.6823,9.7755,19.5361
8/30/2012,10.45,1.3976,1.319,25.2809,8.9305,7.779,8.5546,1.685,9.7911,19.505
8/31/2012,10.5,1.4043,1.3253,25.4019,8.9732,7.8162,8.5886,1.6917,9.83,19.4279
9/4/2012,10.47,1.4003,1.3215,25.3293,8.9476,7.7938,8.5682,1.6877,9.8066,19.4741
9/5/2012,10.78,1.4418,1.3607,26.0793,9.2125,8.0246,8.7788,1.7291,10.0477,19.0069
9/6/2012,10.79,1.4431,1.3619,26.1035,9.221,8.0321,8.7856,1.7305,10.0555,18.9922
9/7/2012,10.9,1.4578,1.3758,26.3696,9.315,8.1139,8.8603,1.7452,10.141,18.832
9/10/2012,11.2,1.4979,1.4137,27.0954,9.5714,8.3373,9.0642,1.7853,10.3743,18.4085
9/11/2012,11.32,1.514,1.4288,27.3857,9.674,8.4266,9.1457,1.8014,10.4676,18.2444
9/12/2012,11.24,1.5033,1.4187,27.1921,9.6056,8.367,9.0913,1.7907,10.4054,18.3535
9/13/2012,11.5,1.5381,1.4515,27.8211,9.8278,8.5606,9.268,1.8255,10.6076,18.0037
9/14/2012,11.48,1.5354,1.449,27.7727,9.8107,8.5457,9.2544,1.8228,10.592,18.0301
9/17/2012,11.23,1.502,1.4175,27.1679,9.5971,8.3596,9.0845,1.7894,10.3976,18.3672
9/18/2012,11.04,1.4765,1.3935,26.7083,9.4347,8.2181,8.9555,1.7639,10.2499,18.632
9/19/2012,10.89,1.4565,1.3745,26.3454,9.3065,8.1065,8.8535,1.7439,10.1332,18.8465
9/20/2012,10.86,1.4525,1.3707,26.2728,9.2809,8.0842,8.8332,1.7398,10.1099,18.8899
9/21/2012,10.77,1.4404,1.3594,26.0551,9.2039,8.0172,8.772,1.7278,10.0399,19.0216
9/24/2012,10.9,1.4578,1.3758,26.3696,9.315,8.1139,8.8603,1.7452,10.141,18.832
9/25/2012,10.78,1.4418,1.3607,26.0793,9.2125,8.0246,8.7788,1.7291,10.0477,19.0069
9/26/2012,10.57,1.4137,1.3341,25.5712,9.033,7.8683,8.6361,1.701,9.8844,19.3209
9/27/2012,10.88,1.4551,1.3733,26.3212,9.298,8.099,8.8468,1.7425,10.1254,18.8609
9/28/2012,12.42,1.6392,1.533,28.1346,11.3471,9.8796,10.7803,1.919,12.178,15.5154
10/1/2012,12.84,1.6947,1.5849,29.086,11.7308,10.2137,11.0915,1.9744,12.5297,15.0799
10/2/2012,12.9,1.7026,1.5923,29.2219,11.7856,10.2614,11.136,1.9823,12.5799,15.0197
10/3/2012,12.78,1.6867,1.5775,28.9501,11.676,10.1659,11.0471,1.9665,12.4794,15.1406
10/4/2012,13,1.7158,1.6046,29.4484,11.8769,10.3409,11.2101,1.9955,12.6636,14.9204
10/5/2012,13.33,1.7593,1.6454,30.1959,12.1784,10.6034,11.4547,2.039,12.9399,14.6019
10/8/2012,13.85,1.828,1.7096,31.3739,12.6535,11.0171,11.8401,2.1076,13.3753,14.1266
10/9/2012,13.57,1.791,1.675,30.7396,12.3977,10.7943,11.6325,2.0707,13.1408,14.3786
10/10/2012,13.89,1.8332,1.7145,31.4645,12.6901,11.0489,11.8697,2.1129,13.4088,14.0913
10/11/2012,13.9,1.8346,1.7157,31.4871,12.6992,11.0568,11.8771,2.1142,13.4171,14.0825
10/12/2012,13.74,1.8134,1.696,31.1247,12.553,10.9296,11.7585,2.0931,13.2832,14.2245
10/15/2012,13.75,1.8148,1.6972,31.1474,12.5622,10.9375,11.766,2.0944,13.2915,14.2156
10/16/2012,13.67,1.8042,1.6873,30.9661,12.4891,10.8739,11.7067,2.0839,13.2246,14.2876
10/17/2012,13.6,1.795,1.6787,30.8076,12.4251,10.8182,11.6548,2.0746,13.166,14.3512
10/18/2012,13.67,1.8042,1.6873,30.9661,12.4891,10.8739,11.7067,2.0839,13.2246,14.2876
10/19/2012,13.58,1.7923,1.6762,30.7623,12.4068,10.8023,11.64,2.072,13.1492,14.3694
10/22/2012,13.32,1.758,1.6441,30.1733,12.1693,10.5955,11.4473,2.0377,12.9315,14.6113
10/23/2012,13.18,1.7395,1.6268,29.8562,12.0414,10.4841,11.3435,2.0192,12.8143,14.745
10/24/2012,13.04,1.7211,1.6096,29.539,11.9135,10.3728,11.2398,2.0008,12.6971,14.8811
10/25/2012,13.15,1.7356,1.6231,29.7882,12.014,10.4603,11.3213,2.0153,12.7892,14.7739
10/26/2012,13.14,1.7343,1.6219,29.7655,12.0049,10.4523,11.3139,2.014,12.7808,14.7836
10/31/2012,12.93,1.7065,1.596,29.2898,11.813,10.2853,11.1582,1.9862,12.605,14.9898
11/1/2012,13.675,1.8049,1.6879,30.9775,12.4936,10.8779,11.7104,2.0845,13.2288,14.283
11/2/2012,13.16,1.7369,1.6244,29.8109,12.0231,10.4682,11.3287,2.0166,12.7976,14.7643
11/5/2012,13.18,1.7395,1.6268,29.8562,12.0414,10.4841,11.3435,2.0192,12.8143,14.745
11/6/2012,13.24,1.7475,1.6343,29.9921,12.0962,10.5318,11.388,2.0271,12.8646,14.6874
11/7/2012,13.06,1.7237,1.612,29.5843,11.9318,10.3887,11.2546,2.0034,12.7139,14.8615
11/8/2012,12.26,1.6181,1.5133,27.7721,11.2009,9.7523,10.6617,1.8979,12.0441,15.6879
11/9/2012,12.18,1.6076,1.5034,27.5909,11.1278,9.6887,10.6208,1.8906,11.9979,15.7483
11/12/2012,12.26,1.6181,1.5133,27.7721,11.2009,9.7523,10.6802,1.9012,12.065,15.6607
11/13/2012,12.32,1.626,1.5207,27.908,11.2557,9.8,10.7248,1.9091,12.1154,15.5956
11/14/2012,12.24,1.6155,1.5108,27.7268,11.1826,9.7364,10.6654,1.8985,12.0483,15.6825
11/15/2012,12.15,1.6036,1.4997,27.5229,11.1004,9.6648,10.5985,1.8866,11.9728,15.7814
11/16/2012,12.16,1.6049,1.5009,27.5456,11.1095,9.6728,10.606,1.8879,11.9811,15.7703
11/19/2012,12.27,1.6194,1.5145,27.7948,11.21,9.7603,10.6876,1.9025,12.0734,15.6498
11/20/2012,12.3497,1.63,1.5244,27.9753,11.2828,9.8236,10.7468,1.913,12.1403,15.5636
11/21/2012,12.5,1.6498,1.5429,28.3158,11.4201,9.9432,10.8585,1.9329,12.2664,15.4036
11/23/2012,12.51,1.6511,1.5441,28.3384,11.4293,9.9512,10.8659,1.9342,12.2748,15.3931
11/26/2012,12.36,1.6313,1.5256,27.9986,11.2922,9.8318,10.7545,1.9144,12.1489,15.5525
11/27/2012,12.37,1.6326,1.5269,28.0213,11.3014,9.8398,10.7619,1.9157,12.1573,15.5418
11/28/2012,12.42,1.6392,1.533,28.1346,11.3471,9.8796,10.799,1.9223,12.1993,15.4884
11/29/2012,12.42,1.6392,1.533,28.1346,11.3471,9.8796,10.799,1.9223,12.1993,15.4884
11/30/2012,11.12,1.4677,1.3726,25.1897,10.1594,8.8455,9.8336,1.7505,11.1087,17.009
12/3/2012,11.03,1.4558,1.3615,24.9858,10.0771,8.7739,9.7668,1.7386,11.0332,17.1254
12/4/2012,10.88,1.436,1.343,24.6461,9.9401,8.6546,9.6554,1.7187,10.9073,17.3229
12/5/2012,11.03,1.4558,1.3615,24.9858,10.0771,8.7739,9.7668,1.7386,11.0332,17.1254
12/6/2012,11.3,1.4914,1.3948,25.5975,10.3238,8.9887,9.9673,1.7743,11.2597,16.7808
12/7/2012,11.4,1.5046,1.4071,25.824,10.4152,9.0682,10.0416,1.7875,11.3436,16.6567
12/10/2012,11.26,1.4861,1.3899,25.5069,10.2873,8.9568,9.9376,1.769,11.2261,16.831
12/11/2012,11.19,1.4769,1.3812,25.3483,10.2233,8.9012,9.8856,1.7597,11.1674,16.9195
12/12/2012,11.07,1.4611,1.3664,25.0765,10.1137,8.8057,9.7965,1.7438,11.0667,17.0734
12/13/2012,10.8,1.4254,1.3331,24.4648,9.867,8.5909,9.596,1.7082,10.8402,17.4302
12/14/2012,10.78,1.4228,1.3306,24.4195,9.8487,8.575,9.5811,1.7055,10.8234,17.4572
12/17/2012,10.47,1.3819,1.2923,23.7173,9.5655,8.3284,9.3509,1.6645,10.5634,17.887
12/18/2012,10.74,1.4175,1.3257,24.3289,9.8122,8.5432,9.5514,1.7002,10.7899,17.5115
12/19/2012,10.68,1.4096,1.3183,24.193,9.7574,8.4955,9.5069,1.6923,10.7395,17.5936
12/20/2012,9.14,1.2063,1.1282,20.7045,8.3504,7.2705,8.3632,1.4887,9.4476,19.9994
12/21/2012,9.12,1.2037,1.1257,20.6592,8.3321,7.2546,8.3484,1.4861,9.4308,20.035
12/24/2012,9.08,1.1984,1.1208,20.5686,8.2956,7.2227,8.3187,1.4808,9.3973,20.1066
12/26/2012,9.08,1.1984,1.1208,20.5686,8.2956,7.2227,8.3187,1.4808,9.3973,20.1066
12/27/2012,9.19,1.2129,1.1344,20.8178,8.3961,7.3102,8.4003,1.4953,9.4895,19.911
12/28/2012,9.19,1.2129,1.1344,20.8178,8.3961,7.3102,8.4003,1.4953,9.4895,19.911
12/31/2012,9.42,1.2646,1.1626,69.3442,11.9865,10.3818,11.9513,1.5215,13.7125,18.5609
1/2/2013,9.41,1.2632,1.1614,69.2706,11.9738,10.3708,11.9408,1.5201,13.7005,18.5772
1/3/2013,9.43,1.2659,1.1639,69.4179,11.9992,10.3929,11.9618,1.5228,13.7246,18.5446
1/4/2013,9.37,1.2579,1.1564,68.9762,11.9229,10.3267,11.8987,1.5148,13.6523,18.6428
1/7/2013,9.71,1.3035,1.1984,71.479,12.3555,10.7015,12.2559,1.5603,14.062,18.0996
1/8/2013,9.79,1.3142,1.2083,72.068,12.4573,10.7896,12.3399,1.5709,14.1584,17.9764
1/9/2013,9.58,1.2861,1.1824,70.5221,12.1901,10.5582,12.1193,1.5429,13.9054,18.3035
1/10/2013,9.93,1.333,1.2256,73.0986,12.6354,10.9439,12.4869,1.5897,14.3271,17.7647
1/11/2013,10.1,1.3559,1.2465,74.35,12.8518,11.1313,12.6655,1.6124,14.532,17.5142
1/14/2013,10.26,1.3773,1.2663,75.5278,13.0553,11.3076,12.8335,1.6338,14.7248,17.2849
1/15/2013,10.17,1.3653,1.2552,74.8653,12.9408,11.2084,12.739,1.6218,14.6164,17.4131
1/16/2013,10.11,1.3572,1.2478,74.4236,12.8645,11.1423,12.676,1.6137,14.5441,17.4997
1/17/2013,10.14,1.3612,1.2515,74.6444,12.9027,11.1754,12.7075,1.6177,14.5802,17.4563
1/18/2013,10.26,1.3773,1.2663,75.5278,13.0553,11.3076,12.8335,1.6338,14.7248,17.2849
1/22/2013,10.58,1.4203,1.3058,77.8835,13.4625,11.6603,13.1697,1.6766,15.1105,16.8437
1/23/2013,10.63,1.427,1.312,78.2515,13.5262,11.7154,13.2222,1.6833,15.1707,16.7768
1/24/2013,10.47,1.4055,1.2922,77.0737,13.3226,11.5391,13.0541,1.6619,14.9779,16.9928
1/25/2013,10.83,1.4539,1.3366,79.7238,13.7806,11.9358,13.4322,1.71,15.4118,16.5145
1/28/2013,10.93,1.4673,1.349,80.4599,13.9079,12.046,13.5373,1.7234,15.5323,16.3863
1/29/2013,11.23,1.5076,1.386,82.6684,14.2896,12.3767,13.8524,1.7635,15.8938,16.0136
1/30/2013,11.22,1.5062,1.3848,82.5947,14.2769,12.3656,13.8419,1.7622,15.8818,16.0257
1/31/2013,11.08,1.4874,1.3675,81.5641,14.0988,12.2113,13.6948,1.7434,15.713,16.1978
2/1/2013,10.92,1.4659,1.3477,80.3863,13.8952,12.035,13.5268,1.722,15.5202,16.3991
2/4/2013,10.54,1.4149,1.3008,77.589,13.4116,11.6162,13.1276,1.6712,15.0623,16.8977
2/5/2013,10.51,1.4109,1.2971,77.3682,13.3735,11.5831,13.0961,1.6672,15.0261,16.9383
2/6/2013,10.68,1.4337,1.3181,78.6196,13.5898,11.7705,13.2747,1.69,15.231,16.7105
2/7/2013,10.95,1.47,1.3514,80.6072,13.9333,12.0681,13.5583,1.7261,15.5564,16.3609
2/8/2013,10.84,1.4552,1.3379,79.7974,13.7934,11.9468,13.4427,1.7113,15.4238,16.5016
2/11/2013,10.99,1.4753,1.3564,80.9016,13.9842,12.1122,13.6003,1.7314,15.6046,16.3104
2/12/2013,11.17,1.4995,1.3786,82.2267,14.2133,12.3105,13.7894,1.7555,15.8215,16.0868
2/13/2013,11.22,1.5062,1.3848,82.5947,14.2769,12.3656,13.8419,1.7622,15.8818,16.0257
2/14/2013,11.25,1.5102,1.3885,82.8156,14.3151,12.3987,13.8734,1.7662,15.9179,15.9893
2/15/2013,11.18,1.5008,1.3798,82.3003,14.226,12.3216,13.7999,1.7568,15.8336,16.0745
2/19/2013,11.18,1.5008,1.3798,82.3003,14.226,12.3216,13.7999,1.7568,15.8336,16.0745
2/20/2013,12.72,1.7076,1.5699,93.6368,16.1856,14.0188,15.4174,1.9627,17.6895,14.3881
2/21/2013,12.4,1.6646,1.5304,91.2812,15.7784,13.6661,15.0813,1.9199,17.3038,14.7087
2/22/2013,12.11,1.6257,1.4946,89.1464,15.4094,13.3465,14.7767,1.8812,16.9543,15.0119
2/25/2013,12.06,1.619,1.4884,88.7783,15.3458,13.2914,14.7242,1.8745,16.8941,15.0655
2/26/2013,12.35,1.6579,1.5242,90.9131,15.7148,13.611,15.0288,1.9133,17.2436,14.7601
2/27/2013,12.79,1.717,1.5785,94.1521,16.2746,14.0959,15.4909,1.9721,17.7738,14.3198
2/28/2013,12.71,1.7062,1.5687,93.5632,16.1728,14.0078,15.4069,1.9614,17.6774,14.3979
3/1/2013,12.72,1.7076,1.5699,93.6368,16.1856,14.0188,15.4584,1.968,17.7365,14.3499
3/4/2013,12.57,1.6874,1.5514,92.5326,15.9947,13.8535,15.3003,1.9478,17.5552,14.4981
3/5/2013,12.55,1.6848,1.5489,92.3854,15.9693,13.8314,15.2793,1.9451,17.531,14.5181
3/6/2013,12.54,1.6834,1.5477,92.3118,15.9565,13.8204,15.2687,1.9438,17.5189,14.5281
3/7/2013,12.39,1.6633,1.5292,91.2076,15.7657,13.6551,15.1107,1.9237,17.3376,14.6801
3/8/2013,12.69,1.7036,1.5662,93.416,16.1474,13.9857,15.4268,1.9639,17.7002,14.3793
3/11/2013,12.61,1.6928,1.5563,92.8271,16.0456,13.8976,15.3425,1.9532,17.6035,14.4583
3/12/2013,12.62,1.6942,1.5576,92.9007,16.0583,13.9086,15.388,1.959,17.6557,14.4156
3/13/2013,13.52,1.815,1.6686,99.5259,17.2035,14.9005,16.3386,2.08,18.7465,13.5768
3/14/2013,13.71,1.8405,1.6921,100.9246,17.4453,15.1099,16.5394,2.1056,18.9768,13.412
3/15/2013,13.81,1.8539,1.7044,101.6607,17.5725,15.2201,16.645,2.119,19.098,13.3269
3/18/2013,13.75,1.8459,1.697,101.219,17.4962,15.154,16.5816,2.1109,19.0253,13.3779
