Date,Price,P/FCF,P/EBITDA,P/E,EV/EBITDA,P/S,P/B,EV/B,EV/FCF,LTDebt/EV
4/20/16,2.35,#N/A N/A,1.1548,5.594,#N/A N/A,0.5029,1.8999,#N/A N/A,#N/A N/A,#N/A N/A
4/21/16,2.39,#N/A N/A,1.1744,5.6892,#N/A N/A,0.5115,1.9322,#N/A N/A,#N/A N/A,#N/A N/A
4/22/16,2.3877,#N/A N/A,1.1733,5.6837,#N/A N/A,0.511,1.9303,#N/A N/A,#N/A N/A,#N/A N/A
4/25/16,2.38,#N/A N/A,1.1695,5.6654,#N/A N/A,0.5093,1.9241,#N/A N/A,#N/A N/A,#N/A N/A
4/26/16,2.35,#N/A N/A,1.1548,5.594,#N/A N/A,0.5029,1.8999,#N/A N/A,#N/A N/A,#N/A N/A
4/27/16,2.37,#N/A N/A,1.1646,5.6416,#N/A N/A,0.5072,1.916,#N/A N/A,#N/A N/A,#N/A N/A
4/28/16,2.35,#N/A N/A,1.1548,5.594,#N/A N/A,0.5029,1.8999,#N/A N/A,#N/A N/A,#N/A N/A
4/29/16,2.37,#N/A N/A,1.1646,5.6416,#N/A N/A,0.5072,1.916,#N/A N/A,#N/A N/A,#N/A N/A
5/2/16,2.33,#N/A N/A,1.1449,5.5464,#N/A N/A,0.4986,1.8837,#N/A N/A,#N/A N/A,#N/A N/A
5/3/16,2.32,#N/A N/A,1.14,5.5226,#N/A N/A,0.4965,1.8756,#N/A N/A,#N/A N/A,#N/A N/A
5/4/16,2.3,#N/A N/A,1.1302,5.475,#N/A N/A,0.4922,1.8594,#N/A N/A,#N/A N/A,#N/A N/A
5/5/16,2.2,#N/A N/A,1.0811,5.2369,#N/A N/A,0.4708,1.7786,#N/A N/A,#N/A N/A,#N/A N/A
5/6/16,2.2,#N/A N/A,1.0811,5.2369,#N/A N/A,0.4708,1.7786,#N/A N/A,#N/A N/A,#N/A N/A
5/9/16,2.26,#N/A N/A,1.1105,5.3797,#N/A N/A,0.4837,1.8271,#N/A N/A,#N/A N/A,#N/A N/A
5/10/16,2.235,#N/A N/A,1.0983,5.3202,#N/A N/A,0.4783,1.8069,#N/A N/A,#N/A N/A,#N/A N/A
5/11/16,2.31,#N/A N/A,1.1351,5.4988,#N/A N/A,0.4944,1.8675,#N/A N/A,#N/A N/A,#N/A N/A
5/12/16,2.3132,#N/A N/A,1.1367,5.5064,#N/A N/A,0.495,1.8701,#N/A N/A,#N/A N/A,#N/A N/A
5/13/16,2.31,#N/A N/A,1.1351,5.4988,#N/A N/A,0.4944,1.8675,#N/A N/A,#N/A N/A,#N/A N/A
5/16/16,2.31,#N/A N/A,1.1351,5.4988,#N/A N/A,0.4944,1.8675,#N/A N/A,#N/A N/A,#N/A N/A
5/17/16,2.35,#N/A N/A,1.1548,5.594,#N/A N/A,0.5029,1.8999,#N/A N/A,#N/A N/A,#N/A N/A
5/18/16,2.15,#N/A N/A,1.0565,5.1179,#N/A N/A,0.4601,1.7382,#N/A N/A,#N/A N/A,#N/A N/A
5/19/16,2.08,#N/A N/A,1.0221,4.9513,#N/A N/A,0.4451,1.6816,#N/A N/A,#N/A N/A,#N/A N/A
5/20/16,2,#N/A N/A,0.9828,4.7608,#N/A N/A,0.428,1.6169,#N/A N/A,#N/A N/A,#N/A N/A
5/23/16,1.96,#N/A N/A,0.9631,4.6656,#N/A N/A,0.4195,1.5846,#N/A N/A,#N/A N/A,#N/A N/A
5/24/16,1.95,#N/A N/A,0.9582,4.6418,#N/A N/A,0.4173,1.5765,#N/A N/A,#N/A N/A,#N/A N/A
5/25/16,1.74,#N/A N/A,0.855,4.1419,#N/A N/A,0.3724,1.4067,#N/A N/A,#N/A N/A,#N/A N/A
5/26/16,1.745,#N/A N/A,0.8575,4.1538,#N/A N/A,0.3734,1.4107,#N/A N/A,#N/A N/A,#N/A N/A
5/27/16,1.76,#N/A N/A,0.8648,4.1895,#N/A N/A,0.3767,1.4229,#N/A N/A,#N/A N/A,#N/A N/A
5/31/16,1.7923,#N/A N/A,0.8807,4.2665,#N/A N/A,0.3836,1.449,#N/A N/A,#N/A N/A,#N/A N/A
6/1/16,1.91,#N/A N/A,0.9386,4.5466,#N/A N/A,0.4088,1.5441,#N/A N/A,#N/A N/A,#N/A N/A
6/2/16,2.03,#N/A N/A,0.9975,4.8323,#N/A N/A,0.4344,1.6412,#N/A N/A,#N/A N/A,#N/A N/A
6/3/16,2.1599,#N/A N/A,1.0613,5.1414,#N/A N/A,0.4622,1.7462,#N/A N/A,#N/A N/A,#N/A N/A
6/6/16,2.2,#N/A N/A,1.0811,5.2369,#N/A N/A,0.4708,1.7786,#N/A N/A,#N/A N/A,#N/A N/A
6/7/16,2.15,#N/A N/A,1.0565,5.1179,#N/A N/A,0.4601,1.7382,#N/A N/A,#N/A N/A,#N/A N/A
6/8/16,2.06,#N/A N/A,1.0123,4.9037,#N/A N/A,0.4409,1.6654,#N/A N/A,#N/A N/A,#N/A N/A
6/9/16,2.07,#N/A N/A,1.0172,4.9275,#N/A N/A,0.443,1.6735,#N/A N/A,#N/A N/A,#N/A N/A
6/10/16,2.06,#N/A N/A,1.0123,4.9037,#N/A N/A,0.4409,1.6654,#N/A N/A,#N/A N/A,#N/A N/A
6/13/16,2.05,#N/A N/A,1.0074,4.8799,#N/A N/A,0.4387,1.6573,#N/A N/A,#N/A N/A,#N/A N/A
6/14/16,2.02,#N/A N/A,0.9926,4.8084,#N/A N/A,0.4323,1.6331,#N/A N/A,#N/A N/A,#N/A N/A
6/15/16,1.99,#N/A N/A,0.9779,4.737,#N/A N/A,0.4259,1.6088,#N/A N/A,#N/A N/A,#N/A N/A
6/16/16,1.95,#N/A N/A,0.9582,4.6418,#N/A N/A,0.4173,1.5765,#N/A N/A,#N/A N/A,#N/A N/A
6/17/16,2.05,#N/A N/A,1.0074,4.8799,#N/A N/A,0.4387,1.6573,#N/A N/A,#N/A N/A,#N/A N/A
6/20/16,2,#N/A N/A,0.9828,4.7608,#N/A N/A,0.428,1.6169,#N/A N/A,#N/A N/A,#N/A N/A
6/21/16,1.91,#N/A N/A,0.9386,4.5466,#N/A N/A,0.4088,1.5441,#N/A N/A,#N/A N/A,#N/A N/A
6/22/16,1.88,#N/A N/A,0.9238,4.4752,#N/A N/A,0.4023,1.5199,#N/A N/A,#N/A N/A,#N/A N/A
6/23/16,1.94,#N/A N/A,0.9533,4.618,#N/A N/A,0.4152,1.5684,#N/A N/A,#N/A N/A,#N/A N/A
6/24/16,2,#N/A N/A,0.9828,4.7608,#N/A N/A,0.428,1.6169,#N/A N/A,#N/A N/A,#N/A N/A
6/27/16,1.95,#N/A N/A,0.9582,4.6418,#N/A N/A,0.4173,1.5765,#N/A N/A,#N/A N/A,#N/A N/A
6/28/16,1.86,#N/A N/A,0.914,4.4276,#N/A N/A,0.3981,1.5037,#N/A N/A,#N/A N/A,#N/A N/A
6/29/16,1.93,#N/A N/A,0.9484,4.5942,#N/A N/A,0.413,1.5603,#N/A N/A,#N/A N/A,#N/A N/A
6/30/16,2,#N/A N/A,1.1263,6.1465,1.1794,0.4415,#N/A N/A,#N/A N/A,#N/A N/A,0
7/1/16,2,#N/A N/A,1.1263,6.1465,1.1794,0.4415,#N/A N/A,#N/A N/A,#N/A N/A,0
7/5/16,1.93,#N/A N/A,1.0869,5.9314,1.135,0.4261,#N/A N/A,#N/A N/A,#N/A N/A,0
7/6/16,1.85,#N/A N/A,1.0418,5.6855,1.0843,0.4084,#N/A N/A,#N/A N/A,#N/A N/A,0
7/7/16,1.87,#N/A N/A,1.0531,5.747,1.0969,0.4128,#N/A N/A,#N/A N/A,#N/A N/A,0
7/8/16,1.87,#N/A N/A,1.0531,5.747,1.0969,0.4128,#N/A N/A,#N/A N/A,#N/A N/A,0
7/11/16,1.83,#N/A N/A,1.0306,5.624,1.0716,0.404,#N/A N/A,#N/A N/A,#N/A N/A,0
7/12/16,1.76,#N/A N/A,0.9911,5.4089,1.0271,0.3885,#N/A N/A,#N/A N/A,#N/A N/A,0
7/13/16,1.88,#N/A N/A,1.0587,5.7777,1.1033,0.415,#N/A N/A,#N/A N/A,#N/A N/A,0
7/14/16,1.92,#N/A N/A,1.0813,5.9006,1.1287,0.4239,#N/A N/A,#N/A N/A,#N/A N/A,0
7/15/16,1.89,#N/A N/A,1.0644,5.8084,1.1096,0.4172,#N/A N/A,#N/A N/A,#N/A N/A,0
7/18/16,1.9,#N/A N/A,1.07,5.8392,1.116,0.4194,#N/A N/A,#N/A N/A,#N/A N/A,0
7/19/16,1.89,#N/A N/A,1.0644,5.8084,1.1096,0.4172,#N/A N/A,#N/A N/A,#N/A N/A,0
7/20/16,1.91,#N/A N/A,1.0756,5.8699,1.1223,0.4217,#N/A N/A,#N/A N/A,#N/A N/A,0
7/21/16,1.92,#N/A N/A,1.0813,5.9006,1.1287,0.4239,#N/A N/A,#N/A N/A,#N/A N/A,0
7/22/16,1.91,#N/A N/A,1.0756,5.8699,1.1223,0.4217,#N/A N/A,#N/A N/A,#N/A N/A,0
7/25/16,1.99,#N/A N/A,1.1207,6.1158,1.1731,0.4393,#N/A N/A,#N/A N/A,#N/A N/A,0
7/26/16,1.98,#N/A N/A,1.115,6.085,1.1667,0.4371,#N/A N/A,#N/A N/A,#N/A N/A,0
7/27/16,1.97,#N/A N/A,1.1094,6.0543,1.1604,0.4349,#N/A N/A,#N/A N/A,#N/A N/A,0
7/28/16,1.94,#N/A N/A,1.0925,5.9621,1.1414,0.4283,#N/A N/A,#N/A N/A,#N/A N/A,0
7/29/16,1.99,#N/A N/A,1.1207,6.1158,1.1731,0.4393,#N/A N/A,#N/A N/A,#N/A N/A,0
8/1/16,1.93,#N/A N/A,1.0869,5.9314,1.135,0.4261,#N/A N/A,#N/A N/A,#N/A N/A,0
8/2/16,1.9,#N/A N/A,1.07,5.8392,1.116,0.4194,#N/A N/A,#N/A N/A,#N/A N/A,0
8/3/16,1.89,#N/A N/A,1.0644,5.8084,1.1096,0.4172,#N/A N/A,#N/A N/A,#N/A N/A,0
8/4/16,1.85,#N/A N/A,1.0418,5.6855,1.0482,0.4084,#N/A N/A,#N/A N/A,#N/A N/A,0
8/5/16,1.58,#N/A N/A,0.8898,4.8557,0.8822,0.3488,#N/A N/A,#N/A N/A,#N/A N/A,0
8/8/16,1.58,#N/A N/A,0.8898,4.8557,0.8822,0.3488,#N/A N/A,#N/A N/A,#N/A N/A,0
8/9/16,1.56,#N/A N/A,0.8785,4.7943,0.8699,0.3444,#N/A N/A,#N/A N/A,#N/A N/A,0
8/10/16,1.5,#N/A N/A,0.8447,4.6099,0.833,0.3311,#N/A N/A,#N/A N/A,#N/A N/A,0
8/11/16,1.78,#N/A N/A,1.0024,5.4704,1.0052,0.393,#N/A N/A,#N/A N/A,#N/A N/A,0
8/12/16,1.79,#N/A N/A,1.008,5.5011,1.0113,0.3952,#N/A N/A,#N/A N/A,#N/A N/A,0
8/15/16,1.85,#N/A N/A,1.0418,5.6855,1.0482,0.4084,#N/A N/A,#N/A N/A,#N/A N/A,0
8/16/16,1.74,#N/A N/A,0.9799,5.3474,0.9806,0.3841,#N/A N/A,#N/A N/A,#N/A N/A,0
8/17/16,1.74,#N/A N/A,0.9799,5.3474,0.9806,0.3841,#N/A N/A,#N/A N/A,#N/A N/A,0
8/18/16,1.775,#N/A N/A,0.9996,5.455,1.0021,0.3919,#N/A N/A,#N/A N/A,#N/A N/A,0
8/19/16,1.82,#N/A N/A,1.0249,5.5933,1.0298,0.4018,#N/A N/A,#N/A N/A,#N/A N/A,0
8/22/16,1.86,#N/A N/A,1.0475,5.7162,1.0544,0.4106,#N/A N/A,#N/A N/A,#N/A N/A,0
8/23/16,1.87,#N/A N/A,1.0531,5.747,1.0605,0.4128,#N/A N/A,#N/A N/A,#N/A N/A,0
8/24/16,1.8,#N/A N/A,1.0137,5.5318,1.0175,0.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
8/25/16,1.81,#N/A N/A,1.0193,5.5626,1.0236,0.3996,#N/A N/A,#N/A N/A,#N/A N/A,0
8/26/16,1.8,#N/A N/A,1.0137,5.5318,1.0175,0.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
8/29/16,1.795,#N/A N/A,1.0109,5.5165,1.0144,0.3963,#N/A N/A,#N/A N/A,#N/A N/A,0
8/30/16,1.86,#N/A N/A,1.0475,5.7162,1.0544,0.4106,#N/A N/A,#N/A N/A,#N/A N/A,0
8/31/16,1.86,#N/A N/A,1.0475,5.7162,1.0544,0.4106,#N/A N/A,#N/A N/A,#N/A N/A,0
9/1/16,1.95,#N/A N/A,1.0981,5.9928,1.1097,0.4305,#N/A N/A,#N/A N/A,#N/A N/A,0
9/2/16,1.95,#N/A N/A,1.0981,5.9928,1.1097,0.4305,#N/A N/A,#N/A N/A,#N/A N/A,0
9/6/16,1.96,#N/A N/A,1.1038,6.0236,1.1159,0.4327,#N/A N/A,#N/A N/A,#N/A N/A,0
9/7/16,1.95,#N/A N/A,1.0981,5.9928,1.1097,0.4305,#N/A N/A,#N/A N/A,#N/A N/A,0
9/8/16,1.97,#N/A N/A,1.1094,6.0543,1.122,0.4349,#N/A N/A,#N/A N/A,#N/A N/A,0
9/9/16,2,#N/A N/A,1.1263,6.1465,1.1405,0.4415,#N/A N/A,#N/A N/A,#N/A N/A,0
9/12/16,2.01,#N/A N/A,1.1319,6.1772,1.1466,0.4437,#N/A N/A,#N/A N/A,#N/A N/A,0
9/13/16,2.15,#N/A N/A,1.2108,6.6075,1.2328,0.4746,#N/A N/A,#N/A N/A,#N/A N/A,0
9/14/16,2.12,#N/A N/A,1.1939,6.5153,1.2143,0.468,#N/A N/A,#N/A N/A,#N/A N/A,0
9/15/16,2.24,#N/A N/A,1.2615,6.8841,1.2881,0.4945,#N/A N/A,#N/A N/A,#N/A N/A,0
9/16/16,2.23,#N/A N/A,1.2558,6.8533,1.282,0.4923,#N/A N/A,#N/A N/A,#N/A N/A,0
9/19/16,2.19,#N/A N/A,1.2333,6.7304,1.2574,0.4835,#N/A N/A,#N/A N/A,#N/A N/A,0
9/20/16,2.2,#N/A N/A,1.2389,6.7611,1.2635,0.4857,#N/A N/A,#N/A N/A,#N/A N/A,0
9/21/16,2.29,#N/A N/A,1.2896,7.0377,1.3189,0.5055,#N/A N/A,#N/A N/A,#N/A N/A,0
9/22/16,2.25,#N/A N/A,1.2671,6.9148,1.2943,0.4967,#N/A N/A,#N/A N/A,#N/A N/A,0
9/23/16,2.3,#N/A N/A,1.2953,7.0685,1.325,0.5078,#N/A N/A,#N/A N/A,#N/A N/A,0
9/26/16,2.36,#N/A N/A,1.329,7.2529,1.3619,0.521,#N/A N/A,#N/A N/A,#N/A N/A,0
9/27/16,2.5,#N/A N/A,1.4079,7.6831,1.448,0.5519,#N/A N/A,#N/A N/A,#N/A N/A,0
9/28/16,2.52,#N/A N/A,1.4191,7.7446,1.4603,0.5563,#N/A N/A,#N/A N/A,#N/A N/A,0
9/29/16,2.45,#N/A N/A,1.3797,7.5294,1.4173,0.5409,#N/A N/A,#N/A N/A,#N/A N/A,0
9/30/16,2.44,#N/A N/A,0.8281,2.9731,0.9288,0.4349,#N/A N/A,#N/A N/A,#N/A N/A,0
10/3/16,2.42,#N/A N/A,0.8213,2.9487,0.9214,0.4313,#N/A N/A,#N/A N/A,#N/A N/A,0
10/4/16,2.35,#N/A N/A,0.7975,2.8634,0.8956,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
10/5/16,2.35,#N/A N/A,0.7975,2.8634,0.8948,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
10/6/16,2.35,#N/A N/A,0.7975,2.8634,0.8948,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
10/7/16,2.29,#N/A N/A,0.7772,2.7903,0.8727,0.4082,#N/A N/A,#N/A N/A,#N/A N/A,0
10/10/16,2.35,#N/A N/A,0.7975,2.8634,0.8948,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
10/11/16,2.39,#N/A N/A,0.8111,2.9121,0.9096,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
10/12/16,2.39,#N/A N/A,0.8111,2.9121,0.9096,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
10/13/16,2.395,#N/A N/A,0.8128,2.9182,0.9114,0.4269,#N/A N/A,#N/A N/A,#N/A N/A,0
10/14/16,2.4,#N/A N/A,0.8145,2.9243,0.9133,0.4278,#N/A N/A,#N/A N/A,#N/A N/A,0
10/17/16,2.4,#N/A N/A,0.8145,2.9243,0.9133,0.4278,#N/A N/A,#N/A N/A,#N/A N/A,0
10/18/16,2.41,#N/A N/A,0.8179,2.9365,0.9169,0.4295,#N/A N/A,#N/A N/A,#N/A N/A,0
10/19/16,2.35,#N/A N/A,0.7975,2.8634,0.8948,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
10/20/16,2.39,#N/A N/A,0.8111,2.9121,0.9096,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
10/21/16,2.37,#N/A N/A,0.8043,2.8878,0.9022,0.4224,#N/A N/A,#N/A N/A,#N/A N/A,0
10/24/16,2.3,#N/A N/A,0.7806,2.8025,0.8764,0.4099,#N/A N/A,#N/A N/A,#N/A N/A,0
10/25/16,2.3,#N/A N/A,0.7806,2.8025,0.8764,0.4099,#N/A N/A,#N/A N/A,#N/A N/A,0
10/26/16,2.32,#N/A N/A,0.7873,2.8269,0.8838,0.4135,#N/A N/A,#N/A N/A,#N/A N/A,0
10/27/16,2.37,#N/A N/A,0.8043,2.8878,0.9022,0.4224,#N/A N/A,#N/A N/A,#N/A N/A,0
10/28/16,2.35,#N/A N/A,0.7975,2.8634,0.8948,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
10/31/16,2.39,#N/A N/A,0.8111,2.9121,0.9096,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
11/1/16,2.38,#N/A N/A,0.8077,2.9,0.9059,0.4242,#N/A N/A,#N/A N/A,#N/A N/A,0
11/2/16,2.39,#N/A N/A,0.8111,2.9121,0.9067,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
11/3/16,2.39,#N/A N/A,0.8111,2.9121,0.9067,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
11/4/16,2.37,#N/A N/A,0.8043,2.8878,0.8993,0.4224,#N/A N/A,#N/A N/A,#N/A N/A,0
11/7/16,2.4,#N/A N/A,0.8145,2.9243,0.9103,0.4278,#N/A N/A,#N/A N/A,#N/A N/A,0
11/8/16,2.39,#N/A N/A,0.8111,2.9121,0.9067,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
11/9/16,2.37,#N/A N/A,0.8043,2.8878,0.8993,0.4224,#N/A N/A,#N/A N/A,#N/A N/A,0
11/10/16,2.4,#N/A N/A,0.8145,2.9243,0.9103,0.4278,#N/A N/A,#N/A N/A,#N/A N/A,0
11/11/16,2.39,#N/A N/A,0.8111,2.9121,0.9067,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
11/14/16,2.38,#N/A N/A,0.8077,2.9,0.903,0.4242,#N/A N/A,#N/A N/A,#N/A N/A,0
11/15/16,2.39,#N/A N/A,0.8111,2.9121,0.9067,0.426,#N/A N/A,#N/A N/A,#N/A N/A,0
11/16/16,2.27,#N/A N/A,0.7704,2.7659,0.8626,0.4046,#N/A N/A,#N/A N/A,#N/A N/A,0
11/17/16,2.32,#N/A N/A,0.7873,2.8269,0.8809,0.4135,#N/A N/A,#N/A N/A,#N/A N/A,0
11/18/16,2.33,#N/A N/A,0.7907,2.839,0.8846,0.4153,#N/A N/A,#N/A N/A,#N/A N/A,0
11/21/16,2.24,#N/A N/A,0.7602,2.7294,0.8515,0.3992,#N/A N/A,#N/A N/A,#N/A N/A,0
11/22/16,2.25,#N/A N/A,0.7636,2.7416,0.8552,0.401,#N/A N/A,#N/A N/A,#N/A N/A,0
11/23/16,2.23,#N/A N/A,0.7568,2.7172,0.8479,0.3975,#N/A N/A,#N/A N/A,#N/A N/A,0
11/25/16,2.25,#N/A N/A,0.7636,2.7416,0.8552,0.401,#N/A N/A,#N/A N/A,#N/A N/A,0
11/28/16,2.3,#N/A N/A,0.7806,2.8025,0.8736,0.4099,#N/A N/A,#N/A N/A,#N/A N/A,0
11/29/16,2.31,#N/A N/A,0.7839,2.8147,0.8773,0.4117,#N/A N/A,#N/A N/A,#N/A N/A,0
11/30/16,2.3,#N/A N/A,0.7806,2.8025,0.8736,0.4099,#N/A N/A,#N/A N/A,#N/A N/A,0
12/1/16,2.31,#N/A N/A,0.7839,2.8147,0.8773,0.4117,#N/A N/A,#N/A N/A,#N/A N/A,0
12/2/16,2.26,#N/A N/A,0.767,2.7537,0.8589,0.4028,#N/A N/A,#N/A N/A,#N/A N/A,0
12/5/16,2.33,#N/A N/A,0.7907,2.839,0.8846,0.4153,#N/A N/A,#N/A N/A,#N/A N/A,0
12/6/16,2.35,#N/A N/A,0.7975,2.8634,0.892,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
12/7/16,2.33,#N/A N/A,0.7907,2.839,0.8846,0.4153,#N/A N/A,#N/A N/A,#N/A N/A,0
12/8/16,2.35,#N/A N/A,0.7975,2.8634,0.892,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
12/9/16,2.35,#N/A N/A,0.7975,2.8634,0.892,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
12/12/16,2.35,#N/A N/A,0.7975,2.8634,0.892,0.4189,#N/A N/A,#N/A N/A,#N/A N/A,0
12/13/16,2.33,#N/A N/A,0.7907,2.839,0.8846,0.4153,#N/A N/A,#N/A N/A,#N/A N/A,0
12/14/16,2.31,#N/A N/A,0.7839,2.8147,0.8773,0.4117,#N/A N/A,#N/A N/A,#N/A N/A,0
12/15/16,2.26,#N/A N/A,0.767,2.7537,0.8589,0.4028,#N/A N/A,#N/A N/A,#N/A N/A,0
12/16/16,2.23,#N/A N/A,0.7568,2.7172,0.8479,0.3975,#N/A N/A,#N/A N/A,#N/A N/A,0
12/19/16,2.15,#N/A N/A,0.7296,2.6197,0.8185,0.3832,#N/A N/A,#N/A N/A,#N/A N/A,0
12/20/16,2.16,#N/A N/A,0.733,2.6319,0.8221,0.385,#N/A N/A,#N/A N/A,#N/A N/A,0
12/21/16,2.19,#N/A N/A,0.7432,2.6685,0.8332,0.3903,#N/A N/A,#N/A N/A,#N/A N/A,0
12/22/16,2.1877,#N/A N/A,0.7424,2.6656,0.8323,0.3899,#N/A N/A,#N/A N/A,#N/A N/A,0
12/23/16,2.19,#N/A N/A,0.7432,2.6685,0.8332,0.3903,#N/A N/A,#N/A N/A,#N/A N/A,0
12/27/16,2.2,#N/A N/A,0.7466,2.6806,0.8368,0.3921,#N/A N/A,#N/A N/A,#N/A N/A,0
12/28/16,2.2,#N/A N/A,0.7466,2.6806,0.8368,0.3921,#N/A N/A,#N/A N/A,#N/A N/A,0
12/29/16,2.2,#N/A N/A,0.7466,2.6806,0.8368,0.3921,#N/A N/A,#N/A N/A,#N/A N/A,0
12/30/16,2.25,#N/A N/A,0.7219,2.8179,0.8875,0.3772,#N/A N/A,#N/A N/A,#N/A N/A,0
1/3/17,2.29,#N/A N/A,0.7347,2.868,0.9013,0.3839,#N/A N/A,#N/A N/A,#N/A N/A,0
1/4/17,2.31,#N/A N/A,0.7411,2.8931,0.9083,0.3873,#N/A N/A,#N/A N/A,#N/A N/A,0
1/5/17,2.3,#N/A N/A,0.7379,2.8805,0.9048,0.3856,#N/A N/A,#N/A N/A,#N/A N/A,0
1/6/17,2.29,#N/A N/A,0.7347,2.868,0.9013,0.3839,#N/A N/A,#N/A N/A,#N/A N/A,0
1/9/17,2.3,#N/A N/A,0.7379,2.8805,0.9048,0.3856,#N/A N/A,#N/A N/A,#N/A N/A,0
1/10/17,2.3,#N/A N/A,0.7379,2.8805,0.9048,0.3856,#N/A N/A,#N/A N/A,#N/A N/A,0
1/11/17,2.26,#N/A N/A,0.7251,2.8304,0.8909,0.3789,#N/A N/A,#N/A N/A,#N/A N/A,0
1/12/17,2.26,#N/A N/A,0.7251,2.8304,0.8909,0.3789,#N/A N/A,#N/A N/A,#N/A N/A,0
1/13/17,2.25,#N/A N/A,0.7219,2.8179,0.8875,0.3772,#N/A N/A,#N/A N/A,#N/A N/A,0
1/17/17,2.25,#N/A N/A,0.7219,2.8179,0.8875,0.3772,#N/A N/A,#N/A N/A,#N/A N/A,0
1/18/17,2.25,#N/A N/A,0.7219,2.8179,0.8875,0.3772,#N/A N/A,#N/A N/A,#N/A N/A,0
1/19/17,2.25,#N/A N/A,0.7219,2.8179,0.8875,0.3772,#N/A N/A,#N/A N/A,#N/A N/A,0
1/20/17,2.26,#N/A N/A,0.7251,2.8304,0.8909,0.3789,#N/A N/A,#N/A N/A,#N/A N/A,0
1/23/17,2.29,#N/A N/A,0.7347,2.868,0.9013,0.3839,#N/A N/A,#N/A N/A,#N/A N/A,0
1/24/17,2.28,#N/A N/A,0.7315,2.8555,0.8979,0.3822,#N/A N/A,#N/A N/A,#N/A N/A,0
1/25/17,2.29,#N/A N/A,0.7347,2.868,0.9013,0.3839,#N/A N/A,#N/A N/A,#N/A N/A,0
1/26/17,2.3,#N/A N/A,0.7379,2.8805,0.9048,0.3856,#N/A N/A,#N/A N/A,#N/A N/A,0
1/27/17,2.36,#N/A N/A,0.7572,2.9557,0.9256,0.3956,#N/A N/A,#N/A N/A,#N/A N/A,0
1/30/17,2.4,#N/A N/A,0.77,3.0058,0.9395,0.4023,#N/A N/A,#N/A N/A,#N/A N/A,0
1/31/17,2.435,#N/A N/A,0.7812,3.0496,0.9516,0.4082,#N/A N/A,#N/A N/A,#N/A N/A,0
2/1/17,2.45,#N/A N/A,0.786,3.0684,0.9568,0.4107,#N/A N/A,#N/A N/A,#N/A N/A,0
2/2/17,2.37,#N/A N/A,0.7604,2.9682,0.9291,0.3973,#N/A N/A,#N/A N/A,#N/A N/A,0
2/3/17,2.3,#N/A N/A,0.7379,2.8805,0.9048,0.3856,#N/A N/A,#N/A N/A,#N/A N/A,0
2/6/17,2.42,#N/A N/A,0.7764,3.0308,0.9464,0.4057,#N/A N/A,#N/A N/A,#N/A N/A,0
2/7/17,2.41,#N/A N/A,0.7732,3.0183,0.9429,0.404,#N/A N/A,#N/A N/A,#N/A N/A,0
2/8/17,2.36,#N/A N/A,0.7572,2.9557,0.9256,0.3956,#N/A N/A,#N/A N/A,#N/A N/A,0
2/9/17,2.39,#N/A N/A,0.7668,2.9932,0.936,0.4007,#N/A N/A,#N/A N/A,#N/A N/A,0
2/10/17,2.4,#N/A N/A,0.77,3.0058,0.9395,0.4023,#N/A N/A,#N/A N/A,#N/A N/A,0
2/13/17,2.4,#N/A N/A,0.77,3.0058,0.9395,0.4023,#N/A N/A,#N/A N/A,#N/A N/A,0
2/14/17,2.35,#N/A N/A,0.754,2.9432,0.9221,0.394,#N/A N/A,#N/A N/A,#N/A N/A,0
2/15/17,2.38,#N/A N/A,0.7636,2.9807,0.9325,0.399,#N/A N/A,#N/A N/A,#N/A N/A,0
2/16/17,2.35,#N/A N/A,0.754,2.9432,0.9221,0.394,#N/A N/A,#N/A N/A,#N/A N/A,0
2/17/17,2.33,#N/A N/A,0.7475,2.9181,0.9152,0.3906,#N/A N/A,#N/A N/A,#N/A N/A,0
2/21/17,2.36,#N/A N/A,0.7572,2.9557,0.9256,0.3956,#N/A N/A,#N/A N/A,#N/A N/A,0
2/22/17,2.26,#N/A N/A,0.7251,2.8304,0.8909,0.3789,#N/A N/A,#N/A N/A,#N/A N/A,0
2/23/17,2.23,#N/A N/A,0.7155,2.7929,0.8805,0.3738,#N/A N/A,#N/A N/A,#N/A N/A,0
