Date,Price,P/FCF,P/EBITDA,P/E,EV/EBITDA,P/S,P/B,EV/B,EV/FCF,LTDebt/EV
11/20/13,8.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
11/21/13,8.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
11/22/13,8.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
11/25/13,8.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
11/26/13,8.08,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
11/27/13,8.3,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
11/29/13,8.48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/2/13,8.28,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/3/13,8.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/4/13,8.14,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/5/13,8.13,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/6/13,8.17,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/9/13,8.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/10/13,8.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/11/13,8.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/12/13,8.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/13/13,8.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/16/13,8.54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/17/13,8.71,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/18/13,8.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/19/13,8.91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/20/13,9.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/23/13,9.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/24/13,9.31,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/26/13,8.92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/27/13,9.07,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/30/13,9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0
12/31/13,9.16,16.6805,4.1551,6.6887,3.1389,1.7364,#N/A N/A,#N/A N/A,12.5999,0
1/2/14,9.14,16.644,4.146,6.6741,3.1297,1.7326,#N/A N/A,#N/A N/A,12.5629,0
1/3/14,9.09,16.553,4.1234,6.6376,3.1066,1.7231,#N/A N/A,#N/A N/A,12.4703,0
1/6/14,9.19,16.7351,4.1687,6.7106,3.1527,1.7421,#N/A N/A,#N/A N/A,12.6554,0
1/7/14,9.45,17.2086,4.2867,6.9004,3.2726,1.7913,#N/A N/A,#N/A N/A,13.1367,0
1/8/14,9.44,17.1903,4.2821,6.8931,3.268,1.7895,#N/A N/A,#N/A N/A,13.1182,0
1/9/14,9.47,17.245,4.2957,6.915,3.2819,1.7951,#N/A N/A,#N/A N/A,13.1737,0
1/10/14,9.49,17.2814,4.3048,6.9296,3.2911,1.7989,#N/A N/A,#N/A N/A,13.2107,0
1/13/14,9.21,16.7715,4.1778,6.7252,3.162,1.7459,#N/A N/A,#N/A N/A,12.6924,0
1/14/14,9.48,17.2632,4.3003,6.9223,3.2865,1.797,#N/A N/A,#N/A N/A,13.1922,0
1/15/14,9.51,17.3178,4.3139,6.9442,3.3003,1.8027,#N/A N/A,#N/A N/A,13.2478,0
1/16/14,9.58,17.4453,4.3456,6.9954,3.3326,1.816,#N/A N/A,#N/A N/A,13.3773,0
1/17/14,9.6,17.4817,4.3547,7.01,3.3418,1.8198,#N/A N/A,#N/A N/A,13.4144,0
1/21/14,9.73,17.7184,4.4137,7.1049,3.4018,1.8444,#N/A N/A,#N/A N/A,13.655,0
1/22/14,9.61,17.4999,4.3592,7.0173,3.3464,1.8217,#N/A N/A,#N/A N/A,13.4329,0
1/23/14,9.73,17.7184,4.4137,7.1049,3.4018,1.8444,#N/A N/A,#N/A N/A,13.655,0
1/24/14,9.4,17.1175,4.264,6.8639,3.2496,1.7819,#N/A N/A,#N/A N/A,13.0441,0
1/27/14,9.24,16.8261,4.1914,6.7471,3.1758,1.7515,#N/A N/A,#N/A N/A,12.748,0
1/28/14,9.23,16.8079,4.1869,6.7398,3.1712,1.7496,#N/A N/A,#N/A N/A,12.7295,0
1/29/14,9.08,16.5348,4.1188,6.6302,3.102,1.7212,#N/A N/A,#N/A N/A,12.4518,0
1/30/14,9.3,16.9354,4.2186,6.7909,3.2035,1.7629,#N/A N/A,#N/A N/A,12.859,0
1/31/14,9.21,16.7715,4.1778,6.7252,3.162,1.7459,#N/A N/A,#N/A N/A,12.6924,0
2/3/14,8.86,16.1342,4.019,6.4696,3.0006,1.6795,#N/A N/A,#N/A N/A,12.0446,0
2/4/14,8.83,16.0795,4.0054,6.4477,2.9867,1.6738,#N/A N/A,#N/A N/A,11.989,0
2/5/14,8.53,15.5332,3.8693,6.2286,2.8484,1.617,#N/A N/A,#N/A N/A,11.4337,0
2/6/14,8.39,15.2783,3.8058,6.1264,2.7838,1.5904,#N/A N/A,#N/A N/A,11.1745,0
2/7/14,8.45,15.3875,3.833,6.1702,2.8115,1.6018,#N/A N/A,#N/A N/A,11.2856,0
2/10/14,8.46,15.4058,3.8376,6.1775,2.8161,1.6037,#N/A N/A,#N/A N/A,11.3041,0
2/11/14,8.5,15.4786,3.8557,6.2067,2.8345,1.6113,#N/A N/A,#N/A N/A,11.3782,0
2/12/14,8.44,15.3693,3.8285,6.1629,2.8069,1.5999,#N/A N/A,#N/A N/A,11.2671,0
2/13/14,8.71,15.861,3.951,6.3601,2.9314,1.6511,#N/A N/A,#N/A N/A,11.7669,0
2/14/14,8.69,15.8246,3.9419,6.3455,2.9222,1.6473,#N/A N/A,#N/A N/A,11.7299,0
2/18/14,8.47,15.424,3.8421,6.1848,2.8207,1.6056,#N/A N/A,#N/A N/A,11.3226,0
2/19/14,8.48,15.4422,3.8467,6.1921,2.8253,1.6075,#N/A N/A,#N/A N/A,11.3411,0
2/20/14,8.5,15.4786,3.8557,6.2067,2.8345,1.6113,#N/A N/A,#N/A N/A,11.3782,0
2/21/14,8.46,15.4058,3.8376,6.1775,2.8161,1.6037,#N/A N/A,#N/A N/A,11.3041,0
2/24/14,8.44,15.3693,3.8285,6.1629,2.8069,1.5999,#N/A N/A,#N/A N/A,11.2671,0
2/25/14,8.3,15.1144,3.765,6.0607,2.7423,1.5734,#N/A N/A,#N/A N/A,11.008,0
2/26/14,8.41,15.3147,3.8149,6.141,2.793,1.5942,#N/A N/A,#N/A N/A,11.2116,0
2/27/14,8.45,15.3875,3.833,6.1702,2.8115,1.6018,#N/A N/A,#N/A N/A,11.2856,0
2/28/14,8.28,15.078,3.7559,6.0461,2.7331,1.5696,#N/A N/A,#N/A N/A,10.9709,0
3/3/14,8.33,15.169,3.7786,6.0826,2.7562,1.579,#N/A N/A,#N/A N/A,11.0635,0
3/4/14,8.61,15.6789,3.9056,6.2871,2.8853,1.6321,#N/A N/A,#N/A N/A,11.5818,0
3/5/14,8.33,15.169,3.7786,6.0826,2.7562,1.579,#N/A N/A,#N/A N/A,11.0635,0
3/6/14,8.29,15.0962,3.7605,6.0534,2.7377,1.5715,#N/A N/A,#N/A N/A,10.9894,0
3/7/14,8.23,14.9869,3.7333,6.0096,2.71,1.5601,#N/A N/A,#N/A N/A,10.8784,0
3/10/14,8.47,15.424,3.8421,6.1848,2.8207,1.6056,#N/A N/A,#N/A N/A,11.3226,0
3/11/14,8.68,15.8064,3.9374,6.3382,2.9176,1.6454,#N/A N/A,#N/A N/A,11.7114,0
3/12/14,8.53,15.5332,3.8693,6.2286,2.8484,1.617,#N/A N/A,#N/A N/A,11.4337,0
3/13/14,8.44,15.3693,3.8285,6.1629,2.8069,1.5999,#N/A N/A,#N/A N/A,11.2671,0
3/14/14,8.02,14.6045,3.638,5.8562,2.6132,1.5203,#N/A N/A,#N/A N/A,10.4896,0
3/17/14,8.22,14.9687,3.7287,6.0023,2.7054,1.5582,#N/A N/A,#N/A N/A,10.8599,0
3/18/14,8.3,15.1144,3.765,6.0607,2.7423,1.5734,#N/A N/A,#N/A N/A,11.008,0
3/19/14,8.32,15.1508,3.7741,6.0753,2.7515,1.5771,#N/A N/A,#N/A N/A,11.045,0
3/20/14,8.2,14.9323,3.7196,5.9877,2.6962,1.5544,#N/A N/A,#N/A N/A,10.8228,0
3/21/14,8.15,14.8412,3.697,5.9512,2.6731,1.5449,#N/A N/A,#N/A N/A,10.7303,0
3/24/14,8,14.5681,3.6289,5.8416,2.604,1.5165,#N/A N/A,#N/A N/A,10.4526,0
3/25/14,7.99,14.5499,3.6244,5.8343,2.5994,1.5146,#N/A N/A,#N/A N/A,10.4341,0
3/26/14,7.95,14.477,3.6062,5.8051,2.5809,1.507,#N/A N/A,#N/A N/A,10.3601,0
3/27/14,7.9,14.386,3.5836,5.7686,2.5579,1.4975,#N/A N/A,#N/A N/A,10.2675,0
3/28/14,7.9,14.386,3.5836,5.7686,2.5579,1.4975,#N/A N/A,#N/A N/A,10.2675,0
3/31/14,8,30.4475,4.544,5.766,3.3874,1.5636,#N/A N/A,#N/A N/A,22.6968,0
4/1/14,8.38,31.8937,4.7599,6.0399,3.6069,1.6378,#N/A N/A,#N/A N/A,24.1674,0
4/2/14,8.54,32.5027,4.8507,6.1552,3.6993,1.6691,#N/A N/A,#N/A N/A,24.7866,0
4/3/14,8.75,33.3019,4.97,6.3065,3.8206,1.7102,#N/A N/A,#N/A N/A,25.5993,0
4/4/14,8.87,33.7586,5.0382,6.393,3.8899,1.7336,#N/A N/A,#N/A N/A,26.0637,0
4/7/14,9.08,34.5579,5.1575,6.5444,4.0112,1.7747,#N/A N/A,#N/A N/A,26.8763,0
4/8/14,9,34.2534,5.112,6.4867,3.9649,1.759,#N/A N/A,#N/A N/A,26.5667,0
4/9/14,9.4,35.7758,5.3392,6.775,4.196,1.8372,#N/A N/A,#N/A N/A,28.1147,0
4/10/14,9.45,35.9661,5.3676,6.8111,4.2249,1.847,#N/A N/A,#N/A N/A,28.3082,0
4/11/14,9.3,35.3952,5.2824,6.7029,4.1382,1.8177,#N/A N/A,#N/A N/A,27.7277,0
4/14/14,9.3,35.3952,5.2824,6.7029,4.1382,1.8177,#N/A N/A,#N/A N/A,27.7277,0
4/15/14,9.2,35.0146,5.2256,6.6309,4.0805,1.7981,#N/A N/A,#N/A N/A,27.3407,0
4/16/14,9.12,34.7101,5.1802,6.5732,4.0343,1.7825,#N/A N/A,#N/A N/A,27.0311,0
4/17/14,9.35,35.5855,5.3108,6.739,4.1671,1.8274,#N/A N/A,#N/A N/A,27.9212,0
4/21/14,9.22,35.0907,5.237,6.6453,4.092,1.802,#N/A N/A,#N/A N/A,27.4181,0
4/22/14,9.27,35.281,5.2654,6.6813,4.1209,1.8118,#N/A N/A,#N/A N/A,27.6116,0
4/23/14,9.3,35.3952,5.2824,6.7029,4.1382,1.8177,#N/A N/A,#N/A N/A,27.7277,0
4/24/14,8.95,34.0631,5.0836,6.4507,3.9361,1.7492,#N/A N/A,#N/A N/A,26.3732,0
4/25/14,8.5,32.3504,4.828,6.1263,3.6762,1.6613,#N/A N/A,#N/A N/A,24.6318,0
4/28/14,8.4,31.9699,4.7712,6.0543,3.6184,1.6417,#N/A N/A,#N/A N/A,24.2448,0
4/29/14,8.05,30.6378,4.5724,5.802,3.4163,1.5733,#N/A N/A,#N/A N/A,22.8903,0
4/30/14,8.05,30.6378,4.5724,5.802,3.4163,1.5733,#N/A N/A,#N/A N/A,22.8903,0
5/1/14,7.9,30.0669,4.4872,5.6939,3.3296,1.544,#N/A N/A,#N/A N/A,22.3098,0
5/2/14,7.7,29.3057,4.3736,5.5497,3.2141,1.5049,#N/A N/A,#N/A N/A,21.5358,0
5/5/14,7.5,28.5445,4.26,5.4056,3.0986,1.4658,#N/A N/A,#N/A N/A,20.7618,0
5/6/14,7.5,28.5445,4.26,5.4056,3.0986,1.4658,#N/A N/A,#N/A N/A,20.7618,0
5/7/14,7.5,28.5445,4.26,5.4056,3.0986,1.4658,#N/A N/A,#N/A N/A,20.7618,0
5/8/14,7.3,27.7833,4.1464,5.2614,2.9831,1.4268,#N/A N/A,#N/A N/A,19.9879,0
5/9/14,7.37,28.0497,4.1862,5.3119,3.0235,1.4404,#N/A N/A,#N/A N/A,20.2588,0
5/12/14,7.45,28.3542,4.2316,5.3696,3.0697,1.4561,#N/A N/A,#N/A N/A,20.5684,0
5/13/14,7.4,28.1639,4.2032,5.3335,3.0408,1.4463,#N/A N/A,#N/A N/A,20.3749,0
5/14/14,7.25,27.593,4.118,5.2254,2.9542,1.417,#N/A N/A,#N/A N/A,19.7944,0
5/15/14,7.15,27.2124,4.0612,5.1533,2.8964,1.3974,#N/A N/A,#N/A N/A,19.4074,0
5/16/14,7.15,27.2124,4.0612,5.1533,2.8964,1.3974,#N/A N/A,#N/A N/A,19.4074,0
5/19/14,7.5,28.5445,4.26,5.4056,3.0986,1.4658,#N/A N/A,#N/A N/A,20.7618,0
5/20/14,7.15,27.2124,4.0612,5.1533,2.8964,1.3974,#N/A N/A,#N/A N/A,19.4074,0
5/21/14,7.15,27.2124,4.0612,5.1533,2.8964,1.3974,#N/A N/A,#N/A N/A,19.4074,0
5/22/14,7.18,27.3266,4.0783,5.175,2.9138,1.4033,#N/A N/A,#N/A N/A,19.5235,0
5/23/14,7.5,28.5445,4.26,5.4056,3.0986,1.4658,#N/A N/A,#N/A N/A,20.7618,0
5/27/14,7.5,28.5445,4.26,5.4056,3.0986,1.4658,#N/A N/A,#N/A N/A,20.7618,0
5/28/14,7.4,28.1639,4.2032,5.3335,3.0408,1.4463,#N/A N/A,#N/A N/A,20.3749,0
5/29/14,7.35,27.9736,4.1748,5.2975,3.012,1.4365,#N/A N/A,#N/A N/A,20.1814,0
5/30/14,7.49,28.5065,4.2543,5.3984,3.0928,1.4639,#N/A N/A,#N/A N/A,20.7231,0
6/2/14,7.37,28.0497,4.1862,5.3119,3.0235,1.4404,#N/A N/A,#N/A N/A,20.2588,0
6/3/14,7.38,28.0878,4.1919,5.3191,3.0293,1.4424,#N/A N/A,#N/A N/A,20.2975,0
6/4/14,7.4,28.1639,4.2032,5.3335,3.0408,1.4463,#N/A N/A,#N/A N/A,20.3749,0
6/5/14,7.38,28.0878,4.1919,5.3191,3.0293,1.4424,#N/A N/A,#N/A N/A,20.2975,0
6/6/14,7.38,28.0878,4.1919,5.3191,3.0293,1.4424,#N/A N/A,#N/A N/A,20.2975,0
6/9/14,7.4,28.1639,4.2032,5.3335,3.0408,1.4463,#N/A N/A,#N/A N/A,20.3749,0
6/10/14,7.35,27.9736,4.1748,5.2975,3.012,1.4365,#N/A N/A,#N/A N/A,20.1814,0
6/11/14,7.48,28.4684,4.2487,5.3912,3.087,1.4619,#N/A N/A,#N/A N/A,20.6844,0
6/12/14,7.45,28.3542,4.2316,5.3696,3.0697,1.4561,#N/A N/A,#N/A N/A,20.5684,0
6/13/14,7.4,28.1639,4.2032,5.3335,3.0408,1.4463,#N/A N/A,#N/A N/A,20.3749,0
6/16/14,7.38,28.0878,4.1919,5.3191,3.0293,1.4424,#N/A N/A,#N/A N/A,20.2975,0
6/17/14,7.41,28.202,4.2089,5.3407,3.0466,1.4483,#N/A N/A,#N/A N/A,20.4136,0
6/18/14,7.36,28.0117,4.1805,5.3047,3.0177,1.4385,#N/A N/A,#N/A N/A,20.2201,0
6/19/14,7.38,28.0878,4.1919,5.3191,3.0293,1.4424,#N/A N/A,#N/A N/A,20.2975,0
6/20/14,7.4,28.1639,4.2032,5.3335,3.0408,1.4463,#N/A N/A,#N/A N/A,20.3749,0
6/23/14,7.48,28.4684,4.2487,5.3912,3.087,1.4619,#N/A N/A,#N/A N/A,20.6844,0
6/24/14,8,30.4475,4.544,5.766,3.3874,1.5636,#N/A N/A,#N/A N/A,22.6968,0
6/25/14,8.45,32.1601,4.7996,6.0903,3.6473,1.6515,#N/A N/A,#N/A N/A,24.4383,0
6/26/14,8.3,31.5893,4.7144,5.9822,3.5606,1.6222,#N/A N/A,#N/A N/A,23.8578,0
6/27/14,8.2,31.2087,4.6576,5.9101,3.5029,1.6027,#N/A N/A,#N/A N/A,23.4708,0
6/30/14,7.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.2875,#N/A N/A,#N/A N/A,#N/A N/A,0
7/1/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
7/2/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
7/3/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
7/7/14,7.9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3425,#N/A N/A,#N/A N/A,#N/A N/A,0
7/8/14,7.93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3589,#N/A N/A,#N/A N/A,#N/A N/A,0
7/9/14,7.78,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.2765,#N/A N/A,#N/A N/A,#N/A N/A,0
7/10/14,8.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4799,#N/A N/A,#N/A N/A,#N/A N/A,0
7/11/14,8.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.8097,#N/A N/A,#N/A N/A,#N/A N/A,0
7/14/14,9.27,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.0955,#N/A N/A,#N/A N/A,#N/A N/A,0
7/15/14,9.09,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.9966,#N/A N/A,#N/A N/A,#N/A N/A,0
7/16/14,8.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.8372,#N/A N/A,#N/A N/A,#N/A N/A,0
7/17/14,8.7,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.7822,#N/A N/A,#N/A N/A,#N/A N/A,0
7/18/14,8.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.7272,#N/A N/A,#N/A N/A,#N/A N/A,0
7/21/14,8.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.9361,#N/A N/A,#N/A N/A,#N/A N/A,0
7/22/14,9.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.0296,#N/A N/A,#N/A N/A,#N/A N/A,0
7/23/14,9.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,5.0076,#N/A N/A,#N/A N/A,#N/A N/A,0
7/24/14,9,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.9471,#N/A N/A,#N/A N/A,#N/A N/A,0
7/25/14,8.92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.9031,#N/A N/A,#N/A N/A,#N/A N/A,0
7/28/14,8.75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.8097,#N/A N/A,#N/A N/A,#N/A N/A,0
7/29/14,8.6,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.7272,#N/A N/A,#N/A N/A,#N/A N/A,0
7/30/14,8.51,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.6778,#N/A N/A,#N/A N/A,#N/A N/A,0
7/31/14,8.42,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.6283,#N/A N/A,#N/A N/A,#N/A N/A,0
8/1/14,8.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5898,#N/A N/A,#N/A N/A,#N/A N/A,0
8/4/14,8.35,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5898,#N/A N/A,#N/A N/A,#N/A N/A,0
8/5/14,8.44,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.6393,#N/A N/A,#N/A N/A,#N/A N/A,0
8/6/14,8.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5348,#N/A N/A,#N/A N/A,#N/A N/A,0
8/7/14,8.23,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5238,#N/A N/A,#N/A N/A,#N/A N/A,0
8/8/14,8.23,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5238,#N/A N/A,#N/A N/A,#N/A N/A,0
8/11/14,8.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5348,#N/A N/A,#N/A N/A,#N/A N/A,0
8/12/14,8.15,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4799,#N/A N/A,#N/A N/A,#N/A N/A,0
8/13/14,8.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5074,#N/A N/A,#N/A N/A,#N/A N/A,0
8/14/14,8.25,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5348,#N/A N/A,#N/A N/A,#N/A N/A,0
8/15/14,8.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5293,#N/A N/A,#N/A N/A,#N/A N/A,0
8/18/14,8.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5293,#N/A N/A,#N/A N/A,#N/A N/A,0
8/19/14,8.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5074,#N/A N/A,#N/A N/A,#N/A N/A,0
8/20/14,8.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5129,#N/A N/A,#N/A N/A,#N/A N/A,0
8/21/14,8.21,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5129,#N/A N/A,#N/A N/A,#N/A N/A,0
8/22/14,8.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5074,#N/A N/A,#N/A N/A,#N/A N/A,0
8/25/14,8.12,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4634,#N/A N/A,#N/A N/A,#N/A N/A,0
8/26/14,8.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4964,#N/A N/A,#N/A N/A,#N/A N/A,0
8/27/14,8.11,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4579,#N/A N/A,#N/A N/A,#N/A N/A,0
8/28/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
8/29/14,8.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4524,#N/A N/A,#N/A N/A,#N/A N/A,0
9/2/14,8.06,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4304,#N/A N/A,#N/A N/A,#N/A N/A,0
9/3/14,8.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4524,#N/A N/A,#N/A N/A,#N/A N/A,0
9/4/14,7.89,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.337,#N/A N/A,#N/A N/A,#N/A N/A,0
9/5/14,7.83,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.304,#N/A N/A,#N/A N/A,#N/A N/A,0
9/8/14,7.85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.315,#N/A N/A,#N/A N/A,#N/A N/A,0
9/9/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
9/10/14,8.1,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4524,#N/A N/A,#N/A N/A,#N/A N/A,0
9/11/14,8.24,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5293,#N/A N/A,#N/A N/A,#N/A N/A,0
9/12/14,8.2,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.5074,#N/A N/A,#N/A N/A,#N/A N/A,0
9/15/14,8.05,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4249,#N/A N/A,#N/A N/A,#N/A N/A,0
9/16/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
9/17/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
9/18/14,7.98,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3864,#N/A N/A,#N/A N/A,#N/A N/A,0
9/19/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
9/22/14,8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3974,#N/A N/A,#N/A N/A,#N/A N/A,0
9/23/14,8.04,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.4194,#N/A N/A,#N/A N/A,#N/A N/A,0
9/24/14,7.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3699,#N/A N/A,#N/A N/A,#N/A N/A,0
9/25/14,7.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3699,#N/A N/A,#N/A N/A,#N/A N/A,0
9/26/14,7.95,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.3699,#N/A N/A,#N/A N/A,#N/A N/A,0
9/29/14,7.8,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.2875,#N/A N/A,#N/A N/A,#N/A N/A,0
9/30/14,7.76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3.0135,#N/A N/A,#N/A N/A,#N/A N/A,0
