date,_TYPE_,_FREQ_,total_volume
12/12/2008,1,357,742342
12/15/2008,1,338,672663
12/16/2008,1,367,859833
12/17/2008,1,345,668444
12/18/2008,1,397,767351
12/19/2008,1,387,619677
12/22/2008,1,299,333271
12/23/2008,1,287,329002
12/24/2008,1,223,100893
12/26/2008,1,235,122264
12/29/2008,1,273,318198
12/30/2008,1,309,252066
12/31/2008,1,329,453239
01/02/2009,1,299,613117
01/05/2009,1,244,240908
01/06/2009,1,259,350504
01/07/2009,1,255,431254
01/08/2009,1,232,173339
01/09/2009,1,228,131703
01/12/2009,1,288,332741
01/13/2009,1,250,265239
01/14/2009,1,350,592723
01/15/2009,1,353,555875
01/16/2009,1,305,422606
01/20/2009,1,359,628170
01/21/2009,1,333,607296
01/22/2009,1,309,833106
01/23/2009,1,276,547984
01/26/2009,1,298,727339
01/27/2009,1,274,386964
01/28/2009,1,331,613472
01/29/2009,1,262,510228
01/30/2009,1,306,903913
02/02/2009,1,283,473684
02/03/2009,1,262,457458
02/04/2009,1,283,699316
02/05/2009,1,289,778510
02/06/2009,1,323,862629
02/09/2009,1,281,467962
02/10/2009,1,309,1129505
02/11/2009,1,290,581209
02/12/2009,1,323,998795
02/13/2009,1,268,578896
02/17/2009,1,347,1014214
02/18/2009,1,323,744192
02/19/2009,1,336,918053
02/20/2009,1,529,1352504
02/23/2009,1,385,714210
02/24/2009,1,337,745218
02/25/2009,1,293,873956
02/26/2009,1,284,478714
02/27/2009,1,318,1002749
03/02/2009,1,405,1376948
03/03/2009,1,396,1127763
03/04/2009,1,347,664467
03/05/2009,1,363,1372037
03/06/2009,1,399,1079505
03/09/2009,1,336,841045
03/10/2009,1,376,854661
03/11/2009,1,335,708315
03/12/2009,1,344,1101568
03/13/2009,1,332,740935
03/16/2009,1,332,1041416
03/17/2009,1,318,924894
03/18/2009,1,384,1250325
03/19/2009,1,349,1266935
03/20/2009,1,344,1050988
03/23/2009,1,348,911863
03/24/2009,1,332,651950
03/25/2009,1,295,985001
03/26/2009,1,308,886873
03/27/2009,1,270,533627
03/30/2009,1,300,740095
03/31/2009,1,288,541247
04/01/2009,1,267,679555
04/02/2009,1,318,1026512
04/03/2009,1,262,673604
04/06/2009,1,256,569004
04/07/2009,1,257,643389
04/08/2009,1,264,643952
04/09/2009,1,281,773874
04/13/2009,1,261,610630
04/14/2009,1,272,734701
04/15/2009,1,245,786297
04/16/2009,1,295,864373
04/17/2009,1,290,873583
04/20/2009,1,291,727621
04/21/2009,1,288,837017
04/22/2009,1,270,653590
04/23/2009,1,248,546901
04/24/2009,1,299,690760
04/27/2009,1,240,570122
04/28/2009,1,248,532089
04/29/2009,1,300,624411
04/30/2009,1,333,643807
05/01/2009,1,300,704208
05/04/2009,1,352,704265
05/05/2009,1,292,504056
05/06/2009,1,344,827365
05/07/2009,1,322,1072850
05/08/2009,1,356,1201187
05/11/2009,1,302,812757
05/12/2009,1,270,865239
05/13/2009,1,289,968943
05/14/2009,1,279,842884
05/15/2009,1,304,912773
05/18/2009,1,323,587609
05/19/2009,1,344,511507
05/20/2009,1,336,763006
05/21/2009,1,301,841730
05/22/2009,1,306,590000
05/26/2009,1,331,611253
05/27/2009,1,296,610661
05/28/2009,1,271,587394
05/29/2009,1,305,568957
06/01/2009,1,351,949464
06/02/2009,1,300,599499
06/03/2009,1,284,559018
06/04/2009,1,259,508454
06/05/2009,1,320,780340
06/08/2009,1,336,749309
06/09/2009,1,276,508615
06/10/2009,1,291,562145
06/11/2009,1,288,767051
06/12/2009,1,262,582199
06/15/2009,1,302,1379941
06/16/2009,1,331,886600
06/17/2009,1,321,876255
06/18/2009,1,335,821186
06/19/2009,1,288,915660
06/22/2009,1,246,592460
06/23/2009,1,269,619469
06/24/2009,1,260,672925
06/25/2009,1,272,689866
06/26/2009,1,240,430019
06/29/2009,1,256,508816
06/30/2009,1,255,795680
07/01/2009,1,275,711628
07/02/2009,1,269,789991
07/06/2009,1,269,521114
07/07/2009,1,254,683478
07/08/2009,1,272,1112440
07/09/2009,1,241,747757
07/10/2009,1,224,707865
07/13/2009,1,279,953767
07/14/2009,1,233,648008
07/15/2009,1,283,1130632
07/16/2009,1,286,963293
07/17/2009,1,246,837657
07/20/2009,1,288,600318
07/21/2009,1,292,494288
07/22/2009,1,286,644004
07/23/2009,1,352,1737723
07/24/2009,1,307,698893
07/27/2009,1,290,474098
07/28/2009,1,290,568366
07/29/2009,1,264,644836
07/30/2009,1,323,899344
07/31/2009,1,280,647959
08/03/2009,1,329,771205
08/04/2009,1,334,598741
08/05/2009,1,279,656101
08/06/2009,1,306,641469
08/07/2009,1,347,1049619
08/10/2009,1,280,477747
08/11/2009,1,282,637626
08/12/2009,1,311,802445
08/13/2009,1,297,984874
08/14/2009,1,270,773348
08/17/2009,1,311,1059914
08/18/2009,1,284,996054
08/19/2009,1,309,931945
08/20/2009,1,313,879772
08/21/2009,1,341,921403
08/24/2009,1,372,640296
08/25/2009,1,351,694477
08/26/2009,1,342,634537
08/27/2009,1,315,799856
08/28/2009,1,323,676409
08/31/2009,1,312,644003
09/01/2009,1,365,1094821
09/02/2009,1,325,597242
09/03/2009,1,285,639685
09/04/2009,1,343,768857
09/08/2009,1,339,566018
09/09/2009,1,356,845668
09/10/2009,1,357,826549
09/11/2009,1,355,804319
09/14/2009,1,323,610792
09/15/2009,1,336,887136
09/16/2009,1,381,1134822
09/17/2009,1,365,1177938
09/18/2009,1,332,1371066
09/21/2009,1,300,453910
09/22/2009,1,293,394301
09/23/2009,1,333,791148
09/24/2009,1,324,832511
09/25/2009,1,291,661081
09/28/2009,1,295,557556
09/29/2009,1,264,556347
09/30/2009,1,314,907128
10/01/2009,1,295,1020616
10/02/2009,1,307,1057954
10/05/2009,1,270,461158
10/06/2009,1,293,848851
10/07/2009,1,230,551627
10/08/2009,1,302,707077
10/09/2009,1,240,502442
10/12/2009,1,271,614828
10/13/2009,1,227,502804
10/14/2009,1,303,906282
10/15/2009,1,284,697642
10/16/2009,1,293,756333
10/19/2009,1,329,689216
10/20/2009,1,289,1381719
10/21/2009,1,337,799451
10/22/2009,1,274,850407
10/23/2009,1,296,743145
10/26/2009,1,387,845828
10/27/2009,1,292,767553
10/28/2009,1,340,1113628
10/29/2009,1,289,878495
10/30/2009,1,365,1828132
11/02/2009,1,335,1128757
11/03/2009,1,284,698977
11/04/2009,1,309,954921
11/05/2009,1,310,749974
11/06/2009,1,298,849085
11/09/2009,1,343,1053533
11/10/2009,1,284,609294
11/11/2009,1,303,805592
11/12/2009,1,285,763013
11/13/2009,1,260,857441
11/16/2009,1,314,823959
11/17/2009,1,276,604364
11/18/2009,1,249,577762
11/19/2009,1,299,898578
11/20/2009,1,289,781876
11/23/2009,1,350,830445
11/24/2009,1,262,538246
11/25/2009,1,287,628080
11/27/2009,1,261,750738
11/30/2009,1,306,733495
12/01/2009,1,302,568871
12/02/2009,1,278,809709
12/03/2009,1,254,642199
12/04/2009,1,299,907255
12/07/2009,1,252,452391
12/08/2009,1,276,653543
12/09/2009,1,254,739764
12/10/2009,1,257,610493
12/11/2009,1,269,538864
12/14/2009,1,307,656933
12/15/2009,1,258,541568
12/16/2009,1,255,594490
12/17/2009,1,281,1465221
12/18/2009,1,276,1052297
12/21/2009,1,283,749792
12/22/2009,1,258,465051
12/23/2009,1,257,385972
12/24/2009,1,238,210110
12/28/2009,1,281,393696
12/29/2009,1,277,354587
12/30/2009,1,273,310736
12/31/2009,1,279,495043
01/04/2010,1,277,420947
01/05/2010,1,292,301145
01/06/2010,1,281,684868
01/07/2010,1,294,567403
01/08/2010,1,268,490448
01/11/2010,1,300,654826
01/12/2010,1,278,703869
01/13/2010,1,277,777051
01/14/2010,1,253,850072
01/15/2010,1,320,868994
01/19/2010,1,327,971102
01/20/2010,1,364,645650
01/21/2010,1,414,1084773
01/22/2010,1,377,1477983
01/25/2010,1,308,674365
01/26/2010,1,298,877483
01/27/2010,1,318,818623
01/28/2010,1,300,754995
01/29/2010,1,343,872742
02/01/2010,1,283,691348
02/02/2010,1,321,636200
02/03/2010,1,274,577871
02/04/2010,1,368,1353035
02/05/2010,1,421,2033232
02/08/2010,1,361,811518
02/09/2010,1,336,1069243
02/10/2010,1,278,850223
02/11/2010,1,310,911032
02/12/2010,1,288,918729
02/16/2010,1,323,795065
02/17/2010,1,290,868992
02/18/2010,1,313,980492
02/19/2010,1,318,1085976
02/22/2010,1,293,535054
02/23/2010,1,307,762779
02/24/2010,1,334,690442
02/25/2010,1,303,829921
02/26/2010,1,278,633648
03/01/2010,1,339,769841
03/02/2010,1,312,682504
03/03/2010,1,283,602254
03/04/2010,1,273,477956
03/05/2010,1,360,882950
03/08/2010,1,287,621112
03/09/2010,1,337,838074
03/10/2010,1,312,738297
03/11/2010,1,303,689596
03/12/2010,1,299,812996
03/15/2010,1,286,704174
03/16/2010,1,335,676640
03/17/2010,1,382,1197274
03/18/2010,1,309,880133
03/19/2010,1,319,986146
03/22/2010,1,308,791355
03/23/2010,1,309,675889
03/24/2010,1,285,598039
03/25/2010,1,350,864192
03/26/2010,1,316,791220
03/29/2010,1,291,576403
03/30/2010,1,268,696386
03/31/2010,1,313,791234
04/01/2010,1,289,716741
04/05/2010,1,304,630917
04/06/2010,1,282,557155
04/07/2010,1,312,784384
04/08/2010,1,264,722112
04/09/2010,1,269,743847
04/12/2010,1,272,625507
04/13/2010,1,287,1130086
04/14/2010,1,343,1046736
04/15/2010,1,336,877547
04/16/2010,1,375,2126637
04/19/2010,1,369,853456
04/20/2010,1,252,768630
04/21/2010,1,286,842331
04/22/2010,1,298,837400
04/23/2010,1,314,785747
04/26/2010,1,299,520964
04/27/2010,1,379,1233915
04/28/2010,1,336,1145281
04/29/2010,1,302,937865
04/30/2010,1,342,1227646
05/03/2010,1,362,792441
05/04/2010,1,400,2145388
05/05/2010,1,371,1848038
05/06/2010,1,586,3625069
05/07/2010,1,568,3428897
05/10/2010,1,474,1712426
05/11/2010,1,410,1313707
05/12/2010,1,362,1208196
05/13/2010,1,335,1012656
05/14/2010,1,458,2731144
05/17/2010,1,434,1185062
05/18/2010,1,404,1649301
05/19/2010,1,453,2135950
05/20/2010,1,540,3633219
05/21/2010,1,502,2998200
05/24/2010,1,456,964474
05/25/2010,1,508,1979356
05/26/2010,1,416,1629981
05/27/2010,1,433,1146759
05/28/2010,1,357,1115562
06/01/2010,1,382,769627
06/02/2010,1,374,904995
06/03/2010,1,378,1154172
06/04/2010,1,442,1337910
06/07/2010,1,446,1237445
06/08/2010,1,456,1542191
06/09/2010,1,455,998965
06/10/2010,1,418,1305104
06/11/2010,1,351,1028799
06/14/2010,1,392,908753
06/15/2010,1,426,1317680
06/16/2010,1,368,1194840
06/17/2010,1,367,1209364
06/18/2010,1,392,804126
06/21/2010,1,402,806391
06/22/2010,1,357,1107208
06/23/2010,1,392,842938
06/24/2010,1,405,986523
06/25/2010,1,371,1078630
06/28/2010,1,333,477881
06/29/2010,1,483,1898186
06/30/2010,1,423,1019746
07/01/2010,1,488,2073055
07/02/2010,1,417,983488
07/06/2010,1,381,1156374
07/07/2010,1,423,1272231
07/08/2010,1,408,945414
07/09/2010,1,363,856241
07/12/2010,1,323,659794
07/13/2010,1,348,1139756
07/14/2010,1,352,1025154
07/15/2010,1,366,1212386
07/16/2010,1,376,1890507
07/19/2010,1,329,828851
07/20/2010,1,357,890584
07/21/2010,1,340,955376
07/22/2010,1,417,1020162
07/23/2010,1,363,853818
07/26/2010,1,358,632887
07/27/2010,1,364,566873
07/28/2010,1,327,705976
07/29/2010,1,360,1017021
07/30/2010,1,353,930623
08/02/2010,1,389,818295
08/03/2010,1,317,772400
08/04/2010,1,300,578514
08/05/2010,1,311,677138
08/06/2010,1,361,1460780
08/09/2010,1,329,497860
08/10/2010,1,314,902622
08/11/2010,1,396,1527248
08/12/2010,1,349,1097445
08/13/2010,1,326,1022064
08/16/2010,1,344,1028824
08/17/2010,1,342,1122511
08/18/2010,1,301,836315
08/19/2010,1,375,1498972
08/20/2010,1,363,1325958
08/23/2010,1,374,813470
08/24/2010,1,468,1527526
08/25/2010,1,403,1209323
08/26/2010,1,421,1031165
08/27/2010,1,443,1255135
08/30/2010,1,368,663268
08/31/2010,1,405,863389
09/01/2010,1,438,1214929
09/02/2010,1,392,1040154
09/03/2010,1,450,1221580
09/07/2010,1,359,1043460
09/08/2010,1,346,843521
09/09/2010,1,368,895262
09/10/2010,1,359,1000950
09/13/2010,1,410,896518
09/14/2010,1,383,910056
09/15/2010,1,345,972393
09/16/2010,1,380,1318533
09/17/2010,1,441,1512518
09/20/2010,1,506,1371943
09/21/2010,1,393,1304571
09/22/2010,1,355,1167086
09/23/2010,1,365,1029792
09/24/2010,1,393,1228850
09/27/2010,1,310,822809
09/28/2010,1,342,998402
09/29/2010,1,325,878303
09/30/2010,1,444,1488728
10/01/2010,1,343,1054215
10/04/2010,1,344,1006923
10/05/2010,1,401,1397279
10/06/2010,1,378,1173328
10/07/2010,1,329,1134819
10/08/2010,1,372,1083052
10/11/2010,1,351,831302
10/12/2010,1,346,1347538
10/13/2010,1,403,1654433
10/14/2010,1,373,1409431
10/15/2010,1,372,1506370
10/18/2010,1,356,888501
10/19/2010,1,350,1155513
10/20/2010,1,340,913906
10/21/2010,1,416,1415462
10/22/2010,1,332,767247
10/25/2010,1,355,874383
10/26/2010,1,308,1077250
10/27/2010,1,336,1024397
10/28/2010,1,343,1191613
10/29/2010,1,304,1168973
11/01/2010,1,388,1198904
11/02/2010,1,334,1039364
11/03/2010,1,417,1474978
11/04/2010,1,463,1553061
11/05/2010,1,417,1200154
11/08/2010,1,348,863112
11/09/2010,1,413,1146377
11/10/2010,1,329,1245863
11/11/2010,1,354,1045113
11/12/2010,1,405,1938920
11/15/2010,1,331,1007587
11/16/2010,1,414,1919390
11/17/2010,1,309,1161952
11/18/2010,1,364,1409214
11/19/2010,1,323,1092862
11/22/2010,1,378,808210
11/23/2010,1,353,1091387
11/24/2010,1,336,927581
11/26/2010,1,314,558846
11/29/2010,1,400,1068187
11/30/2010,1,390,919634
12/01/2010,1,396,1073363
12/02/2010,1,465,1477469
12/03/2010,1,390,1108669
12/06/2010,1,378,629141
12/07/2010,1,412,1151670
12/08/2010,1,312,794499
12/09/2010,1,321,707944
12/10/2010,1,365,902274
12/13/2010,1,402,835165
12/14/2010,1,359,1586010
12/15/2010,1,374,955627
12/16/2010,1,379,1962581
12/17/2010,1,373,1063094
12/20/2010,1,426,839882
12/21/2010,1,417,711909
12/22/2010,1,379,667145
12/23/2010,1,408,1033845
12/27/2010,1,313,492874
12/28/2010,1,332,466499
12/29/2010,1,340,516379
12/30/2010,1,381,567177
12/31/2010,1,327,727258
01/03/2011,1,423,981613
01/04/2011,1,347,795474
01/05/2011,1,377,771900
01/06/2011,1,399,1008466
01/07/2011,1,401,1754794
01/10/2011,1,304,749353
01/11/2011,1,343,640660
01/12/2011,1,390,1312483
01/13/2011,1,357,897584
01/14/2011,1,388,1093306
01/18/2011,1,332,1725359
01/19/2011,1,399,1302267
01/20/2011,1,372,1328843
01/21/2011,1,407,1438700
01/24/2011,1,350,748693
01/25/2011,1,368,1347493
01/26/2011,1,364,1037800
01/27/2011,1,355,1428738
01/28/2011,1,470,2614614
01/31/2011,1,360,897285
02/01/2011,1,444,1830936
02/02/2011,1,355,975371
02/03/2011,1,346,1562577
02/04/2011,1,369,1059517
02/07/2011,1,401,939198
02/08/2011,1,374,704216
02/09/2011,1,359,1362481
02/10/2011,1,336,1332341
02/11/2011,1,368,1232559
02/14/2011,1,359,736341
02/15/2011,1,373,1349569
02/16/2011,1,416,1518543
02/17/2011,1,377,1410893
02/18/2011,1,414,1973940
02/22/2011,1,458,1723415
02/23/2011,1,445,1951773
02/24/2011,1,449,1688758
02/25/2011,1,429,1501242
02/28/2011,1,401,811880
03/01/2011,1,447,1516442
03/02/2011,1,397,1190489
03/03/2011,1,419,1345738
03/04/2011,1,438,1662396
03/07/2011,1,446,1298571
03/08/2011,1,454,1040865
03/09/2011,1,383,929127
03/10/2011,1,484,2228176
03/11/2011,1,420,1516559
03/14/2011,1,454,1489751
03/15/2011,1,495,2906338
03/16/2011,1,560,3751209
03/17/2011,1,480,2086197
03/18/2011,1,453,1961436
03/21/2011,1,467,1059705
03/22/2011,1,403,931640
03/23/2011,1,430,1061513
03/24/2011,1,430,1463020
03/25/2011,1,410,1717003
03/28/2011,1,406,1418273
03/29/2011,1,379,897278
03/30/2011,1,389,1044560
03/31/2011,1,350,1177156
04/01/2011,1,429,1432976
04/04/2011,1,321,1160017
04/05/2011,1,346,800874
04/06/2011,1,323,3267031
04/07/2011,1,417,1176871
04/08/2011,1,351,1439516
04/11/2011,1,336,1145949
04/12/2011,1,370,2047836
04/13/2011,1,342,1045867
04/14/2011,1,353,1538294
04/15/2011,1,374,1834554
04/18/2011,1,441,1604837
04/19/2011,1,395,925933
04/20/2011,1,409,1488449
04/21/2011,1,402,1129490
04/25/2011,1,340,538888
04/26/2011,1,424,1084246
04/27/2011,1,440,1159920
04/28/2011,1,405,1047218
04/29/2011,1,390,1316704
05/02/2011,1,459,1332898
05/03/2011,1,418,1110210
05/04/2011,1,412,1538886
05/05/2011,1,447,1891534
05/06/2011,1,457,2088028
05/09/2011,1,332,740939
05/10/2011,1,367,925523
05/11/2011,1,385,1167991
05/12/2011,1,372,1301135
05/13/2011,1,359,1265788
05/16/2011,1,350,1063011
05/17/2011,1,386,1691059
05/18/2011,1,386,1058345
05/19/2011,1,378,1212105
05/20/2011,1,423,2102451
05/23/2011,1,433,1408682
05/24/2011,1,381,933973
05/25/2011,1,377,1491770
05/26/2011,1,365,1244827
05/27/2011,1,406,1138695
05/31/2011,1,399,1194480
06/01/2011,1,440,1833878
06/02/2011,1,436,2261355
06/03/2011,1,460,1846511
06/06/2011,1,428,1414602
06/07/2011,1,370,1306071
06/08/2011,1,424,1684547
06/09/2011,1,383,1192453
06/10/2011,1,442,2336700
06/13/2011,1,394,1345162
06/14/2011,1,387,1210412
06/15/2011,1,413,2481315
06/16/2011,1,494,2721806
06/17/2011,1,436,2322694
06/20/2011,1,489,1175737
06/21/2011,1,461,2190013
06/22/2011,1,372,1300322
06/23/2011,1,491,2998828
06/24/2011,1,431,1646981
06/27/2011,1,386,1430898
06/28/2011,1,412,1686222
06/29/2011,1,410,2673081
06/30/2011,1,464,2717169
07/01/2011,1,518,2108126
07/05/2011,1,426,1338886
07/06/2011,1,364,1220191
07/07/2011,1,436,2212080
07/08/2011,1,404,1872846
07/11/2011,1,416,2200735
07/12/2011,1,404,1787160
07/13/2011,1,422,1732056
07/14/2011,1,442,2828992
07/15/2011,1,394,2518956
07/18/2011,1,463,1500366
07/19/2011,1,384,1368109
07/20/2011,1,342,1064372
07/21/2011,1,460,1765104
07/22/2011,1,392,1190448
07/25/2011,1,391,1352450
07/26/2011,1,382,1059588
07/27/2011,1,482,3106887
07/28/2011,1,481,1984726
07/29/2011,1,537,2864649
08/01/2011,1,532,2596824
08/02/2011,1,513,3007134
08/03/2011,1,581,4028974
08/04/2011,1,677,5805637
08/05/2011,1,702,5173440
08/08/2011,1,760,5944839
08/09/2011,1,714,4742528
08/10/2011,1,657,4113631
08/11/2011,1,632,3075877
08/12/2011,1,588,2332440
08/15/2011,1,538,2084212
08/16/2011,1,558,1841807
08/17/2011,1,550,2332721
08/18/2011,1,650,4169942
08/19/2011,1,600,4062269
08/22/2011,1,574,1652567
08/23/2011,1,562,1969184
08/24/2011,1,527,1836519
08/25/2011,1,537,2298254
08/26/2011,1,585,2886657
08/29/2011,1,528,1516128
08/30/2011,1,509,1605264
08/31/2011,1,592,2190211
09/01/2011,1,571,1741091
09/02/2011,1,528,2436154
09/06/2011,1,571,2425139
09/07/2011,1,491,1767364
09/08/2011,1,449,1820661
09/09/2011,1,579,4082634
09/12/2011,1,539,2409060
09/13/2011,1,492,1910455
09/14/2011,1,517,2296089
09/15/2011,1,513,2468955
09/16/2011,1,511,2918855
09/19/2011,1,420,1783701
09/20/2011,1,440,1960240
09/21/2011,1,459,1947977
09/22/2011,1,600,3666798
09/23/2011,1,542,2584267
09/26/2011,1,493,1329620
09/27/2011,1,505,3424591
09/28/2011,1,448,1925234
09/29/2011,1,491,2056826
09/30/2011,1,525,2302312
10/03/2011,1,663,2353463
10/04/2011,1,619,3907804
10/05/2011,1,505,1891768
10/06/2011,1,552,2503148
10/07/2011,1,528,2406738
10/10/2011,1,482,2006994
10/11/2011,1,423,1453417
10/12/2011,1,509,2856191
10/13/2011,1,427,1645437
10/14/2011,1,429,1964567
10/17/2011,1,446,1477022
10/18/2011,1,460,2281759
10/19/2011,1,426,1763289
10/20/2011,1,418,2970389
10/21/2011,1,472,2193811
10/24/2011,1,510,1429388
10/25/2011,1,502,1524939
10/26/2011,1,515,1479154
10/27/2011,1,632,3450416
10/28/2011,1,459,1464235
10/31/2011,1,458,1599196
11/01/2011,1,606,3410881
11/02/2011,1,507,1279574
11/03/2011,1,589,1703207
11/04/2011,1,443,1770947
11/07/2011,1,449,1219277
11/08/2011,1,532,2346013
11/09/2011,1,546,3014343
11/10/2011,1,492,1816253
11/11/2011,1,492,1690150
11/14/2011,1,485,1417870
11/15/2011,1,455,1713800
11/16/2011,1,465,1976991
11/17/2011,1,545,3151713
11/18/2011,1,495,2083812
11/21/2011,1,545,2126846
11/22/2011,1,487,1386518
11/23/2011,1,546,2048205
11/25/2011,1,447,922096
11/28/2011,1,505,1281126
11/29/2011,1,484,1203442
11/30/2011,1,563,2063710
12/01/2011,1,463,1503902
12/02/2011,1,496,1652847
12/05/2011,1,487,1374855
12/06/2011,1,435,1133586
12/07/2011,1,503,1174412
12/08/2011,1,495,1640173
12/09/2011,1,503,1784321
12/12/2011,1,454,1148945
12/13/2011,1,491,1550083
12/14/2011,1,455,1703666
12/15/2011,1,416,1538981
12/16/2011,1,456,1989372
12/19/2011,1,489,1422994
12/20/2011,1,481,1198367
12/21/2011,1,478,980141
12/22/2011,1,502,926347
12/23/2011,1,497,834309
12/27/2011,1,378,623939
12/28/2011,1,414,770816
12/29/2011,1,383,817190
12/30/2011,1,412,887519
01/03/2012,1,488,1082643
01/04/2012,1,429,813185
01/05/2012,1,435,960163
01/06/2012,1,439,1039229
01/09/2012,1,450,731634
01/10/2012,1,470,1373383
01/11/2012,1,421,957368
01/12/2012,1,430,923179
01/13/2012,1,448,1540244
01/17/2012,1,530,1154135
01/18/2012,1,484,975374
01/19/2012,1,502,1412821
01/20/2012,1,465,1394917
01/23/2012,1,509,1131932
01/24/2012,1,419,1285756
01/25/2012,1,468,1240399
01/26/2012,1,490,1400061
01/27/2012,1,458,1225786
01/30/2012,1,449,1003627
01/31/2012,1,420,947552
02/01/2012,1,524,1373533
02/02/2012,1,473,909260
02/03/2012,1,575,1794167
02/06/2012,1,468,817526
02/07/2012,1,479,1216149
02/08/2012,1,457,1339110
02/09/2012,1,439,1258491
02/10/2012,1,547,2439911
02/13/2012,1,408,1273185
02/14/2012,1,458,1600353
02/15/2012,1,454,1635549
02/16/2012,1,505,1423223
02/17/2012,1,512,1782083
02/21/2012,1,470,1017703
02/22/2012,1,402,973439
02/23/2012,1,499,938690
02/24/2012,1,505,1441082
02/27/2012,1,472,938777
02/28/2012,1,433,1052127
02/29/2012,1,493,1246813
03/01/2012,1,461,1418392
03/02/2012,1,424,1217257
03/05/2012,1,410,1096886
03/06/2012,1,506,2067258
03/07/2012,1,430,1064264
03/08/2012,1,449,1349921
03/09/2012,1,483,1408687
03/12/2012,1,440,1296546
03/13/2012,1,544,1687565
03/14/2012,1,490,1595055
03/15/2012,1,491,1515638
03/16/2012,1,471,1725820
03/19/2012,1,510,1518570
03/20/2012,1,451,1107783
03/21/2012,1,442,1467689
03/22/2012,1,473,1680109
03/23/2012,1,455,1629401
03/26/2012,1,480,1166054
03/27/2012,1,463,1219707
03/28/2012,1,423,1519302
03/29/2012,1,441,1648570
03/30/2012,1,419,1622917
04/02/2012,1,452,1050575
04/03/2012,1,386,981110
04/04/2012,1,434,1946400
04/05/2012,1,368,1298428
04/09/2012,1,433,1260501
04/10/2012,1,531,2574448
04/11/2012,1,413,1365829
04/12/2012,1,402,1488122
04/13/2012,1,378,1363752
04/16/2012,1,387,1559731
04/17/2012,1,389,1490220
04/18/2012,1,371,1242072
04/19/2012,1,362,2073093
04/20/2012,1,380,1402971
04/23/2012,1,411,1225263
04/24/2012,1,370,646644
04/25/2012,1,438,1059522
04/26/2012,1,447,1377976
04/27/2012,1,440,1424323
04/30/2012,1,414,815496
05/01/2012,1,459,1046372
05/02/2012,1,364,1070605
05/03/2012,1,445,1312806
05/04/2012,1,498,1907282
05/07/2012,1,432,1129322
05/08/2012,1,467,2257511
05/09/2012,1,508,1935661
05/10/2012,1,394,1133893
05/11/2012,1,406,1498657
05/14/2012,1,468,1821931
05/15/2012,1,485,1538858
05/16/2012,1,518,2080868
05/17/2012,1,573,3482871
05/18/2012,1,627,3190346
05/21/2012,1,552,1295994
05/22/2012,1,530,1477922
05/23/2012,1,570,1642872
05/24/2012,1,484,1273219
05/25/2012,1,455,1205604
05/29/2012,1,519,1076728
05/30/2012,1,425,1200243
05/31/2012,1,501,1553390
06/01/2012,1,654,2615408
06/04/2012,1,567,1491255
06/05/2012,1,526,1244465
06/06/2012,1,561,1976193
06/07/2012,1,542,2008954
06/08/2012,1,489,1331077
06/11/2012,1,460,1253168
06/12/2012,1,503,1495193
06/13/2012,1,453,1772935
06/14/2012,1,502,1719842
06/15/2012,1,537,2116422
06/18/2012,1,534,1348951
06/19/2012,1,551,1970499
06/20/2012,1,497,1896957
06/21/2012,1,539,2154740
06/22/2012,1,456,1440325
06/25/2012,1,453,1510395
06/26/2012,1,402,1070437
06/27/2012,1,414,1032951
06/28/2012,1,429,1555756
06/29/2012,1,567,2067479
07/02/2012,1,479,1011178
07/03/2012,1,406,1007263
07/05/2012,1,444,1051570
07/06/2012,1,459,1479752
07/09/2012,1,393,990595
07/10/2012,1,462,1539262
07/11/2012,1,383,1139269
07/12/2012,1,393,1405935
07/13/2012,1,458,1359115
07/16/2012,1,368,779047
07/17/2012,1,457,1231305
07/18/2012,1,466,1455404
07/19/2012,1,447,1423701
07/20/2012,1,445,1695239
07/23/2012,1,550,1453341
07/24/2012,1,511,1317494
07/25/2012,1,527,894192
07/26/2012,1,481,1414203
07/27/2012,1,587,2237072
07/30/2012,1,431,1004840
07/31/2012,1,455,991480
08/01/2012,1,423,1214642
08/02/2012,1,475,1780488
08/03/2012,1,612,1810627
08/06/2012,1,480,912927
08/07/2012,1,505,1051879
08/08/2012,1,428,903333
08/09/2012,1,462,1040748
08/10/2012,1,427,1108006
08/13/2012,1,443,847487
08/14/2012,1,463,877745
08/15/2012,1,410,842088
08/16/2012,1,517,1390029
08/17/2012,1,509,1344210
08/20/2012,1,495,999181
08/21/2012,1,545,1268374
08/22/2012,1,495,1204349
08/23/2012,1,499,1236584
08/24/2012,1,447,1232292
08/27/2012,1,418,815891
08/28/2012,1,445,643510
08/29/2012,1,406,697306
08/30/2012,1,477,1126100
08/31/2012,1,557,1290819
09/04/2012,1,498,772600
09/05/2012,1,474,834821
09/06/2012,1,618,1764189
09/07/2012,1,563,1268236
09/10/2012,1,523,1069755
09/11/2012,1,437,1052403
09/12/2012,1,467,928178
09/13/2012,1,603,2508089
09/14/2012,1,629,2053079
09/17/2012,1,456,1007039
09/18/2012,1,467,945146
09/19/2012,1,466,1011900
09/20/2012,1,473,1309515
09/21/2012,1,488,1535801
09/24/2012,1,466,760195
09/25/2012,1,523,1260203
09/26/2012,1,505,1478175
09/27/2012,1,512,1066470
09/28/2012,1,512,1771804
10/01/2012,1,474,1074205
10/02/2012,1,462,904749
10/03/2012,1,397,845226
