Date,Price,P/B,P/S,P/E,P/EBITDA,P/FCF,EV/EBITDA,EV/B,EV/FCF,LTDebt/EV
6/11/2018,8.44,,1.7085,,,74.4809,,,89.3427,0
6/12/2018,8.75,,1.7712,,,77.2165,,,92.4052,0
6/13/2018,8.92,,1.8056,,,78.7167,,,94.0847,0
6/14/2018,8.9,,1.8016,,,78.5402,,,93.8871,0
6/15/2018,8.92,,1.8056,,,78.7167,,,94.0847,0
6/18/2018,8.98,,1.8178,,,79.2462,,,94.6774,0
6/19/2018,8.84,,1.7894,,,78.0107,,,93.2943,0
6/20/2018,8.82,,1.7854,,,77.8343,,,93.0968,0
6/21/2018,8.61,,1.7429,,,75.9811,,,91.0222,0
6/22/2018,8.52,,1.7246,,,75.1868,,,90.1331,0
6/25/2018,8.42,,1.7044,,,74.3044,,,89.1452,0
6/26/2018,9.23,,1.8684,,,81.4524,,,97.1471,0
6/27/2018,9.32,,1.8866,,,82.2466,,,98.0363,0
6/28/2018,9.15,,1.8522,,,80.7464,,,96.3568,0
6/29/2018,8.68,,1.4731,,,,,,,23.6175
7/2/2018,8.65,,1.468,,,,,,,23.669
7/3/2018,8.5,,1.4426,,,,,,,23.9302
7/5/2018,8.66,,1.4697,,,,,,,23.6518
7/6/2018,8.92,,1.5138,,,,,,,23.213
7/9/2018,8.89,,1.5088,,,,,,,23.2628
7/10/2018,8.4,,1.4256,,,,,,,24.1076
7/11/2018,8.46,,1.4358,,,,,,,24.0008
7/12/2018,8.48,,1.4392,,,,,,,23.9655
7/13/2018,8.52,,1.446,,,,,,,23.8951
7/16/2018,8.71,,1.4782,,,,,,,23.5661
7/17/2018,8.79,,1.4918,,,,,,,23.4304
7/18/2018,8.81,,1.4952,,,,,,,23.3966
7/19/2018,9,,1.5274,,,,,,,23.0812
7/20/2018,9,,1.5274,,,,,,,23.0812
7/23/2018,9.1,,1.5444,,,,,,,22.9186
7/24/2018,8.81,,1.4952,,,,,,,23.3966
7/25/2018,9.05,,1.5359,,,,,,,22.9996
7/26/2018,9,,1.5274,,,,,,,23.0812
7/27/2018,8.99,,1.5257,,,,,,,23.0976
7/30/2018,7.91,,1.3424,,,,,,,25.016
7/31/2018,8.02,,1.3611,,,,,,,24.8062
8/1/2018,8.09,,1.373,,,,,,,24.6745
8/2/2018,8.81,,1.4952,,,,,,,23.3966
8/3/2018,8.64,,1.4663,,,,,,,23.6863
8/6/2018,8.85,,1.502,,,,,,,23.3295
8/7/2018,8.82,,1.4969,,,,,,,23.3798
8/8/2018,8.46,,1.4358,,,,,,,24.0008
8/9/2018,9.24,,1.5682,,,,,,,22.6514
8/10/2018,9.4,,1.5953,,,,,,,22.4011
8/13/2018,9.23,,1.5665,,,,,,,22.6672
8/14/2018,8.92,,1.5138,,,,,,,23.1692
8/15/2018,8.52,,1.446,,,,,,,23.8508
8/16/2018,8.75,,1.485,,,,,,,23.4541
8/17/2018,8.42,,1.429,,,,,,,24.0275
8/20/2018,8.41,,1.4273,,,,,,,24.0453
8/21/2018,8.74,,1.4833,,,,,,,23.471
8/22/2018,8.83,,1.4986,,,,,,,23.3191
8/23/2018,8.86,,1.5037,,,,,,,23.269
8/24/2018,9.19,,1.5597,,,,,,,22.7308
8/27/2018,9.48,,1.6089,,,,,,,22.278
8/28/2018,9.63,,1.6343,,,,,,,22.0508
8/29/2018,9.85,,1.6717,,,,,,,21.7258
8/30/2018,9.9,,1.6802,,,,,,,21.6533
8/31/2018,9.97,,1.692,,,,,,,21.5526
9/4/2018,10.63,,1.8041,,,,,,,20.647
9/5/2018,9.505,,1.6131,,,,,,,22.2398
9/6/2018,9.6,,1.6293,,,,,,,22.0958
9/7/2018,9.21,,1.5631,,,,,,,22.699
9/10/2018,9.28,,1.5749,,,,,,,22.5883
9/11/2018,9.98,,1.6937,,,,,,,21.5382
9/12/2018,9.88,,1.6768,,,,,,,21.6822
9/13/2018,9.9,,1.6802,,,,,,,21.6533
9/14/2018,9.9,,1.6802,,,,,,,21.6533
9/17/2018,9.46,,1.6055,,,,,,,22.3086
9/18/2018,9.51,,1.614,,,,,,,22.2322
9/19/2018,9.42,,1.5987,,,,,,,22.3702
9/20/2018,9.55,,1.6208,,,,,,,22.1714
9/21/2018,9.61,,1.631,,,,,,,22.0808
9/24/2018,9.74,,1.653,,,,,,,21.8871
9/25/2018,9.77,,1.6581,,,,,,,21.8429
9/26/2018,9.54,,1.6191,,,,,,,22.1865
9/27/2018,9.68,,1.6428,,,,,,,21.9761
9/28/2018,10.16,,1.4551,,,,,,,21.3142
10/1/2018,10.01,,1.4336,,,,,,,21.5267
10/2/2018,9.33,,1.3362,,,,,,,22.546
10/3/2018,9.28,,1.329,,,,,,,22.6248
10/4/2018,9.14,,1.309,,,,,,,22.8483
10/5/2018,9.26,,1.3262,,,,,,,22.6565
10/8/2018,9.19,,1.3162,,,,,,,22.768
10/9/2018,9.15,,1.3104,,,,,,,22.8322
10/10/2018,8.44,,1.2087,,,,,,,24.0356
10/11/2018,8.17,,1.1701,,,,,,,24.5272
10/12/2018,8.12,,1.1629,,,,,,,24.6205
10/15/2018,8.1,,1.1601,,,,,,,24.658
10/16/2018,8.61,,1.2331,,,,,,,23.7361
10/17/2018,8.6,,1.2317,,,,,,,23.7535
10/18/2018,8.49,,1.2159,,,,,,,23.9467
10/19/2018,8.58,,1.2288,,,,,,,23.7884
10/22/2018,8.7,,1.246,,,,,,,23.5805
10/23/2018,8.61,,1.2331,,,,,,,23.7361
10/24/2018,8.39,,1.2016,,,,,,,24.1252
10/25/2018,8.7,,1.246,,,,,,,23.5805
10/26/2018,8.67,,1.2417,,,,,,,23.6321
10/29/2018,8.31,,1.1901,,,,,,,24.2698
10/30/2018,8.2,,1.1744,,,,,,,24.4716
10/31/2018,8.47,,1.213,,,,,,,23.9822
11/1/2018,8.5,,1.2173,,,,,,,23.929
11/2/2018,8.37,,1.1987,,,,,,,24.1612
11/5/2018,8.15,,1.1672,,,,,,,24.5644
11/6/2018,7.77,,1.1128,,,,,,,25.2937
11/7/2018,9.23,,1.3219,,,,,,,22.6703
11/8/2018,9.27,,1.3276,,,,,,,22.6068
11/9/2018,8.76,,1.2546,,,,,,,23.4435
11/12/2018,8.52,,1.2202,,,,,,,23.8591
11/13/2018,8.24,,1.1801,,,,,,,24.3629
11/14/2018,8.46,,1.2116,,,,,,,23.9653
11/15/2018,8.79,,1.2589,,,,,,,23.3926
11/16/2018,8.56,,1.2259,,,,,,,23.7888
11/19/2018,8.15,,1.1672,,,,,,,24.5294
11/20/2018,8.45,,1.2102,,,,,,,23.9831
11/21/2018,8.89,,1.2732,,,,,,,23.2244
11/23/2018,8.84,,1.266,,,,,,,23.3082
11/26/2018,9,,1.2889,,,,,,,23.0422
11/27/2018,9.23,,1.3219,,,,,,,22.6703
11/28/2018,9.66,,1.3835,,,,,,,22.0062
11/29/2018,9.61,,1.3763,,,,,,,22.0814
11/30/2018,9.16,,1.3119,,,,,,,22.7822
12/3/2018,9.34,,1.3376,,,,,,,22.4966
12/4/2018,8.92,,1.2775,,,,,,,23.1744
12/6/2018,9.02,,1.2918,,,,,,,23.0094
12/7/2018,8.7,,1.246,,,,,,,23.5461
12/10/2018,8.99,,1.2875,,,,,,,23.0586
12/11/2018,8.96,,1.2832,,,,,,,23.1081
12/12/2018,8.8,,1.2603,,,,,,,23.3757
12/13/2018,8.82,,1.2632,,,,,,,23.3419
12/14/2018,8.52,,1.2202,,,,,,,23.8591
12/17/2018,8.33,,1.193,,,,,,,24.1987
12/18/2018,8.13,,1.1643,,,,,,,24.5668
12/19/2018,8.08,,1.1572,,,,,,,24.6605
12/20/2018,8.05,,1.1529,,,,,,,24.7171
12/21/2018,7.68,,1.0999,,,,,,,25.4373
12/24/2018,7.55,,1.0813,,,,,,,25.7004
12/26/2018,8.12,,1.1629,,,,,,,24.5854
12/27/2018,8.18,,1.1715,,,,,,,24.4737
12/28/2018,7.89,,1.13,,,,,,,25.0235
12/31/2018,7.95,,0.9919,,106.9364,,169.4616,,,25.0092
1/2/2019,7.89,,0.9844,,106.1293,,168.6742,,,25.1259
1/3/2019,7.52,,0.9383,,101.1524,,163.8186,,,25.8707
1/4/2019,7.97,,0.9944,,107.2054,,169.7241,,,24.9705
1/7/2019,8.79,,1.0967,,118.2353,,180.4852,,,23.4817
1/8/2019,8.59,,1.0718,,115.5451,,177.8606,,,23.8282
1/9/2019,8.78,,1.0955,,118.1008,,180.354,,,23.4988
1/10/2019,8.56,,1.068,,115.1416,,177.4669,,,23.8811
1/11/2019,8.4,,1.0481,,112.9894,,175.3671,,,24.167
1/14/2019,8.24,,1.0281,,110.8372,,173.2674,,,24.4599
1/15/2019,8.3,,1.0356,,111.6443,,174.0548,,,24.3492
1/16/2019,8.17,,1.0194,,109.8956,,172.3488,,,24.5902
1/17/2019,8.16,,1.0181,,109.7611,,172.2175,,,24.609
1/18/2019,8.31,,1.0368,,111.7788,,174.186,,,24.3309
1/22/2019,8.16,,1.0181,,109.7611,,172.2175,,,24.609
1/23/2019,8.24,,1.0281,,110.8372,,173.2674,,,24.4599
1/24/2019,8.06,,1.0057,,108.416,,170.9052,,,24.7979
1/25/2019,7.98,,0.9957,,107.3399,,169.8553,,,24.9512
1/28/2019,7.64,,0.9532,,102.7665,,165.3934,,,25.6243
1/29/2019,7.86,,0.9807,,105.7258,,168.2805,,,25.1847
1/30/2019,7.96,,0.9932,,107.0709,,169.5928,,,24.9898
1/31/2019,8.12,,1.0131,,109.2231,,171.6926,,,24.6842
2/1/2019,8.29,,1.0343,,111.5098,,173.9236,,,24.3676
2/4/2019,8.47,,1.0568,,113.931,,176.2858,,,24.0411
2/5/2019,8.62,,1.0755,,115.9486,,178.2543,,,23.7756
2/6/2019,8.52,,1.063,,114.6035,,176.9419,,,23.9519
2/7/2019,8.51,,1.0618,,114.469,,176.8107,,,23.9697
2/8/2019,8.8,,1.098,,118.3698,,180.6165,,,23.4646
2/11/2019,8.95,,1.1167,,120.3875,,182.585,,,23.2116
2/12/2019,9.18,,1.1454,,123.4812,,185.6033,,,22.8342
2/13/2019,9.12,,1.1379,,122.6742,,184.8159,,,22.9314
2/14/2019,9.31,,1.1616,,125.2299,,187.3094,,,22.6262
2/15/2019,9.6,,1.1978,,129.1307,,191.1151,,,22.1756
2/19/2019,9.66,,1.2053,,129.9378,,191.9026,,,22.0846
2/20/2019,9.72,,1.2128,,130.7449,,192.69,,,21.9944
2/21/2019,9.63,,1.2015,,129.5343,,191.5088,,,22.13
2/22/2019,9.99,,1.2465,,134.3767,,196.2146,,,21.5993
2/25/2019,10.11,,1.2614,,135.9908,,197.7891,,,21.4273
2/26/2019,10.11,,1.2614,,135.9908,,197.7891,,,21.4273
2/27/2019,10.08,,1.2577,,135.5873,,197.3955,,,21.4701
2/28/2019,9.89,,1.234,,133.0315,,194.9024,,,21.7447
3/1/2019,9.98,,1.2452,,134.2421,,196.0833,,,21.6137
3/4/2019,9.55,,1.1916,,128.4582,,190.4411,,,22.2541
3/5/2019,9.42,,1.1753,,126.7095,,188.7353,,,22.4552
3/6/2019,9.01,,1.1242,,121.1946,,183.3555,,,23.1141
3/7/2019,9.13,,1.1392,,122.8087,,184.9301,,,22.9173
3/8/2019,9.24,,1.1529,,124.2883,,186.3734,,,22.7398
3/11/2019,9.55,,1.1916,,128.4582,,190.4411,,,22.2541
3/12/2019,9.71,,1.2115,,130.6103,,192.5405,,,22.0114
3/13/2019,9.84,,1.2277,,132.359,,194.2463,,,21.8181
3/14/2019,9.94,,1.2402,,133.7041,,195.5585,,,21.6718
3/15/2019,9.9,,1.2352,,133.1661,,195.0336,,,21.7301
3/18/2019,10.08,,1.2577,,135.5873,,197.3955,,,21.4701
3/19/2019,10.15,,1.2664,,136.5288,,198.314,,,21.3706
3/20/2019,10.05,,1.2539,,135.1837,,197.0018,,,21.513
3/21/2019,10.13,,1.2639,,136.2598,,198.0516,,,21.3989
3/22/2019,9.88,,1.2327,,132.897,,194.7712,,,21.7594
3/25/2019,9.92,,1.2377,,133.4351,,195.2961,,,21.7009
3/26/2019,9.59,,1.1966,,128.9962,,190.966,,,22.1929
3/27/2019,9.54,,1.1903,,128.3237,,190.3099,,,22.2694
3/28/2019,9.56,,1.1928,,128.5927,,190.5723,,,22.2388
3/29/2019,9.67,,1.0585,1922.0831,27.5186,19.6025,32.6429,,22.814,26.112
4/1/2019,9.57,,1.0476,1902.2063,27.234,19.3998,32.4251,,22.6617,26.2874
4/2/2019,9.77,,1.0694,1941.9598,27.8032,19.8052,32.8607,,22.9662,25.9389
4/3/2019,10.05,,1.1001,1997.6148,28.6,20.3728,33.4707,,23.3925,25.4662
4/4/2019,10.16,,1.1121,2019.4792,28.9131,20.5958,33.7103,,23.5599,25.2852
4/5/2019,10.5,,1.1494,2087.0602,29.8806,21.285,34.4509,,24.0776,24.7416
4/8/2019,10.54,,1.1537,2095.0109,29.9944,21.3661,34.538,,24.1384,24.6792
4/9/2019,10.47,,1.1461,2081.0972,29.7952,21.2242,34.3855,,24.0319,24.7887
4/10/2019,10.57,,1.157,2100.974,30.0798,21.4269,34.6034,,24.1841,24.6326
4/11/2019,10.87,,1.1899,2160.6043,30.9335,22.0351,35.2568,,24.6408,24.1761
4/12/2019,11,,1.2041,2186.444,31.3035,22.2986,35.54,,24.8387,23.9834
4/15/2019,10.65,,1.1658,2116.8754,30.3075,21.5891,34.7776,,24.3059,24.5092
4/16/2019,10.56,,1.1559,2098.9863,30.0514,21.4067,34.5816,,24.1689,24.6481
4/17/2019,10.21,,1.1176,2029.4176,29.0553,20.6972,33.8192,,23.6361,25.2038
4/18/2019,10.04,,1.099,1995.6271,28.5716,20.3525,33.4489,,23.3773,25.4828
4/22/2019,9.71,,1.0629,1930.0338,27.6325,19.6836,32.802,,22.9252,25.9854
4/23/2019,10.4,,1.1384,2067.1835,29.596,21.0823,34.3101,,23.9792,24.8432
4/24/2019,10.48,,1.1472,2083.0849,29.8237,21.2445,34.485,,24.1014,24.7172
4/25/2019,10.48,,1.1472,2083.0849,29.8237,21.2445,34.485,,24.1014,24.7172
4/26/2019,10.64,,1.1647,2114.8877,30.279,21.5688,34.8347,,24.3458,24.469
4/29/2019,10.62,,1.1625,2110.9123,30.2221,21.5283,34.791,,24.3152,24.4998
4/30/2019,10.47,,1.1461,2081.0972,29.7952,21.2242,34.4631,,24.0861,24.7329
5/1/2019,10.61,,1.1614,2108.9247,30.1936,21.508,34.7691,,24.3,24.5152
5/2/2019,10.68,,1.1691,2122.8384,30.3929,21.6499,34.9221,,24.4069,24.4078
5/3/2019,10.92,,1.1953,2170.5426,31.0758,22.1364,35.4467,,24.7735,24.0466
5/6/2019,10.98,,1.2019,2182.4687,31.2466,22.2581,35.5778,,24.8652,23.9579
5/7/2019,10.73,,1.1745,2132.7768,30.5351,21.7513,35.0314,,24.4833,24.3316
5/8/2019,10.7,,1.1712,2126.8138,30.4498,21.6905,34.9658,,24.4374,24.3773
5/9/2019,11.84,,1.296,2353.4089,33.6939,24.0014,37.459,,26.1799,22.7548
5/10/2019,12.28,,1.3442,2440.8666,34.9461,24.8933,38.4207,,26.852,22.1852
5/13/2019,11.48,,1.2566,2281.8525,32.6695,23.2716,36.6721,,25.6299,23.2431
5/14/2019,12.01,,1.3146,2387.1994,34.1777,24.346,37.8305,,26.4396,22.5313
5/15/2019,12.13,,1.3278,2411.0515,34.5192,24.5893,38.0928,,26.6229,22.3762
5/16/2019,12.11,,1.3256,2407.0761,34.4623,24.5487,38.0491,,26.5923,22.4019
5/17/2019,11.96,,1.3092,2377.261,34.0354,24.2447,37.7213,,26.3632,22.5966
5/20/2019,12.04,,1.3179,2393.1624,34.2631,24.4068,37.8961,,26.4854,22.4923
5/21/2019,12.06,,1.3201,2397.1377,34.32,24.4474,37.9398,,26.516,22.4664
5/22/2019,11.65,,1.2752,2315.643,33.1533,23.6162,37.0437,,25.8896,23.0099
5/23/2019,11.37,,1.2446,2259.9881,32.3564,23.0486,36.4316,,25.4619,23.3965
5/24/2019,11.46,,1.2544,2277.8772,32.6126,23.2311,36.6283,,25.5994,23.2708
5/28/2019,11.46,,1.2544,2277.8772,32.6126,23.2311,36.6283,,25.5994,23.2708
5/29/2019,11.44,,1.2522,2273.9018,32.5556,23.1905,36.5846,,25.5688,23.2986
5/30/2019,11.93,,1.3059,2371.298,33.9501,24.1838,37.6557,,26.3174,22.6359
5/31/2019,11.74,,1.2851,2333.5321,33.4094,23.7987,37.2404,,26.0271,22.8884
6/3/2019,11.66,,1.2763,2317.6307,33.1817,23.6365,37.0655,,25.9049,22.9964
6/4/2019,12.05,,1.319,2395.1501,34.2916,24.4271,37.918,,26.5007,22.4794
6/5/2019,12.07,,1.3212,2399.1254,34.3485,24.4676,37.9617,,26.5312,22.4535
6/6/2019,11.92,,1.3048,2369.3103,33.9216,24.1636,37.6338,,26.3021,22.6491
6/7/2019,12.21,,1.3365,2426.9529,34.7469,24.7514,38.2677,,26.7451,22.2739
6/10/2019,12.26,,1.342,2436.8913,34.8892,24.8528,38.377,,26.8215,22.2105
6/11/2019,11.82,,1.2938,2349.4335,33.637,23.9609,37.4152,,26.1493,22.7814
6/12/2019,11.92,,1.3048,2369.3103,33.9216,24.1636,37.6338,,26.3021,22.6491
6/13/2019,11.53,,1.2621,2291.7909,32.8118,23.373,36.7814,,25.7063,23.174
6/14/2019,11.6,,1.2698,2305.7046,33.011,23.5149,36.9344,,25.8132,23.078
6/17/2019,11.8,,1.2917,2345.4582,33.5801,23.9203,37.3715,,26.1188,22.8081
6/18/2019,11.86,,1.2982,2357.3842,33.7509,24.0419,37.5027,,26.2104,22.7283
6/19/2019,11.89,,1.3015,2363.3472,33.8362,24.1028,37.5682,,26.2563,22.6886
6/20/2019,12.12,,1.3267,2409.0638,34.4908,24.569,38.071,,26.6076,22.389
6/21/2019,12.1,,1.3245,2405.0885,34.4339,24.5285,38.0273,,26.5771,22.4147
6/24/2019,12.22,,1.3376,2428.9406,34.7753,24.7717,38.2896,,26.7604,22.2612
6/25/2019,12.29,,1.3453,2442.8543,34.9745,24.9136,38.4426,,26.8673,22.1726
6/26/2019,12.1,,1.3245,2405.0885,34.4339,24.5285,38.0273,,26.5771,22.4147
6/27/2019,12.17,,1.3322,2419.0022,34.6331,24.6704,38.1803,,26.684,22.3249
6/28/2019,12.58,,1.2743,,17.8888,41.2566,23.8339,,39.972,22.0996
7/1/2019,12.65,,1.2814,,17.9884,41.4862,23.9243,,40.1235,22.0162
7/2/2019,12.93,,1.3098,,18.3865,42.4045,24.2856,,40.7295,21.6886
7/3/2019,12.71,,1.2875,,18.0737,41.683,24.0017,,40.2534,21.9452
7/5/2019,12.9,,1.3067,,18.3439,42.3061,24.2469,,40.6646,21.7232
7/8/2019,12.8,,1.2966,,18.2017,41.9781,24.1179,,40.4482,21.8395
7/9/2019,12.79,,1.2956,,18.1875,41.9453,24.105,,40.4265,21.8512
7/10/2019,12.87,,1.3037,,18.3012,42.2077,24.2082,,40.5997,21.758
7/11/2019,12.84,,1.3006,,18.2586,42.1093,24.1695,,40.5347,21.7928
7/12/2019,13.02,,1.3189,,18.5145,42.6996,24.4018,,40.9243,21.5854
7/15/2019,12.98,,1.3148,,18.4576,42.5684,24.3502,,40.8377,21.6311
7/16/2019,13.01,,1.3179,,18.5003,42.6668,24.3889,,40.9027,21.5968
7/17/2019,13.02,,1.3189,,18.5145,42.6996,24.4018,,40.9243,21.5854
7/18/2019,13.08,,1.3249,,18.5998,42.8964,24.4792,,41.0542,21.5171
7/19/2019,12.72,,1.2885,,18.0879,41.7158,24.0146,,40.275,21.9334
7/22/2019,12.87,,1.3037,,18.3012,42.2077,24.2082,,40.5997,21.758
7/23/2019,12.79,,1.2956,,18.1875,41.9453,24.105,,40.4265,21.8512
7/24/2019,12.91,,1.3077,,18.3581,42.3389,24.2598,,40.6862,21.7117
7/25/2019,12.69,,1.2854,,18.0453,41.6174,23.9759,,40.2101,21.9688
7/26/2019,13,,1.3168,,18.4861,42.634,24.376,,40.881,21.6082
7/29/2019,12.54,,1.2702,,17.832,41.1254,23.7823,,39.8854,22.1476
7/30/2019,12.55,,1.2713,,17.8462,41.1582,23.7952,,39.907,22.1356
7/31/2019,12.58,,1.2743,,17.8888,41.2566,23.8339,,39.972,22.0996
8/1/2019,12.73,,1.2895,,18.1021,41.7485,24.0275,,40.2966,21.9216
8/2/2019,12.53,,1.2692,,17.8177,41.0926,23.7694,,39.8638,22.1596
8/5/2019,12.05,,1.2206,,17.1352,39.5185,23.1499,,38.8248,22.7526
8/6/2019,12.18,,1.2338,,17.32,39.9448,23.3177,,39.1062,22.5889
8/7/2019,12.09,,1.2247,,17.1921,39.6496,23.4202,,39.2781,22.4901
8/8/2019,12.35,,1.251,,17.5618,40.5023,23.7604,,39.8487,22.168
8/9/2019,12.3,,1.2459,,17.4907,40.3383,23.695,,39.739,22.2292
8/12/2019,12.02,,1.2176,,17.0925,39.4201,23.3286,,39.1244,22.5784
8/13/2019,12.22,,1.2378,,17.3769,40.076,23.5903,,39.5634,22.3279
8/14/2019,12.02,,1.2176,,17.0925,39.4201,23.3286,,39.1244,22.5784
8/15/2019,11.84,,1.1993,,16.8366,38.8298,23.093,,38.7294,22.8087
8/16/2019,12.08,,1.2237,,17.1778,39.6168,23.4071,,39.2561,22.5026
8/19/2019,12.19,,1.2348,,17.3343,39.9776,23.551,,39.4975,22.3651
8/20/2019,12.06,,1.2216,,17.1494,39.5513,23.3809,,39.2122,22.5278
8/21/2019,12.32,,1.248,,17.5191,40.4039,23.7212,,39.7829,22.2047
8/22/2019,12.37,,1.253,,17.5902,40.5679,23.7866,,39.8926,22.1436
8/23/2019,11.66,,1.1811,,16.5806,38.2394,22.8575,,38.3343,23.0437
8/26/2019,11.62,,1.1771,,16.5237,38.1083,22.8051,,38.2465,23.0966
8/27/2019,11.17,,1.1315,,15.8838,36.6325,22.2162,,37.2589,23.7089
8/28/2019,11.24,,1.1386,,15.9833,36.862,22.3078,,37.4125,23.6115
8/29/2019,11.49,,1.1639,,16.3389,37.6819,22.635,,37.9612,23.2702
8/30/2019,11.66,,1.1811,,16.5806,38.2394,22.8575,,38.3343,23.0437
9/3/2019,11.39,,1.1538,,16.1966,37.354,22.5041,,37.7418,23.4055
9/4/2019,11.29,,1.1436,,16.0544,37.026,22.3733,,37.5223,23.5424
9/5/2019,11.28,,1.1426,,16.0402,36.9932,22.3602,,37.5003,23.5562
9/6/2019,11.06,,1.1203,,15.7274,36.2717,22.0723,,37.0175,23.8635
9/9/2019,10.63,,1.0768,,15.1159,34.8615,21.5096,,36.0737,24.4878
9/10/2019,10.66,,1.0798,,15.1586,34.9599,21.5488,,36.1396,24.4432
9/11/2019,10.5,,1.0636,,14.9311,34.4352,21.3394,,35.7884,24.683
9/12/2019,10.5,,1.0636,,14.9311,34.4352,21.3394,,35.7884,24.683
9/13/2019,10.68,,1.0818,,15.187,35.0255,21.575,,36.1835,24.4135
9/16/2019,10.5,,1.0636,,14.9311,34.4352,21.3394,,35.7884,24.683
9/17/2019,10.47,,1.0606,,14.8884,34.3368,21.3002,,35.7226,24.7285
9/18/2019,10.47,,1.0606,,14.8884,34.3368,21.3002,,35.7226,24.7285
9/19/2019,10.42,,1.0555,,14.8173,34.1728,21.2347,,35.6129,24.8047
9/20/2019,10.71,,1.0849,,15.2297,35.1239,21.6142,,36.2493,24.3692
9/23/2019,10.705,,1.0844,,15.2226,35.1075,21.6077,,36.2384,24.3765
9/24/2019,9.615,,0.974,,13.6726,31.5328,20.1813,,33.8461,26.0995
9/25/2019,9.8,,0.9927,,13.9357,32.1395,20.4234,,34.2521,25.7901
9/26/2019,9.45,,0.9572,,13.438,30.9917,19.9653,,33.484,26.3818
9/27/2019,9.11,,0.9228,,12.9545,29.8766,19.5204,,32.7377,26.9831
9/30/2019,8.93,,0.8703,,8.9259,82.6583,14.4037,,46.7412,26.1434
10/1/2019,9.05,,0.882,,9.0458,83.769,14.5206,,47.1203,25.933
10/2/2019,9.09,,0.8859,,9.0858,84.1393,14.5595,,47.2466,25.8637
10/3/2019,9.14,,0.8908,,9.1358,84.6021,14.6082,,47.4046,25.7775
10/4/2019,9.38,,0.9142,,9.3757,86.8236,14.8418,,48.1628,25.3717
10/7/2019,9.3,,0.9064,,9.2957,86.0831,14.764,,47.9101,25.5055
10/8/2019,9.09,,0.8859,,9.0858,84.1393,14.5595,,47.2466,25.8637
10/9/2019,9.065,,0.8835,,9.0608,83.9079,14.5352,,47.1677,25.907
10/10/2019,9.2,,0.8966,,9.1958,85.1574,14.6666,,47.5941,25.6748
10/11/2019,9.485,,0.9244,,9.4806,87.7955,14.9441,,48.4945,25.1981
10/14/2019,9.395,,0.9156,,9.3907,86.9624,14.8564,,48.2102,25.3468
10/15/2019,9.67,,0.9425,,9.6655,89.5079,15.1242,,49.079,24.8981
10/16/2019,9.78,,0.9532,,9.7755,90.5261,15.2312,,49.4265,24.723
10/17/2019,9.91,,0.9658,,9.9054,91.7294,15.3578,,49.8372,24.5193
10/18/2019,10.07,,0.9814,,10.0654,93.2104,15.5136,,50.3426,24.2731
10/21/2019,10.16,,0.9902,,10.1553,94.0434,15.6012,,50.627,24.1368
10/22/2019,10.24,,0.998,,10.2353,94.7839,15.6791,,50.8797,24.0169
10/23/2019,10.39,,1.0126,,10.3852,96.1724,15.8251,,51.3536,23.7953
10/24/2019,10.15,,0.9892,,10.1453,93.9509,15.5915,,50.5954,24.1518
10/25/2019,10.19,,0.9931,,10.1853,94.3211,15.6304,,50.7217,24.0917
10/28/2019,10.59,,1.0321,,10.5851,98.0236,16.0198,,51.9854,23.506
10/29/2019,10.76,,1.0487,,10.755,99.5972,16.1853,,52.5225,23.2657
10/30/2019,10.64,,1.037,,10.6351,98.4864,16.0685,,52.1434,23.4348
10/31/2019,10.63,,1.036,,10.6251,98.3939,16.0588,,52.1118,23.449
11/1/2019,10.81,,1.0536,,10.805,100.06,16.234,,52.6804,23.1959
11/4/2019,11,,1.0721,,10.9949,101.8187,16.419,,53.2807,22.9346
11/5/2019,11.5,,1.1208,,11.4947,106.4468,16.977,,55.0915,22.1808
11/6/2019,11.58,,1.1286,,11.5747,107.1873,17.0554,,55.3458,22.0788
11/7/2019,11.77,,1.1471,,11.7646,108.946,17.2415,,55.9499,21.8405
11/8/2019,11.84,,1.1539,,11.8345,109.5939,17.3101,,56.1724,21.7539
11/11/2019,11.9,,1.1598,,11.8945,110.1493,17.3689,,56.3632,21.6803
11/12/2019,12.15,,1.1842,,12.1444,112.4634,17.6138,,57.158,21.3788
11/13/2019,12.22,,1.191,,12.2144,113.1113,17.6824,,57.3806,21.2959
11/14/2019,12.32,,1.2007,,12.3143,114.0369,17.7804,,57.6985,21.1786
11/15/2019,12.58,,1.2261,,12.5742,116.4436,18.0351,,58.5251,20.8794
11/18/2019,12.58,,1.2261,,12.5742,116.4436,18.0351,,58.5251,20.8794
11/19/2019,12.54,,1.2222,,12.5342,116.0733,17.9959,,58.3979,20.9249
11/20/2019,12.54,,1.2222,,12.5342,116.0733,17.9959,,58.3979,20.9249
11/21/2019,12.68,,1.2358,,12.6742,117.3692,18.1331,,58.843,20.7666
11/22/2019,12.76,,1.2436,,12.7541,118.1097,18.2114,,59.0974,20.6773
11/25/2019,12.7,,1.2378,,12.6941,117.5543,18.1526,,58.9066,20.7442
11/26/2019,12.72,,1.2397,,12.7141,117.7394,18.1722,,58.9702,20.7218
11/27/2019,12.92,,1.2592,,12.914,119.5907,18.3682,,59.6061,20.5008
11/29/2019,12.89,,1.2563,,12.8841,119.313,18.3388,,59.5107,20.5337
12/2/2019,12.39,,1.2075,,12.3843,114.6849,17.8489,,57.921,21.0972
