date,_TYPE_,_FREQ_,total_volume
12/15/2008,1,260,517569
12/16/2008,1,320,651074
12/17/2008,1,286,685276
12/18/2008,1,392,3537087
12/19/2008,1,313,649202
12/22/2008,1,300,360328
12/23/2008,1,255,339418
12/24/2008,1,227,104141
12/26/2008,1,211,69945
12/29/2008,1,258,174032
12/30/2008,1,261,243052
12/31/2008,1,304,420572
01/02/2009,1,295,552046
01/05/2009,1,252,498259
01/06/2009,1,254,594296
01/07/2009,1,243,403297
01/08/2009,1,217,493189
01/09/2009,1,243,481086
01/12/2009,1,286,530283
01/13/2009,1,264,622093
01/14/2009,1,319,748865
01/15/2009,1,336,927217
01/16/2009,1,270,755497
01/20/2009,1,322,434799
01/21/2009,1,326,386647
01/22/2009,1,274,475781
01/23/2009,1,301,451273
01/26/2009,1,262,371320
01/27/2009,1,230,266404
01/28/2009,1,278,552383
01/29/2009,1,218,374731
01/30/2009,1,237,439588
02/02/2009,1,239,467218
02/03/2009,1,252,348965
02/04/2009,1,224,315645
02/05/2009,1,238,444534
02/06/2009,1,288,771693
02/09/2009,1,232,461425
02/10/2009,1,279,697708
02/11/2009,1,256,449349
02/12/2009,1,282,734853
02/13/2009,1,231,396243
02/17/2009,1,317,655301
02/18/2009,1,298,676811
02/19/2009,1,330,583456
02/20/2009,1,430,925533
02/23/2009,1,326,564724
02/24/2009,1,302,624326
02/25/2009,1,277,561624
02/26/2009,1,245,543292
02/27/2009,1,300,620255
03/02/2009,1,360,910100
03/03/2009,1,358,786268
03/04/2009,1,307,751492
03/05/2009,1,356,1092068
03/06/2009,1,368,999417
03/09/2009,1,297,765882
03/10/2009,1,320,854546
03/11/2009,1,300,838827
03/12/2009,1,306,1083557
03/13/2009,1,330,801738
03/16/2009,1,349,821814
03/17/2009,1,269,667227
03/18/2009,1,328,1345495
03/19/2009,1,358,5366129
03/20/2009,1,353,780745
03/23/2009,1,321,798090
03/24/2009,1,298,602513
03/25/2009,1,302,655981
03/26/2009,1,274,645812
03/27/2009,1,257,415443
03/30/2009,1,273,584358
03/31/2009,1,272,527190
04/01/2009,1,221,486797
04/02/2009,1,320,904889
04/03/2009,1,266,586888
04/06/2009,1,241,358455
04/07/2009,1,242,523180
04/08/2009,1,216,430960
04/09/2009,1,279,589646
04/13/2009,1,256,539859
04/14/2009,1,248,546057
04/15/2009,1,202,614872
04/16/2009,1,263,721065
04/17/2009,1,296,773210
04/20/2009,1,268,494489
04/21/2009,1,243,484083
04/22/2009,1,267,463539
04/23/2009,1,219,313051
04/24/2009,1,280,390911
04/27/2009,1,211,279841
04/28/2009,1,215,302888
04/29/2009,1,262,503348
04/30/2009,1,283,464091
05/01/2009,1,228,317755
05/04/2009,1,301,523993
05/05/2009,1,247,398642
05/06/2009,1,287,677095
05/07/2009,1,312,757758
05/08/2009,1,300,681839
05/11/2009,1,281,528123
05/12/2009,1,264,530569
05/13/2009,1,316,678962
05/14/2009,1,247,414352
05/15/2009,1,278,586158
05/18/2009,1,250,522221
05/19/2009,1,261,390584
05/20/2009,1,244,487571
05/21/2009,1,248,568439
05/22/2009,1,228,447151
05/26/2009,1,254,395206
05/27/2009,1,229,368845
05/28/2009,1,239,424339
05/29/2009,1,241,462735
06/01/2009,1,304,644171
06/02/2009,1,270,425766
06/03/2009,1,253,335066
06/04/2009,1,229,443917
06/05/2009,1,262,547365
06/08/2009,1,249,317363
06/09/2009,1,229,341260
06/10/2009,1,259,500669
06/11/2009,1,257,494127
06/12/2009,1,221,408059
06/15/2009,1,279,579817
06/16/2009,1,250,664684
06/17/2009,1,287,643704
06/18/2009,1,310,8944235
06/19/2009,1,248,655469
06/22/2009,1,215,397196
06/23/2009,1,205,333567
06/24/2009,1,214,460268
06/25/2009,1,213,385779
06/26/2009,1,179,319595
06/29/2009,1,170,323853
06/30/2009,1,223,425556
07/01/2009,1,193,391110
07/02/2009,1,212,409018
07/06/2009,1,202,492862
07/07/2009,1,207,467932
07/08/2009,1,221,663084
07/09/2009,1,192,364531
07/10/2009,1,184,497910
07/13/2009,1,186,663889
07/14/2009,1,163,623416
07/15/2009,1,234,848210
07/16/2009,1,218,671854
07/17/2009,1,219,523553
07/20/2009,1,226,317743
07/21/2009,1,235,309248
07/22/2009,1,227,397906
07/23/2009,1,305,792402
07/24/2009,1,224,314335
07/27/2009,1,227,270876
07/28/2009,1,235,276632
07/29/2009,1,210,322976
07/30/2009,1,280,624914
07/31/2009,1,247,385720
08/03/2009,1,289,465753
08/04/2009,1,276,351017
08/05/2009,1,253,500788
08/06/2009,1,231,335765
08/07/2009,1,271,608600
08/10/2009,1,223,283841
08/11/2009,1,243,456732
08/12/2009,1,245,489780
08/13/2009,1,268,466145
08/14/2009,1,236,1680724
08/17/2009,1,258,663497
08/18/2009,1,238,432566
08/19/2009,1,239,502095
08/20/2009,1,266,534573
08/21/2009,1,328,935162
08/24/2009,1,305,474696
08/25/2009,1,291,474562
08/26/2009,1,237,299392
08/27/2009,1,241,356323
08/28/2009,1,227,402232
08/31/2009,1,263,349638
09/01/2009,1,279,792905
09/02/2009,1,242,408799
09/03/2009,1,215,338402
09/04/2009,1,224,370073
09/08/2009,1,243,289737
09/09/2009,1,265,557662
09/10/2009,1,254,578023
09/11/2009,1,294,556718
09/14/2009,1,276,374767
09/15/2009,1,276,559653
09/16/2009,1,351,1058843
09/17/2009,1,337,2392166
09/18/2009,1,280,631481
09/21/2009,1,247,209790
09/22/2009,1,241,309731
09/23/2009,1,235,338506
09/24/2009,1,233,420675
09/25/2009,1,215,353945
09/28/2009,1,216,274492
09/29/2009,1,205,317299
09/30/2009,1,255,531254
10/01/2009,1,240,494598
10/02/2009,1,223,528548
10/05/2009,1,202,310805
10/06/2009,1,246,478224
10/07/2009,1,188,359099
10/08/2009,1,218,633773
10/09/2009,1,171,277368
10/12/2009,1,208,367087
10/13/2009,1,177,305108
10/14/2009,1,272,785785
10/15/2009,1,227,539680
10/16/2009,1,244,582745
10/19/2009,1,243,341661
10/20/2009,1,217,378923
10/21/2009,1,254,347832
10/22/2009,1,226,408765
10/23/2009,1,242,360155
10/26/2009,1,222,439541
10/27/2009,1,209,432315
10/28/2009,1,247,689186
10/29/2009,1,230,438509
10/30/2009,1,258,740148
11/02/2009,1,234,710424
11/03/2009,1,208,478347
11/04/2009,1,222,470863
11/05/2009,1,188,332287
11/06/2009,1,190,508286
11/09/2009,1,251,569203
11/10/2009,1,231,495003
11/11/2009,1,257,655389
11/12/2009,1,217,594334
11/13/2009,1,203,435887
11/16/2009,1,247,600189
11/17/2009,1,215,455077
11/18/2009,1,206,383074
11/19/2009,1,233,652425
11/20/2009,1,218,575008
11/23/2009,1,255,495864
11/24/2009,1,188,325810
11/25/2009,1,204,430884
11/27/2009,1,196,379998
11/30/2009,1,250,388923
12/01/2009,1,227,409837
12/02/2009,1,207,328535
12/03/2009,1,211,394553
12/04/2009,1,223,674755
12/07/2009,1,197,325471
12/08/2009,1,239,530176
12/09/2009,1,210,447698
12/10/2009,1,214,391673
12/11/2009,1,193,335216
12/14/2009,1,238,368596
12/15/2009,1,235,425537
12/16/2009,1,238,680494
12/17/2009,1,275,3799588
12/18/2009,1,235,516840
12/21/2009,1,214,356224
12/22/2009,1,185,277555
12/23/2009,1,183,297484
12/24/2009,1,179,122697
12/28/2009,1,220,222435
12/29/2009,1,204,187997
12/30/2009,1,241,285058
12/31/2009,1,196,275250
01/04/2010,1,202,359895
01/05/2010,1,215,279643
01/06/2010,1,200,343420
01/07/2010,1,211,311262
01/08/2010,1,216,365456
01/11/2010,1,207,309512
01/12/2010,1,215,439250
01/13/2010,1,203,470706
01/14/2010,1,201,527159
01/15/2010,1,245,641481
01/19/2010,1,233,397886
01/20/2010,1,258,415121
01/21/2010,1,296,605952
01/22/2010,1,276,711228
01/25/2010,1,233,377181
01/26/2010,1,212,518019
01/27/2010,1,248,536463
01/28/2010,1,228,701988
01/29/2010,1,276,586221
02/01/2010,1,240,561298
02/02/2010,1,276,505577
02/03/2010,1,234,245942
02/04/2010,1,294,827631
02/05/2010,1,323,1014731
02/08/2010,1,265,582900
02/09/2010,1,258,720565
02/10/2010,1,231,563457
02/11/2010,1,211,545941
02/12/2010,1,230,549839
02/16/2010,1,236,607989
02/17/2010,1,219,500199
02/18/2010,1,224,697343
02/19/2010,1,239,674252
02/22/2010,1,218,444955
02/23/2010,1,235,603843
02/24/2010,1,217,347605
02/25/2010,1,230,497059
02/26/2010,1,203,440395
03/01/2010,1,214,407161
03/02/2010,1,234,449844
03/03/2010,1,211,328513
03/04/2010,1,202,210193
03/05/2010,1,269,652493
03/08/2010,1,223,331069
03/09/2010,1,230,443733
03/10/2010,1,251,566410
03/11/2010,1,230,419021
03/12/2010,1,258,483830
03/15/2010,1,236,401459
03/16/2010,1,256,532426
03/17/2010,1,301,789265
03/18/2010,1,272,3265348
03/19/2010,1,258,427084
03/22/2010,1,250,275917
03/23/2010,1,253,436566
03/24/2010,1,202,403486
03/25/2010,1,248,533788
03/26/2010,1,199,337392
03/29/2010,1,200,285500
03/30/2010,1,201,327210
03/31/2010,1,203,492739
04/01/2010,1,221,527981
04/05/2010,1,216,391313
04/06/2010,1,195,313549
04/07/2010,1,234,390826
04/08/2010,1,206,448246
04/09/2010,1,201,348167
04/12/2010,1,213,335025
04/13/2010,1,197,333898
04/14/2010,1,279,836440
04/15/2010,1,267,527144
04/16/2010,1,315,1047649
04/19/2010,1,254,630939
04/20/2010,1,227,372985
04/21/2010,1,224,375194
04/22/2010,1,231,589487
04/23/2010,1,248,485611
04/26/2010,1,250,358915
04/27/2010,1,292,659221
04/28/2010,1,246,642380
04/29/2010,1,231,463425
04/30/2010,1,214,582258
05/03/2010,1,249,404616
05/04/2010,1,261,902595
05/05/2010,1,297,886581
05/06/2010,1,392,1211836
05/07/2010,1,370,1574243
05/10/2010,1,347,1008362
05/11/2010,1,265,763727
05/12/2010,1,262,631804
05/13/2010,1,251,644299
05/14/2010,1,317,1107956
05/17/2010,1,274,896805
05/18/2010,1,272,934301
05/19/2010,1,315,976421
05/20/2010,1,371,1788444
05/21/2010,1,364,1460235
05/24/2010,1,331,675164
05/25/2010,1,348,899887
05/26/2010,1,311,733588
05/27/2010,1,280,709664
05/28/2010,1,278,539304
06/01/2010,1,274,572080
06/02/2010,1,287,531699
06/03/2010,1,281,535292
06/04/2010,1,336,784931
06/07/2010,1,354,811499
06/08/2010,1,359,872981
06/09/2010,1,357,570232
06/10/2010,1,330,700001
06/11/2010,1,295,590549
06/14/2010,1,286,511566
06/15/2010,1,286,759992
06/16/2010,1,287,655292
06/17/2010,1,286,2776800
06/18/2010,1,270,561562
06/21/2010,1,327,603664
06/22/2010,1,316,558597
06/23/2010,1,288,598053
06/24/2010,1,283,564211
06/25/2010,1,276,659329
06/28/2010,1,244,456024
06/29/2010,1,342,1053236
06/30/2010,1,323,749441
07/01/2010,1,352,1031672
07/02/2010,1,308,695958
07/06/2010,1,302,573934
07/07/2010,1,290,754989
07/08/2010,1,253,711929
07/09/2010,1,242,483023
07/12/2010,1,239,400054
07/13/2010,1,248,696453
07/14/2010,1,236,725814
07/15/2010,1,254,633746
07/16/2010,1,248,882502
07/19/2010,1,232,415571
07/20/2010,1,239,562382
07/21/2010,1,242,573918
07/22/2010,1,256,577714
07/23/2010,1,273,640669
07/26/2010,1,242,416321
07/27/2010,1,244,382063
07/28/2010,1,197,415399
07/29/2010,1,248,630034
07/30/2010,1,289,703876
08/02/2010,1,259,439440
08/03/2010,1,239,398994
08/04/2010,1,232,362672
08/05/2010,1,220,397829
08/06/2010,1,285,711678
08/09/2010,1,240,388187
08/10/2010,1,239,547338
08/11/2010,1,281,759241
08/12/2010,1,248,729046
08/13/2010,1,223,508009
08/16/2010,1,252,412826
08/17/2010,1,238,627413
08/18/2010,1,213,521744
08/19/2010,1,263,857752
08/20/2010,1,282,754665
08/23/2010,1,294,535470
08/24/2010,1,369,773919
08/25/2010,1,350,779088
08/26/2010,1,348,765186
08/27/2010,1,336,1027521
08/30/2010,1,296,607914
08/31/2010,1,299,761704
09/01/2010,1,288,675303
09/02/2010,1,286,638773
09/03/2010,1,293,931412
09/07/2010,1,260,400689
09/08/2010,1,258,387390
09/09/2010,1,271,458983
09/10/2010,1,227,373016
09/13/2010,1,291,600441
09/14/2010,1,267,537249
09/15/2010,1,270,519137
09/16/2010,1,311,5473577
09/17/2010,1,311,645298
09/20/2010,1,328,686192
09/21/2010,1,273,692629
09/22/2010,1,285,676523
09/23/2010,1,268,527530
09/24/2010,1,309,842242
09/27/2010,1,258,519656
09/28/2010,1,284,583943
09/29/2010,1,237,582795
09/30/2010,1,321,1128621
10/01/2010,1,264,737763
10/04/2010,1,253,502885
10/05/2010,1,299,777475
10/06/2010,1,270,490151
10/07/2010,1,258,716459
10/08/2010,1,268,777399
10/11/2010,1,245,371106
10/12/2010,1,259,576572
10/13/2010,1,288,793440
10/14/2010,1,275,685789
10/15/2010,1,281,1102507
10/18/2010,1,283,495203
10/19/2010,1,278,641773
10/20/2010,1,258,567756
10/21/2010,1,285,659152
10/22/2010,1,224,517605
10/25/2010,1,264,480596
10/26/2010,1,223,445627
10/27/2010,1,239,635592
10/28/2010,1,228,755755
10/29/2010,1,244,741177
11/01/2010,1,284,699551
11/02/2010,1,273,674460
11/03/2010,1,307,908694
11/04/2010,1,368,1128453
11/05/2010,1,336,962856
11/08/2010,1,327,527015
11/09/2010,1,295,671142
11/10/2010,1,259,598609
11/11/2010,1,276,651060
11/12/2010,1,291,1095299
11/15/2010,1,259,494393
11/16/2010,1,344,1210257
11/17/2010,1,275,598451
11/18/2010,1,298,727854
11/19/2010,1,269,858105
11/22/2010,1,260,600546
11/23/2010,1,283,616778
11/24/2010,1,301,522966
11/26/2010,1,215,323982
11/29/2010,1,294,527869
11/30/2010,1,304,634812
12/01/2010,1,333,810305
12/02/2010,1,342,817915
12/03/2010,1,278,829291
12/06/2010,1,317,431691
12/07/2010,1,297,773600
12/08/2010,1,262,520447
12/09/2010,1,284,559568
12/10/2010,1,322,682655
12/13/2010,1,354,568197
12/14/2010,1,320,734516
12/15/2010,1,289,682820
12/16/2010,1,340,7341858
12/17/2010,1,303,565706
12/20/2010,1,344,407440
12/21/2010,1,330,461208
12/22/2010,1,265,296671
12/23/2010,1,291,387248
12/27/2010,1,236,251049
12/28/2010,1,238,229402
12/29/2010,1,250,305917
12/30/2010,1,257,294203
12/31/2010,1,270,441798
01/03/2011,1,338,604348
01/04/2011,1,280,467715
01/05/2011,1,271,599853
01/06/2011,1,285,587257
01/07/2011,1,286,765678
01/10/2011,1,230,402614
01/11/2011,1,244,386804
01/12/2011,1,307,784222
01/13/2011,1,227,524814
01/14/2011,1,265,752257
01/18/2011,1,283,448866
01/19/2011,1,282,675082
01/20/2011,1,297,805815
01/21/2011,1,324,777128
01/24/2011,1,318,458170
01/25/2011,1,274,584529
01/26/2011,1,262,509200
01/27/2011,1,261,434067
01/28/2011,1,347,1150486
01/31/2011,1,270,501795
02/01/2011,1,319,934859
02/02/2011,1,255,350073
02/03/2011,1,264,1375345
02/04/2011,1,269,708598
02/07/2011,1,337,562133
02/08/2011,1,289,414686
02/09/2011,1,292,440366
02/10/2011,1,271,498989
02/11/2011,1,296,794026
02/14/2011,1,290,363062
02/15/2011,1,272,450991
02/16/2011,1,334,836916
02/17/2011,1,358,761734
02/18/2011,1,356,987920
02/22/2011,1,358,1023300
02/23/2011,1,355,1068781
02/24/2011,1,359,985546
02/25/2011,1,311,736312
02/28/2011,1,319,551000
03/01/2011,1,322,784965
03/02/2011,1,329,602628
03/03/2011,1,339,830806
03/04/2011,1,354,1016256
03/07/2011,1,376,748659
03/08/2011,1,357,660513
03/09/2011,1,315,617003
03/10/2011,1,414,1255735
03/11/2011,1,339,1055933
03/14/2011,1,340,781497
03/15/2011,1,428,1483653
03/16/2011,1,431,1610110
03/17/2011,1,376,5297271
03/18/2011,1,347,1134791
03/21/2011,1,367,613917
03/22/2011,1,295,474929
03/23/2011,1,283,479496
03/24/2011,1,326,703912
03/25/2011,1,330,643953
03/28/2011,1,314,439255
03/29/2011,1,287,512885
03/30/2011,1,295,751999
03/31/2011,1,308,651353
04/01/2011,1,319,777885
04/04/2011,1,254,379439
04/05/2011,1,238,359366
04/06/2011,1,231,406213
04/07/2011,1,272,643835
04/08/2011,1,247,659176
04/11/2011,1,226,483905
04/12/2011,1,303,684876
04/13/2011,1,253,543056
04/14/2011,1,264,746344
04/15/2011,1,276,1029501
04/18/2011,1,343,766306
04/19/2011,1,264,406098
04/20/2011,1,317,747900
04/21/2011,1,291,641291
04/25/2011,1,254,259980
04/26/2011,1,301,674145
04/27/2011,1,304,904209
04/28/2011,1,322,683466
04/29/2011,1,320,680339
05/02/2011,1,342,629983
05/03/2011,1,302,531189
05/04/2011,1,347,687498
05/05/2011,1,340,970032
05/06/2011,1,373,1033198
05/09/2011,1,272,384257
05/10/2011,1,296,439068
05/11/2011,1,296,619190
05/12/2011,1,316,787070
05/13/2011,1,276,637188
05/16/2011,1,320,442270
05/17/2011,1,310,703386
05/18/2011,1,295,537697
05/19/2011,1,309,656926
05/20/2011,1,311,945302
05/23/2011,1,347,832329
05/24/2011,1,270,665961
05/25/2011,1,269,544555
05/26/2011,1,287,832321
05/27/2011,1,304,627557
05/31/2011,1,303,738744
06/01/2011,1,332,1004799
06/02/2011,1,329,906250
06/03/2011,1,366,967879
06/06/2011,1,363,732966
06/07/2011,1,324,704096
06/08/2011,1,346,853035
06/09/2011,1,289,710187
06/10/2011,1,338,1213095
06/13/2011,1,341,782064
06/14/2011,1,323,814992
06/15/2011,1,362,1380506
06/16/2011,1,430,3207360
06/17/2011,1,403,1129968
06/20/2011,1,368,652456
06/21/2011,1,335,1024367
06/22/2011,1,310,713467
06/23/2011,1,379,1428003
06/24/2011,1,351,931562
06/27/2011,1,282,684270
06/28/2011,1,304,917891
06/29/2011,1,322,1046055
06/30/2011,1,342,1204077
07/01/2011,1,403,1152375
07/05/2011,1,328,554581
07/06/2011,1,273,594558
07/07/2011,1,331,1220402
07/08/2011,1,304,810114
07/11/2011,1,286,928845
07/12/2011,1,288,745359
07/13/2011,1,298,712613
07/14/2011,1,292,1164833
07/15/2011,1,310,1178768
07/18/2011,1,359,737772
07/19/2011,1,308,793344
07/20/2011,1,306,556843
07/21/2011,1,358,1014705
07/22/2011,1,305,604424
07/25/2011,1,282,554424
07/26/2011,1,259,629665
07/27/2011,1,334,1480694
07/28/2011,1,314,980652
07/29/2011,1,402,1567136
08/01/2011,1,396,1340087
08/02/2011,1,424,1599616
08/03/2011,1,453,2100148
08/04/2011,1,592,2907879
08/05/2011,1,553,3009982
08/08/2011,1,607,3080463
08/09/2011,1,611,2308040
08/10/2011,1,576,1982404
08/11/2011,1,542,2083003
08/12/2011,1,440,1731802
08/15/2011,1,413,1238814
08/16/2011,1,417,1028579
08/17/2011,1,417,1199322
08/18/2011,1,514,1908368
08/19/2011,1,453,1754724
08/22/2011,1,478,920049
08/23/2011,1,424,973941
08/24/2011,1,406,835965
08/25/2011,1,406,1132424
08/26/2011,1,423,1766931
08/29/2011,1,405,952582
08/30/2011,1,388,894817
08/31/2011,1,395,1162032
09/01/2011,1,397,909556
09/02/2011,1,423,1305301
09/06/2011,1,466,1183699
09/07/2011,1,381,835196
09/08/2011,1,349,962274
09/09/2011,1,418,1674564
09/12/2011,1,392,1205451
09/13/2011,1,358,1151504
09/14/2011,1,380,1422507
09/15/2011,1,405,6917442
09/16/2011,1,384,1481188
09/19/2011,1,342,812102
09/20/2011,1,302,762664
09/21/2011,1,367,1290285
09/22/2011,1,442,2200570
09/23/2011,1,451,1562881
09/26/2011,1,418,992159
09/27/2011,1,398,1163492
09/28/2011,1,343,919179
09/29/2011,1,371,1356590
09/30/2011,1,431,1252751
10/03/2011,1,486,1523893
10/04/2011,1,529,1992889
10/05/2011,1,437,1206347
10/06/2011,1,444,1289107
10/07/2011,1,437,1536271
10/10/2011,1,377,946421
10/11/2011,1,356,810546
10/12/2011,1,399,1207710
10/13/2011,1,370,822542
10/14/2011,1,331,1055446
10/17/2011,1,330,789894
10/18/2011,1,369,1172585
10/19/2011,1,314,979549
10/20/2011,1,287,1276231
10/21/2011,1,387,1655896
10/24/2011,1,378,841542
10/25/2011,1,383,898594
10/26/2011,1,318,785771
10/27/2011,1,521,1853601
10/28/2011,1,397,805673
10/31/2011,1,328,748316
11/01/2011,1,406,1706353
11/02/2011,1,328,693536
11/03/2011,1,396,1006343
11/04/2011,1,352,1116759
11/07/2011,1,318,641069
11/08/2011,1,392,896826
11/09/2011,1,430,1139634
11/10/2011,1,342,859293
11/11/2011,1,344,1049908
11/14/2011,1,297,614384
11/15/2011,1,328,832600
11/16/2011,1,335,965349
11/17/2011,1,451,1701833
11/18/2011,1,346,1319762
11/21/2011,1,401,1183445
11/22/2011,1,354,971741
11/23/2011,1,441,1468788
11/25/2011,1,319,624923
11/28/2011,1,376,754520
11/29/2011,1,341,740133
11/30/2011,1,395,1430005
12/01/2011,1,339,1018598
12/02/2011,1,369,1169567
12/05/2011,1,382,869824
12/06/2011,1,357,921568
12/07/2011,1,405,950776
12/08/2011,1,391,1157076
12/09/2011,1,333,1174683
12/12/2011,1,342,843069
12/13/2011,1,393,992277
12/14/2011,1,354,1269485
12/15/2011,1,375,5592494
12/16/2011,1,359,1093272
12/19/2011,1,362,713428
12/20/2011,1,376,993932
12/21/2011,1,310,792405
12/22/2011,1,336,850630
12/23/2011,1,310,601668
12/27/2011,1,289,512041
12/28/2011,1,327,595683
12/29/2011,1,297,559632
12/30/2011,1,314,620736
01/03/2012,1,388,598641
01/04/2012,1,326,501901
01/05/2012,1,298,626198
01/06/2012,1,369,730571
01/09/2012,1,336,515645
01/10/2012,1,382,890535
01/11/2012,1,305,370221
01/12/2012,1,335,574433
01/13/2012,1,353,831862
01/17/2012,1,377,747294
01/18/2012,1,350,743789
01/19/2012,1,399,940660
01/20/2012,1,356,919141
01/23/2012,1,375,649734
01/24/2012,1,301,340385
01/25/2012,1,349,689918
01/26/2012,1,370,684190
01/27/2012,1,343,701554
01/30/2012,1,347,557299
01/31/2012,1,330,562605
02/01/2012,1,389,715252
02/02/2012,1,324,499124
02/03/2012,1,436,1074398
02/06/2012,1,320,347391
02/07/2012,1,338,694808
02/08/2012,1,330,637642
02/09/2012,1,338,638413
02/10/2012,1,337,966418
02/13/2012,1,318,613298
02/14/2012,1,326,719775
02/15/2012,1,355,858887
02/16/2012,1,389,919585
02/17/2012,1,383,1123302
02/21/2012,1,332,483084
02/22/2012,1,297,472565
02/23/2012,1,377,483938
02/24/2012,1,408,701641
02/27/2012,1,355,555310
02/28/2012,1,337,452019
02/29/2012,1,334,620418
03/01/2012,1,309,669886
03/02/2012,1,303,701593
03/05/2012,1,301,519233
03/06/2012,1,340,1027615
03/07/2012,1,312,622395
03/08/2012,1,295,746574
03/09/2012,1,307,872448
03/12/2012,1,315,501155
03/13/2012,1,377,1307439
03/14/2012,1,386,990936
03/15/2012,1,427,8297241
03/16/2012,1,420,989812
03/19/2012,1,345,771663
03/20/2012,1,317,469029
03/21/2012,1,281,658422
03/22/2012,1,313,748205
03/23/2012,1,326,614702
03/26/2012,1,326,726929
03/27/2012,1,293,808403
03/28/2012,1,291,870937
03/29/2012,1,293,1036584
03/30/2012,1,281,976830
04/02/2012,1,324,715443
04/03/2012,1,274,548843
04/04/2012,1,303,831950
04/05/2012,1,266,843407
04/09/2012,1,313,601887
04/10/2012,1,371,1165337
04/11/2012,1,265,584067
04/12/2012,1,275,862116
04/13/2012,1,283,703532
04/16/2012,1,270,643122
04/17/2012,1,274,825954
04/18/2012,1,252,518513
04/19/2012,1,293,1000336
04/20/2012,1,302,901224
04/23/2012,1,306,643303
04/24/2012,1,281,437974
04/25/2012,1,281,512509
04/26/2012,1,327,723562
04/27/2012,1,305,590981
04/30/2012,1,283,370866
05/01/2012,1,344,640347
05/02/2012,1,270,519681
05/03/2012,1,312,782054
05/04/2012,1,365,1005376
05/07/2012,1,330,602809
05/08/2012,1,394,1095475
05/09/2012,1,389,1312619
05/10/2012,1,299,728839
05/11/2012,1,324,849735
05/14/2012,1,361,708705
05/15/2012,1,380,833643
05/16/2012,1,388,939391
05/17/2012,1,442,1338287
05/18/2012,1,496,1667303
05/21/2012,1,392,790176
05/22/2012,1,412,873847
05/23/2012,1,453,1091515
05/24/2012,1,380,962666
05/25/2012,1,346,711726
05/29/2012,1,353,526619
05/30/2012,1,321,651499
05/31/2012,1,376,969275
06/01/2012,1,512,1693797
06/04/2012,1,445,999095
06/05/2012,1,355,1024969
06/06/2012,1,415,1166699
06/07/2012,1,440,1231817
06/08/2012,1,355,1092316
06/11/2012,1,393,967642
06/12/2012,1,373,745098
06/13/2012,1,325,788719
06/14/2012,1,420,3904439
06/15/2012,1,398,1375380
06/18/2012,1,362,682006
06/19/2012,1,386,799204
06/20/2012,1,377,1162308
06/21/2012,1,404,1305107
06/22/2012,1,301,761433
06/25/2012,1,355,778957
06/26/2012,1,290,555790
06/27/2012,1,327,530250
06/28/2012,1,318,959072
06/29/2012,1,406,1556144
07/02/2012,1,333,553101
07/03/2012,1,310,467570
07/05/2012,1,329,591507
07/06/2012,1,326,863072
07/09/2012,1,325,461729
07/10/2012,1,324,713618
07/11/2012,1,300,660954
07/12/2012,1,289,821391
07/13/2012,1,336,807052
07/16/2012,1,254,447395
07/17/2012,1,356,677270
07/18/2012,1,333,823634
07/19/2012,1,328,960911
07/20/2012,1,311,1079317
07/23/2012,1,364,715272
07/24/2012,1,344,733594
07/25/2012,1,365,526849
07/26/2012,1,372,817165
07/27/2012,1,438,1383164
07/30/2012,1,352,549162
07/31/2012,1,301,575371
08/01/2012,1,324,871739
08/02/2012,1,337,1093136
08/03/2012,1,433,1037445
08/06/2012,1,352,495225
08/07/2012,1,376,623408
08/08/2012,1,290,457861
08/09/2012,1,273,518385
08/10/2012,1,297,686706
08/13/2012,1,316,417291
08/14/2012,1,340,721416
08/15/2012,1,319,469379
08/16/2012,1,383,981700
08/17/2012,1,360,927756
08/20/2012,1,365,470336
08/21/2012,1,424,633556
08/22/2012,1,361,633843
08/23/2012,1,347,799299
08/24/2012,1,349,900721
08/27/2012,1,328,467015
08/28/2012,1,296,333494
08/29/2012,1,286,294667
08/30/2012,1,314,858130
08/31/2012,1,380,1151399
09/04/2012,1,334,544568
09/05/2012,1,291,476772
09/06/2012,1,433,992966
09/07/2012,1,378,1151671
09/10/2012,1,384,526960
09/11/2012,1,308,574713
09/12/2012,1,342,718419
09/13/2012,1,474,2061619
09/14/2012,1,512,2064905
09/17/2012,1,367,822049
09/18/2012,1,367,889111
09/19/2012,1,388,831983
09/20/2012,1,479,5318283
09/21/2012,1,477,976928
09/24/2012,1,390,653411
09/25/2012,1,404,708101
09/26/2012,1,412,827374
09/27/2012,1,398,842712
09/28/2012,1,408,1254598
10/01/2012,1,363,641310
10/02/2012,1,344,413486
10/03/2012,1,325,581188
10/04/2012,1,360,738029
10/05/2012,1,369,889243
10/08/2012,1,256,323925
10/09/2012,1,304,559144
10/10/2012,1,318,646567
10/11/2012,1,317,644749
10/12/2012,1,355,789028
10/15/2012,1,284,604450
10/16/2012,1,335,741136
10/17/2012,1,286,663741
10/18/2012,1,325,954728
10/19/2012,1,410,1492785
10/22/2012,1,385,679804
10/23/2012,1,419,1013224
10/24/2012,1,359,668831
10/25/2012,1,400,723923
10/26/2012,1,435,931465
10/31/2012,1,352,632227
11/01/2012,1,376,906172
11/02/2012,1,392,1115170
11/05/2012,1,372,776001
11/06/2012,1,352,954080
11/07/2012,1,427,1391962
11/08/2012,1,434,1262381
11/09/2012,1,468,1372607
11/12/2012,1,372,710364
11/13/2012,1,378,776978
11/14/2012,1,452,1305811
