Date,Price,P/B,P/S,P/FCF,P/E,P/EBITDA,EV/FCF,EV/B,LTDebt/EV,EV/EBITDA
8/23/2022,23.94,3.6207,4.3438,3562.579,45.2803,36.1953,960.1595,4.2587,15.8188,63.7667
8/24/2022,23.95,3.6222,4.3456,3564.068,45.2992,36.2104,960.5006,4.2602,15.8131,63.7894
8/25/2022,23.75,3.592,4.3093,3534.305,44.9209,35.908,953.6797,4.2299,15.9262,63.3364
8/26/2022,22.46,3.3969,4.0752,3342.336,42.481,33.9576,909.6853,4.0348,16.6965,60.4146
8/29/2022,21.73,3.2864,3.9428,3233.703,41.1003,32.8539,884.7892,3.9244,17.1663,58.7612
8/30/2022,21.21,3.2078,3.8484,3156.32,40.1167,32.0678,867.0551,3.8457,17.5174,57.5834
8/31/2022,21.85,3.3046,3.9646,3251.561,41.3272,33.0354,888.8817,3.9425,17.0872,59.033
9/1/2022,21.27,3.2169,3.8593,3165.249,40.2302,32.1585,869.1013,3.8548,17.4761,57.7193
9/2/2022,20.63,3.1201,3.7432,3070.009,39.0197,31.1908,847.2746,3.758,17.9263,56.2697
9/6/2022,20.56,3.1095,3.7305,3059.592,38.8873,31.085,844.8873,3.7474,17.977,56.1112
9/7/2022,22.28,3.3696,4.0426,3315.55,42.1405,33.6855,903.5465,4.0076,16.8099,60.0069
9/8/2022,22.14,3.3485,4.0172,3294.716,41.8757,33.4738,898.772,3.9864,16.8992,59.6898
9/9/2022,22.27,3.3681,4.0408,3314.062,42.1216,33.6704,903.2055,4.0061,16.8162,59.9843
9/12/2022,21.76,3.291,3.9482,3238.167,41.157,32.8993,885.8124,3.9289,17.1464,58.8291
9/13/2022,20.83,3.1503,3.7795,3099.772,39.398,31.4932,857.6846,3.8042,17.7088,56.9611
9/14/2022,21.2,3.2063,3.8466,3154.832,40.0978,32.0526,870.3669,3.8604,17.4507,57.8034
9/15/2022,21.75,3.2895,3.9464,3236.679,41.1381,32.8842,889.219,3.944,17.0807,59.0554
9/16/2022,20.87,3.1564,3.7867,3105.724,39.4737,31.5537,859.0556,3.8103,17.6805,57.0521
9/19/2022,20.18,3.052,3.6615,3003.043,38.1686,30.5105,835.4048,3.7054,18.181,55.4814
9/20/2022,19.9,3.0097,3.6107,2961.376,37.639,30.0871,825.8074,3.6628,18.3923,54.844
9/21/2022,19.69,2.9779,3.5726,2930.125,37.2418,29.7696,818.6094,3.6309,18.5541,54.366
9/22/2022,18.79,2.8418,3.4093,2796.193,35.5395,28.4089,787.7605,3.494,19.2806,52.3172
9/23/2022,18.81,2.8448,3.413,2799.17,35.5774,28.4392,788.446,3.4971,19.2639,52.3628
9/26/2022,18.41,2.7843,3.3404,2739.644,34.8208,27.8344,774.7354,3.4363,19.6048,51.4522
9/27/2022,18.34,2.7737,3.3277,2729.228,34.6884,27.7285,772.3361,3.4256,19.6657,51.2929
9/28/2022,19.08,2.8857,3.462,2839.349,36.088,28.8474,797.7007,3.5381,19.0404,52.9774
9/29/2022,18.55,2.8055,3.3658,2760.478,35.0856,28.0461,779.5341,3.4575,19.4841,51.7709
9/30/2022,18.53,2.7966,3.4725,,42.6217,29.1713,,3.4378,19.2039,47.434
10/3/2022,18.85,2.8449,3.5325,,43.3578,29.6751,,3.4862,18.9376,48.101
10/4/2022,19.18,2.8947,3.5943,,44.1168,30.1946,,3.536,18.6706,48.789
10/5/2022,19.29,2.9113,3.6149,,44.3698,30.3678,,3.5527,18.5832,49.0183
10/6/2022,18.62,2.8102,3.4894,,42.8287,29.313,,3.4514,19.1282,47.6216
10/7/2022,18.05,2.7241,3.3826,,41.5176,28.4157,,3.3653,19.6177,46.4333
10/10/2022,17.87,2.697,3.3488,,41.1036,28.1323,,3.3381,19.7776,46.0581
10/11/2022,17.55,2.6487,3.2889,,40.3676,27.6285,,3.2898,20.0682,45.391
10/12/2022,17.36,2.62,3.2533,,39.9305,27.3294,,3.2611,20.2449,44.995
10/13/2022,17.43,2.6306,3.2664,,40.0915,27.4396,,3.2716,20.1794,45.1409
10/14/2022,17.25,2.6034,3.2327,,39.6775,27.1563,,3.2445,20.3486,44.7657
10/17/2022,18.08,2.7287,3.3882,,41.5866,28.4629,,3.3699,19.5914,46.4959
10/18/2022,18.32,2.7649,3.4332,,42.1387,28.8407,,3.4061,19.3828,46.9962
10/19/2022,17.39,2.6245,3.2589,,39.9995,27.3767,,3.2656,20.2168,45.0575
10/20/2022,17.085,2.5785,3.2017,,39.298,26.8965,,3.2195,20.5061,44.4217
10/21/2022,16.72,2.5234,3.1333,,38.4584,26.3219,,3.1644,20.8635,43.6608
10/24/2022,16.34,2.4661,3.0621,,37.5844,25.7237,,3.107,21.249,42.8687
10/25/2022,17.12,2.5838,3.2083,,39.3785,26.9516,,3.2248,20.4725,44.4947
10/26/2022,17.49,2.6396,3.2776,,40.2296,27.5341,,3.2807,20.1237,45.266
10/27/2022,17.52,2.6442,3.2832,,40.2986,27.5813,,3.2852,20.0959,45.3285
10/28/2022,17.56,2.6502,3.2907,,40.3906,27.6443,,3.2913,20.059,45.4119
10/31/2022,17.66,2.6653,3.3095,,40.6206,27.8017,,3.3064,19.9673,45.6203
11/1/2022,17.71,2.6728,3.3189,,40.7356,27.8804,,3.314,19.9218,45.7246
11/2/2022,17.37,2.6215,3.2551,,39.9535,27.3452,,3.2626,20.2355,45.0158
11/3/2022,14.77,2.2291,2.7679,,33.9732,23.2521,,2.8698,23.0054,39.5958
11/4/2022,14.84,2.2397,2.781,,34.1342,23.3623,,2.8803,22.9209,39.7417
11/7/2022,14.75,2.2261,2.7642,,33.9272,23.2206,,2.8667,23.0296,39.5541
11/8/2022,7.41,1.1183,1.3886,,17.0441,11.6654,,1.7533,37.6542,24.1917
11/9/2022,6.9,1.0414,1.2931,,15.871,10.8625,,1.6766,39.3779,23.1327
11/10/2022,7.4,1.1168,1.3868,,17.0211,11.6496,,1.7518,37.6865,24.1709
11/11/2022,8.55,1.2904,1.6023,,19.6662,13.4601,,1.9249,34.2983,26.5587
