PERMNO,date,TICKER,COMNAM,PERMCO,CUSIP,RETX
14593,20000308,AAPL,APPLE COMPUTER INC,7,3783310,-0.007121
14593,20000309,AAPL,APPLE COMPUTER INC,7,3783310,0.002049
14593,20000310,AAPL,APPLE COMPUTER INC,7,3783310,0.02863
14593,20000313,AAPL,APPLE COMPUTER INC,7,3783310,-0.035288
14593,20000314,AAPL,APPLE COMPUTER INC,7,3783310,-0.058217
14593,20000315,AAPL,APPLE COMPUTER INC,7,3783310,0.017505
14593,20000316,AAPL,APPLE COMPUTER INC,7,3783310,0.045699
14593,20000317,AAPL,APPLE COMPUTER INC,7,3783310,0.028278
14593,20000320,AAPL,APPLE COMPUTER INC,7,3783310,-0.016
14593,20000321,AAPL,APPLE COMPUTER INC,7,3783310,0.097053
14593,20000322,AAPL,APPLE COMPUTER INC,7,3783310,0.06855
14593,20000323,AAPL,APPLE COMPUTER INC,7,3783310,-0.019939
14593,20000324,AAPL,APPLE COMPUTER INC,7,3783310,-0.018576
14593,20000327,AAPL,APPLE COMPUTER INC,7,3783310,0.006309
14593,20000328,AAPL,APPLE COMPUTER INC,7,3783310,-0.003135
14593,20000329,AAPL,APPLE COMPUTER INC,7,3783310,-0.022911
14593,20000330,AAPL,APPLE COMPUTER INC,7,3783310,-0.074943
14593,20000331,AAPL,APPLE COMPUTER INC,7,3783310,0.08002
14593,20000403,AAPL,APPLE COMPUTER INC,7,3783310,-0.018408
14593,20000404,AAPL,APPLE COMPUTER INC,7,3783310,-0.045007
14593,20000405,AAPL,APPLE COMPUTER INC,7,3783310,0.024055
14593,20000406,AAPL,APPLE COMPUTER INC,7,3783310,-0.039789
14593,20000407,AAPL,APPLE COMPUTER INC,7,3783310,0.052421
14593,20000410,AAPL,APPLE COMPUTER INC,7,3783310,-0.051233
14593,20000411,AAPL,APPLE COMPUTER INC,7,3783310,-0.0445
14593,20000412,AAPL,APPLE COMPUTER INC,7,3783310,-0.085296
14593,20000413,AAPL,APPLE COMPUTER INC,7,3783310,0.041762
14593,20000414,AAPL,APPLE COMPUTER INC,7,3783310,-0.017024
14593,20000417,AAPL,APPLE COMPUTER INC,7,3783310,0.107263
14593,20000418,AAPL,APPLE COMPUTER INC,7,3783310,0.024218
14593,20000419,AAPL,APPLE COMPUTER INC,7,3783310,-0.04532
14593,20000420,AAPL,APPLE COMPUTER INC,7,3783310,-0.018576
14593,20000424,AAPL,APPLE COMPUTER INC,7,3783310,0.01367
14593,20000425,AAPL,APPLE COMPUTER INC,7,3783310,0.064834
14593,20000426,AAPL,APPLE COMPUTER INC,7,3783310,-0.054554
14593,20000427,AAPL,APPLE COMPUTER INC,7,3783310,0.044822
14593,20000428,AAPL,APPLE COMPUTER INC,7,3783310,-0.021203
14593,20000501,AAPL,APPLE COMPUTER INC,7,3783310,0.002015
14593,20000502,AAPL,APPLE COMPUTER INC,7,3783310,-0.051785
14593,20000503,AAPL,APPLE COMPUTER INC,7,3783310,-0.02386
14593,20000504,AAPL,APPLE COMPUTER INC,7,3783310,-0.038023
